Registration_number,Course_no,Quiz1,Quiz2,Quiz3,Quiz4,Assignment1,Assignment2,Assignment3,Assignment4,MidTerm,FinalTerm,LabMidTerm,LabFinalTerm,LabAssignment1,LabAssignment2,LabTask1,LabTask2,Course_cat
ciit/fa14-bcs-1509/isb,csc498,2,0,7,6,8,3,3,5,1,26,NULL,32,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1509/isb,eee440,1,5,6,5,3,4,8,7,24,28,NULL,48,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1600/isb,csc356,1,10,8,0,1,10,3,9,12,21,15,35,1,6,9,3,csc
ciit/fa14-bcs-1600/isb,csc441,10,4,5,3,8,3,0,3,11,45,18,44,9,4,1,6,csc
ciit/fa14-bcs-1600/isb,csc455,5,7,6,1,9,1,3,6,5,29,NULL,20,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1600/isb,csc483,7,6,7,6,6,0,0,6,24,20,NULL,25,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1600/isb,csc498,4,10,9,1,7,2,8,2,9,44,NULL,47,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1600/isb,eee440,7,8,1,10,9,1,9,4,6,38,NULL,28,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-163/isb,csc356,9,0,7,9,6,9,8,3,9,49,16,43,2,9,8,5,csc
ciit/fa14-bcs-163/isb,csc441,8,7,7,4,9,2,6,5,16,36,18,30,0,1,3,9,csc
ciit/fa14-bcs-163/isb,csc455,4,10,3,8,6,3,10,1,22,27,NULL,22,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-163/isb,csc483,7,6,5,10,10,6,10,4,21,42,NULL,41,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-163/isb,csc498,6,8,1,1,10,7,5,7,3,11,NULL,46,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-163/isb,eee440,9,5,6,6,5,9,1,2,8,39,NULL,20,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1652/isb,csc356,6,4,7,4,0,6,6,1,3,33,16,35,5,0,1,9,csc
ciit/fa14-bcs-1652/isb,csc441,2,0,9,8,10,3,1,6,8,13,16,45,10,8,7,0,csc
ciit/fa14-bcs-1652/isb,csc455,5,9,5,4,1,8,6,6,25,20,NULL,48,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1652/isb,csc483,1,5,6,9,5,10,7,5,18,23,NULL,38,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1652/isb,csc498,1,1,1,5,0,9,5,10,7,17,NULL,24,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1652/isb,eee440,7,2,3,8,8,4,10,10,9,45,NULL,25,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1780/isb,csc356,5,1,3,0,8,3,7,3,8,40,20,45,0,9,0,3,csc
ciit/fa14-bcs-1780/isb,csc441,7,4,0,9,9,9,9,9,10,23,20,38,6,5,6,6,csc
ciit/fa14-bcs-1780/isb,csc455,6,5,0,3,10,1,4,3,21,44,NULL,20,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1780/isb,csc483,3,2,10,3,9,4,1,7,11,26,NULL,49,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1780/isb,csc498,8,10,8,7,1,7,0,6,11,29,NULL,42,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1780/isb,eee440,9,1,8,8,0,4,7,9,16,20,NULL,36,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1796/isb,csc356,3,7,8,9,6,7,8,4,15,38,19,47,10,9,8,10,csc
ciit/fa14-bcs-1796/isb,csc441,7,0,2,0,7,7,1,9,5,35,25,34,3,9,4,10,csc
ciit/fa14-bcs-1796/isb,csc455,3,3,10,7,9,5,7,5,16,44,NULL,44,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1796/isb,csc483,0,8,2,1,1,0,1,6,19,40,NULL,33,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1796/isb,csc498,2,7,9,9,8,4,9,1,15,44,NULL,49,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1796/isb,eee440,3,2,3,5,7,9,5,8,1,50,NULL,27,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1813/isb,csc356,5,10,4,3,7,9,2,8,17,15,15,29,2,7,4,0,csc
ciit/fa14-bcs-1813/isb,csc441,2,9,4,8,2,7,10,5,17,35,18,42,6,6,0,0,csc
ciit/fa14-bcs-1813/isb,csc455,10,2,7,8,6,0,8,8,5,33,NULL,48,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1813/isb,csc483,8,5,10,2,6,9,5,3,2,48,NULL,47,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1813/isb,csc498,1,5,8,4,0,6,8,5,17,38,NULL,20,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1813/isb,eee440,0,9,8,3,8,8,3,1,7,50,NULL,29,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1821/isb,csc356,8,10,0,1,10,6,8,2,23,46,18,49,6,1,0,8,csc
ciit/fa14-bcs-1821/isb,csc441,5,9,9,5,10,3,3,6,20,35,20,32,0,0,8,3,csc
ciit/fa14-bcs-1821/isb,csc455,6,6,4,7,6,7,1,0,16,31,NULL,28,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1821/isb,csc483,4,1,5,2,6,7,4,4,13,33,NULL,22,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1821/isb,csc498,1,4,3,4,6,0,8,1,0,12,NULL,22,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1821/isb,eee440,7,7,1,0,6,6,3,1,17,15,NULL,48,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1860/isb,csc356,7,10,0,5,2,9,2,8,8,34,20,36,6,9,10,7,csc
ciit/fa14-bcs-1860/isb,csc441,0,2,8,5,10,2,0,9,7,19,24,47,8,7,1,9,csc
ciit/fa14-bcs-1860/isb,csc455,5,1,2,9,10,8,0,10,17,31,NULL,48,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1860/isb,csc483,1,2,5,5,6,7,5,2,9,43,NULL,33,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1860/isb,csc498,4,1,4,0,0,9,3,9,7,49,NULL,48,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1860/isb,eee440,10,0,3,0,9,7,3,2,25,39,NULL,35,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1953/isb,csc356,8,3,9,1,10,7,4,10,22,17,21,49,3,7,0,10,csc
ciit/fa14-bcs-1953/isb,csc441,2,3,9,7,4,8,7,8,15,26,23,38,4,8,4,3,csc
ciit/fa14-bcs-1953/isb,csc455,8,9,9,4,7,2,4,0,4,38,NULL,40,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1953/isb,csc483,8,1,1,4,7,5,1,1,19,18,NULL,43,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1953/isb,csc498,10,5,7,9,0,3,3,9,23,37,NULL,25,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1953/isb,eee440,8,5,3,0,4,7,3,4,11,12,NULL,44,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1975/isb,csc356,2,3,4,4,5,4,4,4,5,11,21,41,5,2,7,9,csc
ciit/fa14-bcs-1975/isb,csc441,8,2,3,10,7,7,10,10,5,35,23,43,6,4,7,5,csc
ciit/fa14-bcs-1975/isb,csc455,6,0,8,2,10,0,10,10,16,48,NULL,41,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1975/isb,csc483,3,6,7,7,7,8,7,2,3,19,NULL,20,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1975/isb,csc498,10,4,6,5,0,9,4,6,12,37,NULL,32,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1975/isb,eee440,7,3,9,4,2,4,0,9,19,28,NULL,24,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1983/isb,csc356,7,7,2,6,9,0,3,0,17,46,25,29,2,0,10,2,csc
ciit/fa14-bcs-1983/isb,csc441,6,1,6,10,2,10,8,7,21,11,21,30,5,8,6,7,csc
ciit/fa14-bcs-1983/isb,csc455,10,2,2,1,8,7,8,2,20,31,NULL,30,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1983/isb,csc483,2,1,1,9,4,3,10,5,24,35,NULL,49,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1983/isb,csc498,3,1,3,3,9,5,8,5,10,22,NULL,46,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1983/isb,eee440,2,10,1,10,2,10,1,10,21,23,NULL,34,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1994/isb,csc356,5,6,2,8,5,9,8,7,12,35,18,35,6,8,6,2,csc
ciit/fa14-bcs-1994/isb,csc441,9,4,1,5,6,6,6,2,2,39,24,26,8,5,3,5,csc
ciit/fa14-bcs-1994/isb,csc455,5,0,2,8,10,6,6,10,15,20,NULL,50,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1994/isb,csc483,10,6,6,4,4,6,5,3,21,13,NULL,22,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1994/isb,csc498,10,9,0,7,10,6,6,8,6,17,NULL,31,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1994/isb,eee440,4,5,0,9,6,4,3,3,24,13,NULL,24,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-202/isb,csc356,0,6,2,6,8,7,8,10,22,31,16,30,10,10,4,7,csc
ciit/fa14-bcs-202/isb,csc441,2,5,8,9,7,0,1,4,19,48,21,26,8,9,3,2,csc
ciit/fa14-bcs-202/isb,csc455,0,3,9,9,7,10,7,2,17,14,NULL,40,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-202/isb,csc483,7,3,0,10,6,2,8,8,16,28,NULL,48,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-202/isb,csc498,8,6,5,8,7,3,3,5,13,23,NULL,37,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-202/isb,eee440,6,4,9,4,5,9,1,8,11,12,NULL,50,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2089/isb,csc356,9,9,3,8,3,4,2,7,15,48,24,46,7,4,8,6,csc
ciit/fa14-bcs-2089/isb,csc441,1,10,3,10,10,8,5,9,1,30,23,30,5,10,1,0,csc
ciit/fa14-bcs-2089/isb,csc455,9,2,3,6,3,4,5,8,25,28,NULL,24,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2089/isb,csc483,8,0,7,1,9,6,4,6,24,49,NULL,20,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2089/isb,csc498,9,10,7,7,5,4,1,9,23,29,NULL,49,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2089/isb,eee440,9,9,1,7,1,1,1,9,5,16,NULL,29,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2116/isb,csc356,5,0,4,6,0,4,8,8,2,19,19,47,9,7,9,1,csc
ciit/fa14-bcs-2116/isb,csc441,7,6,5,7,5,3,6,8,15,11,22,33,9,0,7,6,csc
ciit/fa14-bcs-2116/isb,csc455,2,3,9,6,5,10,3,3,17,18,NULL,31,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2116/isb,csc483,9,9,3,9,6,8,10,5,8,47,NULL,36,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2116/isb,csc498,5,2,10,2,4,1,6,2,16,31,NULL,42,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2116/isb,eee440,2,5,0,10,5,4,4,8,24,24,NULL,27,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2251/isb,csc356,4,10,4,5,7,4,5,8,21,34,15,43,2,2,3,5,csc
ciit/fa14-bcs-2251/isb,csc441,1,10,1,0,2,3,7,2,15,35,24,37,1,1,2,9,csc
ciit/fa14-bcs-2251/isb,csc455,9,10,8,1,6,10,8,2,21,47,NULL,32,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2251/isb,csc483,4,9,2,8,2,3,1,5,13,11,NULL,39,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2251/isb,csc498,6,4,4,10,9,8,7,10,24,14,NULL,44,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2251/isb,eee440,8,6,10,7,8,3,0,5,11,15,NULL,37,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2270/isb,csc356,8,1,4,8,2,2,0,0,14,38,16,43,4,7,9,10,csc
ciit/fa14-bcs-2270/isb,csc441,6,1,1,1,6,4,6,6,18,38,17,37,5,9,9,10,csc
ciit/fa14-bcs-2270/isb,csc455,7,9,8,7,0,2,7,4,7,50,NULL,35,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2270/isb,csc483,9,0,1,5,8,5,7,4,3,26,NULL,26,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2270/isb,csc498,4,5,2,9,4,4,1,10,20,44,NULL,34,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2270/isb,eee440,1,2,2,3,3,1,9,8,2,39,NULL,43,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2275/isb,csc356,0,8,8,7,6,8,4,2,3,24,19,25,6,9,10,10,csc
ciit/fa14-bcs-2275/isb,csc441,2,2,8,4,3,6,2,10,15,17,21,35,2,9,8,1,csc
ciit/fa14-bcs-2275/isb,csc455,6,7,0,7,3,9,6,5,22,34,NULL,31,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2275/isb,csc483,3,10,9,8,10,3,2,8,24,20,NULL,48,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2275/isb,csc498,1,5,2,6,0,0,6,0,16,47,NULL,33,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2275/isb,eee440,1,6,1,7,9,5,9,10,10,43,NULL,26,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2288/isb,csc356,6,0,8,5,1,2,3,5,2,30,21,29,3,1,1,6,csc
ciit/fa14-bcs-2288/isb,csc441,9,7,3,1,8,5,5,2,0,30,22,28,1,9,6,8,csc
ciit/fa14-bcs-2288/isb,csc455,5,6,7,4,9,8,9,0,18,48,NULL,43,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2288/isb,csc483,9,8,5,0,10,10,2,8,2,25,NULL,44,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2288/isb,csc498,10,3,5,2,10,6,4,0,10,39,NULL,41,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2288/isb,eee440,0,6,1,2,0,5,0,6,3,18,NULL,43,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2297/isb,csc356,9,5,1,7,5,7,5,7,10,14,15,35,7,10,2,8,csc
ciit/fa14-bcs-2297/isb,csc441,3,1,3,4,7,4,5,5,10,34,18,31,7,7,10,2,csc
ciit/fa14-bcs-2297/isb,csc455,6,10,4,6,8,3,2,10,20,49,NULL,20,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2297/isb,csc483,3,8,5,8,2,9,1,1,9,49,NULL,46,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2297/isb,csc498,6,0,4,9,10,9,9,4,0,35,NULL,28,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2297/isb,eee440,4,6,3,3,4,3,3,2,9,19,NULL,37,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2298/isb,csc356,10,7,8,0,1,0,6,4,11,16,18,44,2,4,9,8,csc
ciit/fa14-bcs-2298/isb,csc441,1,10,7,8,1,9,6,10,25,16,18,27,5,2,4,1,csc
ciit/fa14-bcs-2298/isb,csc455,6,7,8,10,2,5,9,1,24,27,NULL,32,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2298/isb,csc483,8,10,1,7,2,1,10,2,23,23,NULL,48,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2298/isb,csc498,6,6,2,8,2,3,1,6,0,34,NULL,29,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2298/isb,eee440,6,2,5,2,9,8,3,9,8,29,NULL,41,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2317/isb,csc356,3,0,6,0,8,2,0,8,6,42,15,38,0,10,3,4,csc
ciit/fa14-bcs-2317/isb,csc441,4,10,1,0,3,2,9,5,11,18,20,28,7,2,6,0,csc
ciit/fa14-bcs-2317/isb,csc455,6,5,5,4,3,4,2,8,7,24,NULL,32,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2317/isb,csc483,0,8,2,3,1,7,0,1,19,22,NULL,44,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2317/isb,csc498,5,9,1,9,3,8,10,4,19,31,NULL,23,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2317/isb,eee440,6,10,7,9,4,9,5,9,18,14,NULL,37,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2327/isb,csc356,5,10,3,8,10,8,0,6,14,34,20,27,10,9,10,9,csc
ciit/fa14-bcs-2327/isb,csc441,7,1,2,7,0,3,0,10,10,36,23,28,8,1,1,10,csc
ciit/fa14-bcs-2327/isb,csc455,1,0,9,8,7,9,8,10,23,18,NULL,49,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2327/isb,csc483,1,8,10,8,6,1,10,4,4,38,NULL,23,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2327/isb,csc498,7,8,8,0,9,7,0,0,13,48,NULL,45,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2327/isb,eee440,0,10,3,9,4,4,1,5,13,47,NULL,42,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2381/isb,csc356,0,2,10,9,6,1,9,1,8,17,21,29,0,0,1,3,csc
ciit/fa14-bcs-2381/isb,csc441,9,7,0,1,0,7,1,3,5,23,25,39,3,9,1,9,csc
ciit/fa14-bcs-2381/isb,csc455,6,3,0,5,2,7,10,1,10,30,NULL,39,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2381/isb,csc483,2,5,0,9,1,10,10,10,11,47,NULL,37,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2381/isb,csc498,4,6,2,1,2,10,7,2,20,11,NULL,45,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2381/isb,eee440,6,3,10,3,10,5,10,3,3,38,NULL,21,NULL,NULL,NULL,NULL,eee
