Registration_number,Course_no,Quiz1,Quiz2,Quiz3,Quiz4,Assignment1,Assignment2,Assignment3,Assignment4,MidTerm,FinalTerm,LabMidTerm,LabFinalTerm,LabAssignment1,LabAssignment2,LabTask1,LabTask2,Course_cat,Course_GPA
ciit/fa14-bcs-1272/isb,bio310,10,2,9,9,1,10,8,8,16,36,19,35,7,5,2,5,bio,2.58
ciit/fa14-bcs-1272/isb,csc499,8,5,3,10,1,1,9,1,25,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.35
ciit/fa14-bcs-1272/isb,hum434,10,5,10,9,10,3,2,3,15,25,NULL,NULL,NULL,NULL,NULL,NULL,hum,3.07
ciit/fa14-bcs-1272/isb,mgt131,5,7,7,7,7,6,3,7,19,28,NULL,NULL,NULL,NULL,NULL,NULL,mgt,3.21
ciit/fa14-bcs-1354/isb,bio310,5,5,1,8,4,5,2,10,21,27,24,44,2,6,1,5,bio,2.69
ciit/fa14-bcs-1354/isb,csc499,1,4,4,5,1,9,6,7,18,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.57
ciit/fa14-bcs-1354/isb,hum434,4,5,4,9,5,8,2,7,20,35,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.57
ciit/fa14-bcs-1354/isb,mgt131,1,7,10,4,7,1,5,5,19,29,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.67
ciit/fa14-bcs-1429/isb,bio310,9,9,10,6,4,1,8,1,23,25,21,33,8,10,2,2,bio,2.28
ciit/fa14-bcs-1429/isb,csc499,8,4,4,10,5,3,6,6,16,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,3
ciit/fa14-bcs-1429/isb,hum434,6,8,6,6,10,3,7,3,22,32,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.9
ciit/fa14-bcs-1429/isb,mgt131,4,10,9,4,7,2,8,4,21,26,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.52
ciit/fa14-bcs-1443/isb,bio310,6,6,6,7,2,8,4,3,25,28,21,42,6,9,10,4,bio,2.66
ciit/fa14-bcs-1443/isb,csc499,1,8,10,6,5,2,2,10,22,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.09
ciit/fa14-bcs-1443/isb,hum434,7,4,4,4,8,7,3,5,22,41,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.86
ciit/fa14-bcs-1443/isb,mgt131,2,5,6,8,6,6,5,7,23,42,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.79
ciit/fa14-bcs-1509/isb,bio310,1,7,7,5,9,4,5,6,17,48,25,26,8,6,5,1,bio,2.58
ciit/fa14-bcs-1509/isb,csc499,7,7,3,5,4,1,7,6,20,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.88
ciit/fa14-bcs-1509/isb,hum434,8,2,7,5,4,4,5,7,19,48,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.51
ciit/fa14-bcs-1509/isb,mgt131,1,3,6,10,5,7,9,5,17,47,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.68
ciit/fa14-bcs-1600/isb,bio310,6,8,6,10,9,6,3,6,25,37,18,30,6,2,9,5,bio,2.98
ciit/fa14-bcs-1600/isb,csc499,3,8,7,10,6,4,6,5,24,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.98
ciit/fa14-bcs-1600/isb,hum434,8,3,9,4,2,6,4,5,15,36,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.66
ciit/fa14-bcs-1600/isb,mgt131,6,1,1,5,9,9,8,6,20,28,NULL,NULL,NULL,NULL,NULL,NULL,mgt,3.33
ciit/fa14-bcs-163/isb,bio310,7,7,1,2,9,2,10,5,20,38,24,34,5,9,5,10,bio,2.46
ciit/fa14-bcs-163/isb,csc499,6,7,5,2,9,1,2,8,19,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.71
ciit/fa14-bcs-163/isb,hum434,6,3,4,5,5,2,5,7,25,30,NULL,NULL,NULL,NULL,NULL,NULL,hum,3.44
ciit/fa14-bcs-163/isb,mgt131,10,2,7,8,4,7,7,8,21,38,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.69
ciit/fa14-bcs-1652/isb,bio310,6,2,8,7,7,8,7,4,24,47,18,31,7,5,6,3,bio,3.14
ciit/fa14-bcs-1652/isb,csc499,2,2,1,1,10,2,8,7,23,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.46
ciit/fa14-bcs-1652/isb,hum434,10,7,5,4,4,1,7,9,25,41,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.75
ciit/fa14-bcs-1652/isb,mgt131,9,5,2,4,10,9,8,10,24,34,NULL,NULL,NULL,NULL,NULL,NULL,mgt,3.17
ciit/fa14-bcs-1780/isb,bio310,5,1,4,9,7,8,8,1,22,38,18,31,9,10,5,3,bio,2.46
ciit/fa14-bcs-1780/isb,csc499,9,4,9,1,7,3,5,7,23,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.67
ciit/fa14-bcs-1780/isb,hum434,2,5,3,8,9,1,10,1,23,42,NULL,NULL,NULL,NULL,NULL,NULL,hum,3.08
ciit/fa14-bcs-1780/isb,mgt131,3,8,4,3,10,6,8,9,25,47,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.96
ciit/fa14-bcs-1796/isb,bio310,7,6,2,2,9,1,2,7,24,34,25,39,7,9,4,1,bio,3
ciit/fa14-bcs-1796/isb,csc499,3,5,7,10,6,8,8,2,21,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.96
ciit/fa14-bcs-1796/isb,hum434,1,7,2,8,3,5,4,5,16,32,NULL,NULL,NULL,NULL,NULL,NULL,hum,3.1
ciit/fa14-bcs-1796/isb,mgt131,9,9,7,9,8,5,1,3,19,26,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.29
ciit/fa14-bcs-1813/isb,bio310,3,9,8,6,9,1,8,5,21,42,19,46,10,6,4,1,bio,2.69
ciit/fa14-bcs-1813/isb,csc499,7,5,2,7,6,9,7,3,24,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.66
ciit/fa14-bcs-1813/isb,hum434,6,10,9,8,5,6,4,7,20,37,NULL,NULL,NULL,NULL,NULL,NULL,hum,3.19
ciit/fa14-bcs-1813/isb,mgt131,9,1,3,3,10,10,1,4,23,36,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.52
ciit/fa14-bcs-1821/isb,bio310,7,9,3,8,4,3,6,3,23,34,19,35,5,4,8,9,bio,3.34
ciit/fa14-bcs-1821/isb,csc499,4,3,8,5,8,3,9,2,22,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.15
ciit/fa14-bcs-1821/isb,hum434,7,6,4,9,3,7,5,9,19,41,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.79
ciit/fa14-bcs-1821/isb,mgt131,8,10,2,3,4,4,9,5,15,34,NULL,NULL,NULL,NULL,NULL,NULL,mgt,3.12
ciit/fa14-bcs-1860/isb,bio310,10,3,2,5,8,6,3,9,19,32,17,46,7,5,5,8,bio,2.6
ciit/fa14-bcs-1860/isb,csc499,4,8,8,8,5,2,5,6,18,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.14
ciit/fa14-bcs-1860/isb,hum434,1,3,5,5,10,10,6,10,20,27,NULL,NULL,NULL,NULL,NULL,NULL,hum,3.12
ciit/fa14-bcs-1860/isb,mgt131,8,4,1,2,4,8,6,1,15,38,NULL,NULL,NULL,NULL,NULL,NULL,mgt,3.16
ciit/fa14-bcs-1953/isb,bio310,7,1,9,8,1,7,7,2,21,44,16,40,8,4,8,9,bio,2.35
ciit/fa14-bcs-1953/isb,csc499,4,3,5,1,2,1,8,6,21,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.35
ciit/fa14-bcs-1953/isb,hum434,5,5,2,7,3,5,1,2,20,27,NULL,NULL,NULL,NULL,NULL,NULL,hum,3.13
ciit/fa14-bcs-1953/isb,mgt131,1,9,8,8,9,6,5,5,23,45,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.86
ciit/fa14-bcs-1975/isb,bio310,2,6,5,9,6,6,9,9,19,41,20,45,5,1,5,9,bio,2.45
ciit/fa14-bcs-1975/isb,csc499,3,7,1,8,1,10,5,1,19,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa14-bcs-1975/isb,hum434,4,9,3,4,9,7,10,5,19,41,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.91
ciit/fa14-bcs-1975/isb,mgt131,1,10,10,8,6,9,6,7,20,26,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.35
ciit/fa14-bcs-1983/isb,bio310,7,1,10,10,2,8,5,7,22,48,25,32,10,7,6,10,bio,3.18
ciit/fa14-bcs-1983/isb,csc499,3,4,8,3,4,10,9,7,25,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.97
ciit/fa14-bcs-1983/isb,hum434,3,8,9,8,1,10,3,7,21,47,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.99
ciit/fa14-bcs-1983/isb,mgt131,5,7,4,3,3,1,7,7,17,26,NULL,NULL,NULL,NULL,NULL,NULL,mgt,3.03
ciit/fa14-bcs-1994/isb,bio310,5,2,8,6,9,9,10,4,19,40,18,37,1,5,2,8,bio,2.62
ciit/fa14-bcs-1994/isb,csc499,5,4,2,4,7,9,1,3,17,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.18
ciit/fa14-bcs-1994/isb,hum434,5,6,2,6,10,1,9,2,20,27,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.96
ciit/fa14-bcs-1994/isb,mgt131,2,9,7,5,4,5,8,5,15,43,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.29
ciit/fa14-bcs-202/isb,bio310,1,7,10,10,7,5,6,2,18,27,23,43,1,6,10,4,bio,3.33
ciit/fa14-bcs-202/isb,csc499,1,8,5,7,1,5,9,9,22,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa14-bcs-202/isb,hum434,4,5,6,5,4,8,1,2,24,39,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.57
ciit/fa14-bcs-202/isb,mgt131,9,8,8,5,2,10,4,7,18,30,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.75
ciit/fa14-bcs-2089/isb,bio310,7,9,8,1,10,2,1,10,15,48,15,36,4,4,5,9,bio,3.17
ciit/fa14-bcs-2089/isb,csc499,1,4,2,6,4,6,7,10,16,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.55
ciit/fa14-bcs-2089/isb,hum434,9,9,5,8,10,10,1,9,23,43,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.88
ciit/fa14-bcs-2089/isb,mgt131,5,1,5,9,5,3,9,4,20,25,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.67
ciit/fa14-bcs-2116/isb,bio310,10,10,9,2,7,7,1,8,17,48,25,47,8,4,1,8,bio,2.6
ciit/fa14-bcs-2116/isb,csc499,1,10,8,8,10,9,4,4,17,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.2
ciit/fa14-bcs-2116/isb,hum434,4,4,7,7,1,4,7,7,15,42,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.42
ciit/fa14-bcs-2116/isb,mgt131,8,9,10,1,6,5,5,9,24,31,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.73
ciit/fa14-bcs-2251/isb,bio310,10,7,1,7,2,3,8,2,25,42,24,36,1,1,8,6,bio,3.21
ciit/fa14-bcs-2251/isb,csc499,1,3,2,2,9,7,7,6,17,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.63
ciit/fa14-bcs-2251/isb,hum434,2,4,7,9,8,2,7,3,24,42,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.79
ciit/fa14-bcs-2251/isb,mgt131,1,10,3,10,9,10,6,5,25,48,NULL,NULL,NULL,NULL,NULL,NULL,mgt,3.15
ciit/fa14-bcs-2270/isb,bio310,8,9,3,4,10,10,6,6,17,27,20,36,9,8,3,8,bio,2.87
ciit/fa14-bcs-2270/isb,csc499,10,3,3,9,1,7,4,1,24,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.31
ciit/fa14-bcs-2270/isb,hum434,8,8,5,10,4,10,3,4,22,27,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.79
ciit/fa14-bcs-2270/isb,mgt131,3,8,2,8,3,1,9,4,16,33,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.15
ciit/fa14-bcs-2275/isb,bio310,6,6,2,9,4,5,2,4,15,35,15,25,1,5,3,7,bio,2.43
ciit/fa14-bcs-2275/isb,csc499,6,1,5,9,8,1,6,1,16,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.9
ciit/fa14-bcs-2275/isb,hum434,5,2,7,4,6,7,2,7,15,47,NULL,NULL,NULL,NULL,NULL,NULL,hum,3.17
ciit/fa14-bcs-2275/isb,mgt131,5,10,10,7,3,8,5,5,16,43,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.49
ciit/fa14-bcs-2288/isb,bio310,10,5,6,4,7,6,6,4,20,45,24,34,9,9,7,5,bio,2.74
ciit/fa14-bcs-2288/isb,csc499,7,6,8,10,2,6,6,5,19,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.42
ciit/fa14-bcs-2288/isb,hum434,3,9,3,3,3,1,9,9,20,33,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.79
ciit/fa14-bcs-2288/isb,mgt131,9,2,1,1,9,10,5,1,19,34,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.58
ciit/fa14-bcs-2297/isb,bio310,6,9,5,10,10,1,3,10,24,39,20,38,7,5,4,7,bio,2.5
ciit/fa14-bcs-2297/isb,csc499,9,1,6,5,1,5,3,10,15,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.73
ciit/fa14-bcs-2297/isb,hum434,7,5,3,5,10,9,9,10,15,48,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.49
ciit/fa14-bcs-2297/isb,mgt131,10,10,4,3,2,8,9,8,21,33,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.67
ciit/fa14-bcs-2298/isb,bio310,4,9,7,9,9,1,7,5,22,41,24,38,9,1,4,9,bio,3.19
ciit/fa14-bcs-2298/isb,csc499,7,8,9,6,5,1,6,7,17,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.86
ciit/fa14-bcs-2298/isb,hum434,6,6,3,1,3,3,4,3,15,31,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.96
ciit/fa14-bcs-2298/isb,mgt131,8,6,5,4,1,8,2,1,24,27,NULL,NULL,NULL,NULL,NULL,NULL,mgt,3.45
ciit/fa14-bcs-2317/isb,bio310,4,4,1,6,7,8,7,8,16,28,22,28,8,5,3,9,bio,3.05
ciit/fa14-bcs-2317/isb,csc499,1,9,7,4,4,1,2,4,21,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.9
ciit/fa14-bcs-2317/isb,hum434,7,1,2,9,9,2,9,3,18,37,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.87
ciit/fa14-bcs-2317/isb,mgt131,7,10,7,9,10,7,5,3,24,34,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.41
ciit/fa14-bcs-2327/isb,bio310,10,3,5,7,4,9,4,5,20,34,23,33,5,3,9,3,bio,2.81
ciit/fa14-bcs-2327/isb,csc499,2,10,2,10,9,10,3,9,15,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.94
ciit/fa14-bcs-2327/isb,hum434,6,6,2,3,1,10,8,9,17,43,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.75
ciit/fa14-bcs-2327/isb,mgt131,7,7,4,10,4,8,8,9,15,25,NULL,NULL,NULL,NULL,NULL,NULL,mgt,3.29
ciit/fa14-bcs-2381/isb,bio310,5,10,1,7,1,5,7,6,22,33,24,39,6,4,8,1,bio,2.38
ciit/fa14-bcs-2381/isb,csc499,6,2,8,1,8,3,7,2,20,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.71
ciit/fa14-bcs-2381/isb,hum434,4,5,1,4,7,4,7,1,25,42,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.55
ciit/fa14-bcs-2381/isb,mgt131,3,8,10,6,9,6,4,10,21,32,NULL,NULL,NULL,NULL,NULL,NULL,mgt,3.05
ciit/fa14-bcs-2434/isb,bio310,7,5,10,9,5,5,9,5,24,44,21,36,3,2,5,2,bio,2.52
ciit/fa14-bcs-2434/isb,csc499,7,7,10,10,1,3,3,7,25,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.99
ciit/fa14-bcs-2434/isb,hum434,9,2,7,7,7,6,6,10,18,45,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.6
ciit/fa14-bcs-2434/isb,mgt131,3,1,3,6,9,8,7,1,21,38,NULL,NULL,NULL,NULL,NULL,NULL,mgt,3.55
ciit/fa14-bcs-2469/isb,bio310,9,6,4,8,3,10,7,6,20,29,22,30,8,1,4,4,bio,3.27
ciit/fa14-bcs-2469/isb,csc499,9,7,5,2,1,8,4,10,16,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.3
ciit/fa14-bcs-2469/isb,hum434,5,1,7,7,6,6,4,2,17,31,NULL,NULL,NULL,NULL,NULL,NULL,hum,3.13
ciit/fa14-bcs-2469/isb,mgt131,1,2,3,8,8,9,3,6,19,37,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.55
ciit/fa14-bcs-2518/isb,bio310,1,8,7,9,1,4,8,10,16,46,20,31,6,2,8,9,bio,3.48
ciit/fa14-bcs-2518/isb,csc499,2,10,5,10,3,3,2,2,15,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.45
ciit/fa14-bcs-2518/isb,hum434,3,9,5,7,6,3,9,3,16,35,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.64
ciit/fa14-bcs-2518/isb,mgt131,10,5,10,4,6,8,6,10,18,47,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.65
ciit/fa14-bcs-2524/isb,bio310,4,3,6,9,10,7,6,6,21,46,16,48,8,7,4,8,bio,2.95
ciit/fa14-bcs-2524/isb,csc499,9,8,6,6,1,3,10,8,16,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.48
ciit/fa14-bcs-2524/isb,hum434,3,2,3,2,9,9,7,2,17,29,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.84
ciit/fa14-bcs-2524/isb,mgt131,7,1,6,9,5,6,5,10,21,46,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.92
ciit/fa14-bcs-2605/isb,bio310,2,8,7,5,1,3,5,8,18,45,17,27,4,9,2,8,bio,2.86
ciit/fa14-bcs-2605/isb,csc499,9,7,9,7,9,1,8,1,19,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa14-bcs-2605/isb,hum434,5,5,4,2,2,5,9,2,18,27,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.62
ciit/fa14-bcs-2605/isb,mgt131,10,4,7,6,5,3,8,6,15,34,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.6
ciit/fa14-bcs-2636/isb,bio310,3,5,1,5,2,9,2,10,19,31,24,33,7,1,2,9,bio,3.04
ciit/fa14-bcs-2636/isb,csc499,6,4,4,6,1,7,4,3,17,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.48
ciit/fa14-bcs-2636/isb,hum434,8,3,10,1,3,7,6,6,16,26,NULL,NULL,NULL,NULL,NULL,NULL,hum,3.05
ciit/fa14-bcs-2636/isb,mgt131,6,6,2,4,4,6,8,3,20,33,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.77
ciit/fa14-bcs-2655/isb,bio310,7,3,3,3,7,2,2,5,15,29,16,41,10,7,3,7,bio,2.67
ciit/fa14-bcs-2655/isb,csc499,1,8,10,3,7,1,2,7,23,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.32
ciit/fa14-bcs-2655/isb,hum434,4,7,2,6,7,8,2,7,20,38,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.9
ciit/fa14-bcs-2655/isb,mgt131,7,8,6,7,10,3,6,9,24,48,NULL,NULL,NULL,NULL,NULL,NULL,mgt,3.41
ciit/fa14-bcs-2656/isb,bio310,2,8,6,6,3,10,4,1,19,47,18,35,3,8,10,10,bio,2.49
ciit/fa14-bcs-2656/isb,csc499,2,7,2,6,10,6,8,2,20,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.89
ciit/fa14-bcs-2656/isb,hum434,10,9,9,10,3,8,10,4,19,30,NULL,NULL,NULL,NULL,NULL,NULL,hum,3.13
ciit/fa14-bcs-2656/isb,mgt131,5,3,5,1,6,5,1,1,19,33,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.9
ciit/fa14-bcs-2659/isb,bio310,10,4,7,3,3,6,4,1,17,32,24,48,3,9,8,5,bio,3.24
ciit/fa14-bcs-2659/isb,csc499,2,6,7,5,8,6,1,2,20,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.19
ciit/fa14-bcs-2659/isb,hum434,1,3,5,6,6,10,10,6,18,38,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.61
ciit/fa14-bcs-2659/isb,mgt131,5,6,8,1,6,6,8,7,21,25,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.84
ciit/fa14-bcs-2701/isb,bio310,6,2,5,9,5,1,8,5,17,28,15,26,8,10,3,2,bio,2.71
ciit/fa14-bcs-2701/isb,csc499,7,7,10,6,9,10,10,6,19,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.75
ciit/fa14-bcs-2701/isb,hum434,7,8,3,8,10,5,7,6,25,32,NULL,NULL,NULL,NULL,NULL,NULL,hum,3.25
ciit/fa14-bcs-2701/isb,mgt131,5,9,9,2,2,5,3,2,21,43,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.66
ciit/fa14-bcs-2709/isb,bio310,3,7,10,6,2,9,3,8,17,30,19,38,9,10,1,6,bio,3.53
ciit/fa14-bcs-2709/isb,csc499,6,5,8,10,8,4,1,8,18,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.48
ciit/fa14-bcs-2709/isb,hum434,9,1,4,4,4,4,4,6,16,34,NULL,NULL,NULL,NULL,NULL,NULL,hum,3.19
ciit/fa14-bcs-2709/isb,mgt131,5,3,7,4,9,3,1,1,21,48,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.42
ciit/fa14-bcs-2765/isb,bio310,4,8,10,10,7,7,4,9,22,32,16,27,3,2,8,2,bio,3.21
ciit/fa14-bcs-2765/isb,csc499,2,2,9,7,1,9,3,7,22,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.54
ciit/fa14-bcs-2765/isb,hum434,6,4,8,7,6,6,2,7,17,29,NULL,NULL,NULL,NULL,NULL,NULL,hum,3.06
ciit/fa14-bcs-2765/isb,mgt131,10,7,5,5,4,7,2,7,21,30,NULL,NULL,NULL,NULL,NULL,NULL,mgt,2.56
ciit/fa14-bcs-2788/isb,bio310,9,4,5,10,3,5,6,3,25,33,15,48,9,10,3,2,bio,2.13
ciit/fa14-bcs-2788/isb,csc499,6,7,4,7,2,5,3,8,25,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.29
ciit/fa14-bcs-2788/isb,hum434,2,1,9,2,6,6,7,6,16,29,NULL,NULL,NULL,NULL,NULL,NULL,hum,2.75
