Registration_number,Course_no,Quiz1,Quiz2,Quiz3,Quiz4,Assignment1,Assignment2,Assignment3,Assignment4,MidTerm,FinalTerm,LabMidTerm,LabFinalTerm,LabAssignment1,LabAssignment2,LabTask1,LabTask2,Course_cat,Course_GPA
ciit/fa14-bse-2306/isb,bio231,6,2,1,9,3,2,3,5,20,37,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.69
ciit/fa14-bse-2313/isb,bio231,3,8,4,5,4,7,3,1,25,33,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.69
ciit/fa14-bse-2315/isb,bio231,3,2,8,10,10,1,1,9,15,36,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.15
ciit/fa14-bse-2399/isb,bio231,6,8,4,5,9,3,8,10,21,48,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.95
ciit/fa14-bse-2418/isb,bio231,3,4,6,7,1,2,7,10,16,35,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.79
ciit/fa14-bse-2425/isb,bio231,9,8,2,4,8,1,7,2,19,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.04
ciit/fa14-bse-2461/isb,bio231,8,6,10,9,4,7,3,5,16,48,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.98
ciit/fa14-bse-2462/isb,bio231,2,5,7,6,8,4,8,9,19,35,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.83
ciit/fa14-bse-2479/isb,bio231,2,4,8,8,8,7,5,4,22,39,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.06
ciit/fa14-bse-2572/isb,bio231,3,3,7,5,1,5,4,4,16,26,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.71
ciit/fa14-bse-2584/isb,bio231,3,2,1,8,3,8,1,2,23,42,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.82
ciit/fa14-bse-2604/isb,bio231,5,9,5,10,8,7,6,10,25,27,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.9
ciit/fa14-bse-2615/isb,bio231,7,9,2,8,5,4,4,9,19,33,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.08
ciit/fa14-bse-2652/isb,bio231,1,4,5,8,7,10,6,1,24,39,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.1
ciit/fa14-bse-2671/isb,bio231,2,7,2,3,1,1,7,8,22,41,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.69
ciit/fa14-bse-2698/isb,bio231,7,9,8,6,10,9,6,1,22,30,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.77
ciit/fa14-bse-2773/isb,bio231,1,4,5,1,4,4,8,5,18,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.02
ciit/fa14-bse-2778/isb,bio231,3,3,8,2,1,7,7,8,23,34,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.61
ciit/fa14-bse-2779/isb,bio231,4,6,5,3,9,1,2,10,18,33,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.31
ciit/fa14-bse-2781/isb,bio231,7,3,5,9,8,2,2,8,16,25,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.83
ciit/fa14-bse-2783/isb,bio231,6,5,10,9,8,2,8,5,15,32,NULL,NULL,NULL,NULL,NULL,NULL,bio,3
ciit/fa14-bse-671/isb,bio231,6,6,3,4,1,1,3,1,15,25,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.4
ciit/fa14-bse-677/isb,bio231,1,3,6,8,1,4,1,3,15,36,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.33
ciit/fa14-bse-679/isb,bio231,8,7,2,10,5,5,9,1,23,46,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.06
ciit/fa14-bse-692/isb,bio231,5,8,3,6,4,7,1,9,25,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.84
ciit/fa14-bse-747/isb,bio231,1,5,6,3,7,8,6,3,23,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.35
ciit/fa14-bse-765/isb,bio231,4,2,8,5,9,7,8,7,24,43,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.38
ciit/fa14-bse-843/isb,bio231,4,1,8,7,5,5,3,1,16,41,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.32
ciit/fa14-bse-910/isb,bio231,5,2,1,9,6,3,10,4,23,33,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.18
ciit/fa14-bse-914/isb,bio231,9,10,8,4,8,5,7,7,22,47,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.37
ciit/fa14-bse-939/isb,bio231,3,9,8,9,9,8,2,8,19,34,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.94
ciit/fa14-bse-950/isb,bio231,1,8,7,4,5,4,5,10,16,31,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.7
ciit/fa14-bse-966/isb,bio231,8,9,3,2,8,1,1,10,19,36,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.33
ciit/fa14-bse-976/isb,bio231,5,1,2,6,2,8,5,1,22,43,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.25
ciit/fa14-bse-99/isb,bio231,8,3,7,5,7,10,5,8,15,39,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.31
ciit/fa15-bse-1030/isb,bio231,7,10,2,3,2,8,6,2,15,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.54
ciit/fa15-bse-1039/isb,bio231,10,8,5,6,8,10,4,9,20,38,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.96
ciit/fa15-bse-1153/isb,bio231,7,6,1,3,4,5,6,8,17,36,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.29
ciit/fa15-bse-1161/isb,bio231,8,5,7,9,6,5,2,10,21,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.45
ciit/fa15-bse-1172/isb,bio231,5,7,7,10,1,9,3,3,23,26,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.19
ciit/fa15-bse-1388/isb,bio231,10,4,8,5,2,4,10,2,22,39,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.04
ciit/fa15-bse-1439/isb,bio231,10,4,9,10,1,6,10,10,22,26,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.08
ciit/fa15-bse-1476/isb,bio231,6,2,4,2,3,4,9,6,24,36,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.11
ciit/fa15-bse-1492/isb,bio231,7,9,8,8,6,6,9,10,15,39,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.38
ciit/fa15-bse-150/isb,bio231,6,10,3,10,5,4,9,8,22,47,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.9
ciit/fa15-bse-1502/isb,bio231,5,10,5,5,8,7,9,6,18,34,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.01
ciit/fa15-bse-1507/isb,bio231,9,8,8,7,7,1,4,2,15,46,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.93
ciit/fa15-bse-1563/isb,bio231,4,6,5,3,7,6,8,6,15,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.98
ciit/fa15-bse-1611/isb,bio231,9,9,9,1,2,2,10,10,20,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.27
ciit/fa15-bse-1617/isb,bio231,7,1,10,1,6,4,9,4,23,33,NULL,NULL,NULL,NULL,NULL,NULL,bio,3
ciit/fa15-bse-1641/isb,bio231,8,3,6,1,3,8,7,2,16,42,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.94
ciit/fa15-bse-1660/isb,bio231,1,4,5,3,1,3,6,2,17,42,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.67
ciit/fa15-bse-1775/isb,bio231,5,2,10,5,2,2,4,5,16,32,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.44
ciit/fa15-bse-1776/isb,bio231,4,7,10,3,1,10,6,7,19,43,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.35
ciit/fa15-bse-1843/isb,bio231,9,1,4,4,8,7,7,2,19,47,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.96
ciit/fa15-bse-185/isb,bio231,5,3,1,10,10,8,10,5,20,36,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.08
ciit/fa15-bse-1857/isb,bio231,6,4,9,1,8,4,1,9,23,33,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.08
ciit/fa15-bse-1867/isb,bio231,8,7,9,4,3,9,9,9,19,41,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.7
ciit/fa15-bse-3235/isb,bio231,6,4,1,2,2,8,2,4,20,48,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.12
ciit/fa15-bse-3244/isb,bio231,7,5,10,8,4,8,5,5,17,48,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.39
ciit/fa15-bse-3264/isb,bio231,8,4,2,6,9,6,1,4,15,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.04
ciit/fa15-bse-3299/isb,bio231,2,10,9,10,7,7,3,7,17,47,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.21
ciit/fa15-bse-335/isb,bio231,3,8,9,5,10,5,9,10,22,39,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.12
ciit/fa15-bse-3351/isb,bio231,2,3,10,6,7,4,8,7,19,39,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.52
ciit/fa15-bse-3353/isb,bio231,6,9,6,8,4,2,4,4,16,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,3
ciit/fa15-bse-3389/isb,bio231,5,1,8,5,3,6,3,6,25,48,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.42
ciit/fa15-bse-3414/isb,bio231,6,6,6,7,10,7,3,2,16,34,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.63
ciit/fa15-bse-3432/isb,bio231,6,5,8,8,9,9,2,1,19,28,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.03
ciit/fa15-bse-3449/isb,bio231,3,7,10,10,3,5,3,7,15,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.69
ciit/fa15-bse-3483/isb,bio231,8,1,3,2,2,4,6,8,21,34,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.77
ciit/fa15-bse-3487/isb,bio231,10,2,10,4,2,9,9,7,25,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.03
ciit/fa15-bse-3506/isb,bio231,3,6,6,10,4,2,4,9,18,46,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.6
ciit/fa15-bse-3551/isb,bio231,2,9,10,5,7,6,6,6,23,46,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.81
ciit/fa15-bse-3612/isb,bio231,5,7,1,10,9,2,2,1,18,43,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.28
ciit/fa15-bse-362/isb,bio231,9,9,10,1,2,1,9,2,16,37,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.25
ciit/fa15-bse-3626/isb,bio231,3,9,4,8,10,7,4,4,17,46,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.42
ciit/fa15-bse-3659/isb,bio231,5,4,1,4,1,10,1,8,22,39,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.85
ciit/fa15-bse-3698/isb,bio231,5,9,9,8,9,10,4,6,17,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.6
ciit/fa15-bse-37/isb,bio231,1,2,9,4,10,10,10,3,20,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.16
ciit/fa15-bse-3719/isb,bio231,9,8,7,9,8,10,5,2,23,48,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.58
ciit/fa15-bse-372/isb,bio231,7,7,2,1,7,6,2,9,24,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.13
ciit/fa15-bse-3727/isb,bio231,2,9,10,7,4,6,6,1,21,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.1
ciit/fa15-bse-378/isb,bio231,3,2,1,7,5,2,9,6,19,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.05
ciit/fa15-bse-389/isb,bio231,9,3,1,7,8,3,7,9,25,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.94
ciit/fa15-bse-396/isb,bio231,4,8,10,2,2,10,1,5,22,47,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.9
ciit/fa15-bse-4/isb,bio231,2,2,6,2,3,1,10,3,17,26,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.06
ciit/fa15-bse-474/isb,bio231,2,6,1,9,4,7,8,5,23,35,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.35
ciit/fa15-bse-547/isb,bio231,4,9,10,5,7,1,2,1,19,48,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.99
ciit/fa15-bse-583/isb,bio231,7,2,10,3,3,9,10,10,22,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.69
ciit/fa15-bse-585/isb,bio231,7,6,8,2,10,7,5,1,17,30,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.17
ciit/fa15-bse-60/isb,bio231,1,5,1,9,10,6,10,5,15,42,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.12
ciit/fa15-bse-67/isb,bio231,1,6,1,1,4,4,10,2,17,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.04
ciit/fa15-bse-670/isb,bio231,9,2,2,5,6,2,3,10,22,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.22
ciit/fa15-bse-72/isb,bio231,10,9,9,10,2,5,3,7,16,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.02
ciit/fa15-bse-75/isb,bio231,9,9,2,2,4,8,10,6,17,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.85
ciit/fa15-bse-785/isb,bio231,3,3,8,2,7,10,8,2,22,46,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.37
ciit/fa16-bse-1730/isb,bio231,5,6,6,3,6,5,1,7,25,46,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.2
ciit/fa16-bse-1735/isb,bio231,9,8,5,9,10,7,2,1,23,37,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.35
ciit/fa16-bse-177/isb,bio231,7,4,5,5,6,2,7,2,20,35,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.1
ciit/fa16-bse-1791/isb,bio231,2,9,3,2,10,8,5,10,21,38,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.27
ciit/fa16-bse-18/isb,bio231,8,7,10,9,1,8,1,10,24,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.6
ciit/fa16-bse-1833/isb,bio231,4,7,8,6,2,4,3,7,24,31,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.65
ciit/fa16-bse-1902/isb,bio231,2,9,2,4,2,5,3,10,24,32,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.99
ciit/fa16-bse-1911/isb,bio231,5,2,5,6,10,10,6,8,24,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.33
ciit/fa16-bse-1961/isb,bio231,10,1,6,6,6,8,1,9,23,32,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.42
ciit/fa16-bse-1963/isb,bio231,1,9,5,2,9,4,2,2,20,38,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.54
ciit/fa16-bse-1980/isb,bio231,2,8,6,5,4,3,7,8,17,41,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.98
ciit/fa16-bse-2004/isb,bio231,7,8,8,4,5,5,10,4,17,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.6
ciit/fa16-bse-2023/isb,bio231,6,5,3,6,7,1,5,5,24,35,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.88
ciit/fa16-bse-2070/isb,bio231,1,5,9,3,1,10,1,10,21,36,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.1
ciit/fa16-bse-2092/isb,bio231,8,8,4,1,1,8,1,1,20,42,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.31
ciit/fa16-bse-2094/isb,bio231,7,4,2,10,8,4,8,1,18,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.28
ciit/fa16-bse-2114/isb,bio231,9,9,4,4,7,6,3,4,21,35,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.58
ciit/fa16-bse-2139/isb,bio231,6,4,10,1,9,1,2,1,23,48,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.97
ciit/fa16-bse-2190/isb,bio231,2,6,7,5,10,2,6,6,24,43,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.44
ciit/fa16-bse-2202/isb,bio231,7,1,2,9,4,4,5,4,17,27,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.88
ciit/fa16-bse-2215/isb,bio231,1,9,2,7,10,5,5,8,23,28,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.21
ciit/fa16-bse-2279/isb,bio231,10,5,6,6,8,2,1,2,23,47,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.6
ciit/fa16-bse-2287/isb,bio231,6,1,6,6,6,6,6,5,18,28,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.02
ciit/fa16-bse-2296/isb,bio231,1,8,4,8,5,2,7,3,25,36,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.8
ciit/fa16-bse-231/isb,bio231,5,2,2,1,3,1,1,8,21,41,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.52
ciit/fa16-bse-2314/isb,bio231,10,10,6,6,2,2,1,2,25,35,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.54
ciit/fa16-bse-2341/isb,bio231,1,2,6,10,4,10,2,2,18,38,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.33
ciit/fa16-bse-2364/isb,bio231,3,3,5,4,10,2,9,3,17,30,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.08
ciit/fa16-bse-2374/isb,bio231,9,7,5,10,10,2,6,9,20,48,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.72
ciit/fa16-bse-2396/isb,bio231,4,7,3,8,6,3,3,7,19,39,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.5
ciit/fa16-bse-244/isb,bio231,3,4,1,9,5,6,6,6,19,36,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.63
ciit/fa16-bse-2489/isb,bio231,2,3,9,5,5,4,5,5,24,40,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.5
ciit/fa16-bse-2502/isb,bio231,3,8,6,6,10,10,7,1,20,43,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.98
ciit/fa16-bse-2566/isb,bio231,5,7,10,3,1,9,7,5,18,30,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.55
ciit/fa16-bse-2567/isb,bio231,6,7,5,4,3,2,3,2,20,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.48
ciit/fa16-bse-2595/isb,bio231,5,7,7,6,5,2,4,9,24,28,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.67
ciit/fa16-bse-2599/isb,bio231,10,2,6,9,3,4,3,9,15,36,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.15
ciit/fa16-bse-353/isb,bio231,5,10,3,1,2,3,5,7,20,25,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.4
ciit/fa16-bse-3552/isb,bio231,1,2,8,1,9,7,1,9,23,34,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.7
ciit/fa16-bse-3553/isb,bio231,5,1,9,7,6,7,3,3,22,38,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.45
ciit/fa16-bse-356/isb,bio231,5,1,5,2,4,1,9,2,16,46,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.21
ciit/fa16-bse-3568/isb,bio231,10,7,7,3,10,6,10,1,17,39,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.58
ciit/fa16-bse-3613/isb,bio231,1,5,9,7,6,7,3,9,19,26,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.11
ciit/fa16-bse-3615/isb,bio231,5,5,7,6,5,7,1,7,18,30,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.07
ciit/fa16-bse-3623/isb,bio231,8,2,8,6,9,4,8,2,22,43,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.83
ciit/fa16-bse-3702/isb,bio231,9,9,10,5,1,2,2,8,18,47,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.53
ciit/fa16-bse-3716/isb,bio231,4,5,2,4,3,8,8,1,25,39,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.63
ciit/fa16-bse-416/isb,bio231,9,8,7,9,2,8,4,5,24,28,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.92
ciit/fa16-bse-45/isb,bio231,9,3,9,9,3,6,9,7,19,33,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.99
ciit/fa16-bse-491/isb,bio231,5,6,4,10,6,9,5,9,23,31,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.56
ciit/fa16-bse-494/isb,bio231,1,9,8,1,2,9,10,3,22,32,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.1
ciit/fa16-bse-517/isb,bio231,9,7,9,10,5,3,3,2,15,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.73
ciit/fa16-bse-535/isb,bio231,2,7,9,5,2,9,5,10,20,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.83
ciit/fa16-bse-561/isb,bio231,6,7,4,6,9,2,9,8,24,37,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.19
ciit/fa16-bse-594/isb,bio231,9,3,1,10,4,4,7,8,22,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.17
ciit/fa16-bse-608/isb,bio231,7,4,7,9,4,3,7,1,20,30,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.94
ciit/fa16-bse-610/isb,bio231,6,6,8,2,1,6,8,10,15,33,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.17
ciit/fa16-bse-628/isb,bio231,1,9,5,2,3,8,10,9,16,32,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.35
ciit/fa16-bse-642/isb,bio231,2,4,9,6,8,4,2,9,17,41,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.26
ciit/fa16-bse-68/isb,bio231,3,5,4,8,10,1,10,2,17,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.48
ciit/fa16-bse-687/isb,bio231,1,3,5,8,5,1,7,4,24,37,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.78
ciit/fa16-bse-704/isb,bio231,7,3,7,3,4,7,2,10,23,39,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.83
ciit/fa16-bse-717/isb,bio231,8,10,9,7,8,10,1,7,24,28,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.25
ciit/fa16-bse-721/isb,bio231,2,7,3,1,2,4,6,8,25,26,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.25
ciit/fa16-bse-722/isb,bio231,6,3,5,1,6,10,8,8,18,28,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.52
ciit/fa16-bse-723/isb,bio231,5,8,3,6,9,1,9,10,17,33,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.63
ciit/fa16-bse-734/isb,bio231,7,5,9,1,6,1,3,4,15,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.47
ciit/fa16-bse-740/isb,bio231,3,9,10,7,1,9,10,1,20,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.94
ciit/fa16-bse-758/isb,bio231,9,7,3,3,4,8,1,1,21,32,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.42
ciit/fa16-bse-789/isb,bio231,10,2,9,10,10,6,7,7,22,33,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.94
ciit/fa16-bse-814/isb,bio231,4,2,5,10,10,10,8,8,25,31,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.58
ciit/fa16-bse-824/isb,bio231,2,4,3,5,8,1,10,3,24,38,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.7
ciit/fa16-bse-838/isb,bio231,7,7,9,10,3,4,2,5,25,38,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.56
ciit/fa16-bse-864/isb,bio231,4,4,1,2,1,9,9,9,22,34,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.49
ciit/fa16-bse-866/isb,bio231,2,9,2,9,9,7,2,3,20,41,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.78
ciit/fa17-bse-1678/isb,bio231,2,2,10,7,2,9,9,3,16,46,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.57
ciit/fa17-bse-17/isb,bio231,4,10,9,1,6,9,1,7,19,38,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.85
ciit/fa17-bse-1711/isb,bio231,10,6,4,7,9,3,8,9,19,26,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.13
ciit/fa17-bse-1713/isb,bio231,5,10,10,8,7,6,10,3,18,32,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.63
