Registration_number,Course_no,Quiz1,Quiz2,Quiz3,Quiz4,Assignment1,Assignment2,Assignment3,Assignment4,MidTerm,FinalTerm,LabMidTerm,LabFinalTerm,LabAssignment1,LabAssignment2,LabTask1,LabTask2,Course_cat
ciit/fa14-bcs-1975/isb,csc371,2,0,4,1,0,0,4,2,20,10,22,50,4,1,1,2,csc
ciit/fa14-bcs-1975/isb,hum111,1,0,5,4,5,0,10,2,22,36,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1975/isb,mth231,4,5,1,3,9,10,8,1,17,26,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1975/isb,mth262,5,1,4,8,9,2,1,7,13,34,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1983/isb,csc291,9,7,10,5,9,6,2,2,25,28,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1983/isb,csc322,2,8,7,4,1,5,7,1,19,13,20,43,3,7,0,2,csc
ciit/fa14-bcs-1983/isb,csc371,2,7,7,9,4,7,6,7,25,35,25,39,9,0,3,4,csc
ciit/fa14-bcs-1983/isb,hum111,5,5,3,0,3,2,5,3,16,29,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1983/isb,mth231,2,4,5,4,1,2,5,9,14,11,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1983/isb,mth262,10,9,5,9,7,4,0,6,4,32,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1994/isb,csc291,9,6,3,7,2,9,1,0,21,16,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1994/isb,csc322,8,5,1,10,3,9,5,7,11,32,25,30,2,9,2,7,csc
ciit/fa14-bcs-1994/isb,csc371,4,9,2,3,5,1,0,0,23,10,24,36,9,2,7,9,csc
ciit/fa14-bcs-1994/isb,hum111,7,5,1,3,4,7,6,8,6,19,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1994/isb,mth231,2,8,2,9,3,2,3,2,14,34,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1994/isb,mth262,2,8,0,4,10,6,3,2,4,49,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-202/isb,csc291,3,6,9,9,3,2,2,5,13,38,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-202/isb,csc322,8,2,7,2,3,6,4,0,17,42,25,44,0,9,6,5,csc
ciit/fa14-bcs-202/isb,csc371,5,10,6,10,6,8,7,10,1,22,22,28,2,0,9,1,csc
ciit/fa14-bcs-202/isb,hum111,10,1,2,9,9,10,7,3,12,43,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-202/isb,mth231,0,3,10,5,4,8,0,1,23,32,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-202/isb,mth262,2,4,6,8,1,8,5,9,4,33,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2089/isb,csc291,9,8,8,8,2,9,0,5,4,38,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2089/isb,csc322,6,6,0,3,10,5,8,7,7,33,18,28,8,3,1,1,csc
ciit/fa14-bcs-2089/isb,csc371,2,1,4,7,4,0,10,1,1,13,16,30,5,3,10,6,csc
ciit/fa14-bcs-2089/isb,hum111,7,10,9,4,10,6,3,1,23,28,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2089/isb,mth231,7,2,8,9,0,9,10,8,8,39,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2089/isb,mth262,6,4,9,1,0,3,6,9,9,47,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2116/isb,csc291,9,9,5,4,1,8,0,3,25,45,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2116/isb,csc322,0,8,3,8,2,1,6,5,9,14,21,47,8,2,10,10,csc
ciit/fa14-bcs-2116/isb,csc371,8,7,10,7,7,0,4,3,6,47,24,48,6,7,5,9,csc
ciit/fa14-bcs-2116/isb,hum111,7,6,1,5,2,4,8,3,9,24,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2116/isb,mth231,1,5,4,3,6,7,5,3,2,42,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2116/isb,mth262,3,5,5,2,0,9,0,4,13,40,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2251/isb,csc291,6,1,8,2,10,2,0,9,18,33,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2251/isb,csc322,7,4,7,10,5,9,0,1,10,39,18,30,2,0,8,0,csc
ciit/fa14-bcs-2251/isb,csc371,10,9,0,3,10,9,9,9,17,19,19,38,1,3,10,6,csc
ciit/fa14-bcs-2251/isb,hum111,5,6,4,7,4,8,7,2,1,14,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2251/isb,mth231,8,1,1,3,10,6,8,1,14,46,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2251/isb,mth262,5,9,6,0,9,0,5,9,24,12,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2270/isb,csc291,1,3,6,0,3,0,4,7,24,30,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2270/isb,csc322,10,7,7,7,6,9,9,10,22,48,25,44,1,0,3,4,csc
ciit/fa14-bcs-2270/isb,csc371,10,9,8,10,6,7,5,0,8,44,21,25,0,5,10,9,csc
ciit/fa14-bcs-2270/isb,hum111,8,3,1,0,8,8,8,6,2,37,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2270/isb,mth231,1,4,6,10,7,10,6,0,13,32,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2270/isb,mth262,2,0,7,10,7,6,5,1,9,11,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2275/isb,csc291,2,8,7,10,0,8,2,7,9,20,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2275/isb,csc322,7,2,9,3,3,2,6,10,11,46,15,41,4,3,3,1,csc
ciit/fa14-bcs-2275/isb,csc371,5,6,7,4,4,10,4,9,3,21,19,30,8,2,9,4,csc
ciit/fa14-bcs-2275/isb,hum111,0,1,5,5,1,4,1,1,10,42,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2275/isb,mth231,6,9,6,2,7,7,4,8,18,26,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2275/isb,mth262,2,7,6,3,5,0,6,0,6,27,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2288/isb,csc291,5,6,3,4,3,8,3,9,0,12,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2288/isb,csc322,10,10,9,9,2,3,7,1,11,17,16,40,0,2,8,4,csc
ciit/fa14-bcs-2288/isb,csc371,0,2,6,8,10,7,10,8,0,29,20,31,4,6,0,5,csc
ciit/fa14-bcs-2288/isb,hum111,4,4,7,5,6,0,9,4,7,20,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2288/isb,mth231,0,5,3,1,3,1,9,8,25,34,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2288/isb,mth262,4,4,1,0,5,3,8,7,25,12,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2297/isb,csc291,4,10,7,3,7,1,10,3,19,31,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2297/isb,csc322,5,7,10,3,0,6,10,10,23,17,24,48,0,3,4,2,csc
ciit/fa14-bcs-2297/isb,csc371,5,1,1,2,7,0,2,1,24,33,23,45,2,2,4,1,csc
ciit/fa14-bcs-2297/isb,hum111,0,0,8,5,6,8,9,10,18,45,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2297/isb,mth231,3,1,5,8,7,5,5,9,3,30,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2297/isb,mth262,2,9,0,1,4,7,5,0,17,11,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2298/isb,csc291,6,10,3,8,7,5,4,7,17,12,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2298/isb,csc322,9,1,2,10,5,1,5,0,9,31,18,39,9,4,6,5,csc
ciit/fa14-bcs-2298/isb,csc371,9,4,7,8,10,3,7,7,10,46,25,39,5,8,9,1,csc
ciit/fa14-bcs-2298/isb,hum111,4,7,1,6,2,8,2,5,24,21,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2298/isb,mth231,4,9,5,5,8,0,4,3,19,32,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2298/isb,mth262,9,5,0,9,10,4,5,1,9,31,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2317/isb,csc291,4,0,1,9,0,4,8,4,14,14,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2317/isb,csc322,3,9,8,0,7,8,8,9,21,12,16,31,4,0,8,5,csc
ciit/fa14-bcs-2317/isb,csc371,8,5,8,7,8,9,3,5,19,50,24,30,8,2,10,8,csc
ciit/fa14-bcs-2317/isb,hum111,8,9,4,4,8,9,7,5,14,18,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2317/isb,mth231,9,0,3,10,1,3,9,8,13,11,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2317/isb,mth262,6,1,2,9,8,10,10,4,23,33,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2327/isb,csc291,9,4,8,6,2,9,1,0,8,41,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2327/isb,csc322,1,5,5,0,2,1,8,7,24,38,21,48,1,3,5,10,csc
ciit/fa14-bcs-2327/isb,csc371,4,4,10,3,0,4,4,8,14,23,24,37,9,9,2,4,csc
ciit/fa14-bcs-2327/isb,hum111,2,4,10,1,6,8,9,7,24,10,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2327/isb,mth231,7,3,8,9,8,10,0,9,18,14,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2327/isb,mth262,7,10,6,3,10,2,5,9,5,11,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2381/isb,csc291,8,3,10,7,5,10,3,4,13,25,NULL,NULL,NULL,NULL,NULL,NULL,csc
