Registration_number,Course_no,Quiz1,Quiz2,Quiz3,Quiz4,Assignment1,Assignment2,Assignment3,Assignment4,MidTerm,FinalTerm,LabMidTerm,LabFinalTerm,LabAssignment1,LabAssignment2,LabTask1,LabTask2,Course_cat,Course_GPA
ciit/fa14-bse-1403/isb,csc336,3,5,8,5,7,10,9,6,19,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.42
ciit/fa14-bse-1456/isb,csc336,3,10,3,1,3,9,7,8,16,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.38
ciit/fa14-bse-1472/isb,csc336,8,10,2,2,3,5,1,5,16,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.96
ciit/fa14-bse-1513/isb,csc336,10,4,2,4,4,6,3,1,19,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.37
ciit/fa14-bse-1545/isb,csc336,5,6,1,1,1,2,5,8,17,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa14-bse-1564/isb,csc336,9,3,1,5,8,6,1,7,21,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.83
ciit/fa14-bse-1630/isb,csc336,4,1,10,6,2,10,5,7,18,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.71
ciit/fa14-bse-1650/isb,csc336,9,2,5,8,9,10,3,1,21,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.73
ciit/fa14-bse-1657/isb,csc336,7,3,9,6,5,7,7,1,23,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.81
ciit/fa14-bse-1659/isb,csc336,8,6,5,8,6,5,10,1,15,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.33
ciit/fa14-bse-1674/isb,csc336,4,4,6,9,5,6,9,1,24,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.15
ciit/fa14-bse-1720/isb,csc336,10,2,4,9,9,7,5,4,17,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.51
ciit/fa14-bse-1781/isb,csc336,2,2,4,6,9,3,9,1,20,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.27
ciit/fa14-bse-1822/isb,csc336,1,9,5,3,1,3,6,8,23,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.54
ciit/fa14-bse-1825/isb,csc336,5,2,7,4,4,6,5,3,25,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.65
ciit/fa14-bse-1847/isb,csc336,8,2,5,4,7,5,5,6,24,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.85
ciit/fa14-bse-1878/isb,csc336,7,9,10,2,2,4,4,2,23,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.49
ciit/fa14-bse-1886/isb,csc336,5,6,3,3,6,10,5,4,24,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.96
ciit/fa14-bse-1945/isb,csc336,1,1,5,1,5,6,4,1,22,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.38
ciit/fa14-bse-1952/isb,csc336,5,2,8,9,4,10,7,3,21,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.58
ciit/fa14-bse-2008/isb,csc336,9,1,5,3,2,10,10,1,16,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.01
ciit/fa14-bse-201/isb,csc336,8,7,7,7,7,6,5,6,25,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.35
ciit/fa14-bse-2041/isb,csc336,1,1,6,3,6,8,9,2,16,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.62
ciit/fa14-bse-2052/isb,csc336,1,6,10,7,8,5,4,6,21,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.94
ciit/fa14-bse-2082/isb,csc336,4,4,9,3,1,4,8,2,22,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.14
ciit/fa14-bse-2104/isb,csc336,8,9,10,1,5,9,5,10,17,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.96
ciit/fa14-bse-2117/isb,csc336,1,8,9,8,4,2,7,4,25,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.87
ciit/fa14-bse-2125/isb,csc336,2,5,3,8,10,7,1,8,17,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.34
ciit/fa14-bse-2133/isb,csc336,6,10,5,3,8,7,5,6,15,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.08
ciit/fa14-bse-2137/isb,csc336,1,8,1,6,3,10,7,2,16,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.93
ciit/fa14-bse-2180/isb,csc336,1,4,8,4,5,2,10,7,23,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.15
ciit/fa14-bse-219/isb,csc336,4,10,5,1,4,2,7,10,22,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.65
ciit/fa14-bse-2191/isb,csc336,5,1,7,7,8,7,1,6,22,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.67
ciit/fa14-bse-2206/isb,csc336,5,1,6,10,3,2,4,7,22,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.09
ciit/fa14-bse-2226/isb,csc336,3,9,3,8,8,10,7,8,16,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.26
ciit/fa14-bse-2231/isb,csc336,10,5,9,1,10,8,6,2,22,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.97
ciit/fa14-bse-2258/isb,csc336,9,3,1,8,5,3,4,9,23,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.58
ciit/fa14-bse-2289/isb,csc336,8,3,3,1,8,2,2,4,17,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.1
ciit/fa14-bse-23/isb,csc336,4,2,3,2,8,4,2,2,22,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.55
ciit/fa14-bse-2302/isb,csc336,8,3,1,2,1,9,2,5,15,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,3
ciit/fa14-bse-2306/isb,csc336,8,10,7,1,4,6,7,3,17,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.9
ciit/fa14-bse-2313/isb,csc336,10,3,7,1,6,7,1,5,16,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.63
ciit/fa14-bse-2315/isb,csc336,5,4,10,3,7,8,5,5,18,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.15
ciit/fa14-bse-2399/isb,csc336,1,7,10,9,8,7,2,9,16,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa14-bse-2418/isb,csc336,9,5,7,3,10,10,4,1,17,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.4
ciit/fa14-bse-2425/isb,csc336,1,2,3,2,8,9,1,3,22,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.42
ciit/fa14-bse-2461/isb,csc336,5,8,8,6,7,7,4,10,20,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.21
ciit/fa14-bse-2462/isb,csc336,5,1,3,1,9,10,2,9,20,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.35
ciit/fa14-bse-2479/isb,csc336,1,2,9,10,5,6,4,7,20,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa14-bse-2572/isb,csc336,4,5,1,9,6,2,2,5,17,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.4
ciit/fa14-bse-2584/isb,csc336,5,2,9,5,5,3,4,6,15,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.64
ciit/fa14-bse-2604/isb,csc336,8,4,6,7,10,6,8,4,19,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.81
ciit/fa14-bse-2615/isb,csc336,8,8,10,6,4,2,9,9,19,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.62
ciit/fa14-bse-2652/isb,csc336,3,2,5,4,2,6,7,7,21,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.25
ciit/fa14-bse-2671/isb,csc336,3,8,2,2,5,6,4,9,20,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.13
ciit/fa14-bse-2698/isb,csc336,7,2,6,3,10,9,4,3,18,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.27
ciit/fa14-bse-2773/isb,csc336,3,9,3,8,7,7,8,9,25,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.44
ciit/fa14-bse-2778/isb,csc336,8,8,1,3,1,8,7,1,22,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.56
ciit/fa14-bse-2779/isb,csc336,1,7,9,6,7,6,7,9,23,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.6
ciit/fa14-bse-2781/isb,csc336,1,7,9,7,1,7,3,9,19,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.6
ciit/fa14-bse-2783/isb,csc336,6,10,8,6,10,7,4,5,23,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.35
ciit/fa14-bse-2823/isb,csc336,7,2,1,1,10,7,9,2,20,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.66
ciit/fa14-bse-2839/isb,csc336,9,1,6,2,2,8,1,10,23,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.5
ciit/fa14-bse-2855/isb,csc336,8,3,9,1,1,9,9,2,23,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.44
ciit/fa14-bse-2909/isb,csc336,10,10,8,9,8,3,7,8,19,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.65
ciit/fa14-bse-2945/isb,csc336,5,8,6,5,1,4,2,4,22,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.86
ciit/fa14-bse-2958/isb,csc336,1,4,2,9,4,8,9,10,24,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.73
ciit/fa14-bse-2966/isb,csc336,4,1,3,6,9,2,4,10,22,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.43
ciit/fa14-bse-2975/isb,csc336,2,1,9,9,5,8,3,3,19,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.75
ciit/fa14-bse-2998/isb,csc336,2,1,7,6,1,1,5,8,21,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.92
ciit/fa14-bse-3030/isb,csc336,9,1,7,6,9,1,9,7,23,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.93
ciit/fa14-bse-3074/isb,csc336,6,7,10,10,1,8,8,1,19,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.35
ciit/fa14-bse-3194/isb,csc336,9,8,9,6,9,8,7,4,19,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.23
ciit/fa14-bse-32/isb,csc336,4,5,2,8,1,6,5,1,25,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.92
ciit/fa14-bse-3214/isb,csc336,4,9,1,3,8,9,4,9,15,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.21
ciit/fa14-bse-3222/isb,csc336,10,4,9,7,10,2,2,4,17,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.12
ciit/fa14-bse-3239/isb,csc336,9,6,6,6,5,5,2,6,24,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.37
ciit/fa14-bse-3263/isb,csc336,6,4,2,4,2,3,9,8,18,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.05
ciit/fa14-bse-3281/isb,csc336,9,8,6,1,9,8,10,1,17,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.15
ciit/fa14-bse-3323/isb,csc336,6,4,1,3,6,8,4,8,15,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.89
ciit/fa14-bse-3337/isb,csc336,2,3,3,2,7,7,6,9,18,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.75
ciit/fa14-bse-3377/isb,csc336,9,9,9,3,1,10,7,5,18,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.64
ciit/fa14-bse-3465/isb,csc336,7,5,10,1,3,10,7,5,19,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.63
ciit/fa14-bse-348/isb,csc336,5,1,10,3,5,8,9,2,15,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.89
ciit/fa14-bse-3518/isb,csc336,3,10,8,10,9,8,4,4,15,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.71
ciit/fa14-bse-3654/isb,csc336,4,3,9,9,8,5,5,6,24,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.9
ciit/fa14-bse-3684/isb,csc336,6,9,1,4,1,6,4,9,23,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.44
ciit/fa14-bse-3699/isb,csc336,8,7,1,10,1,6,3,8,16,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.46
ciit/fa14-bse-3708/isb,csc336,6,6,6,9,5,3,10,5,17,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.63
ciit/fa14-bse-3733/isb,csc336,1,1,4,5,5,1,8,1,25,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.05
ciit/fa14-bse-443/isb,csc336,2,3,3,8,2,9,1,4,16,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.32
ciit/fa14-bse-455/isb,csc336,10,7,1,5,10,10,1,2,20,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.98
ciit/fa14-bse-501/isb,csc336,5,8,2,9,4,6,5,2,20,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.25
ciit/fa14-bse-510/isb,csc336,1,4,4,10,8,8,8,9,22,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.81
ciit/fa14-bse-576/isb,csc336,9,2,5,6,7,7,10,8,21,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.1
ciit/fa14-bse-580/isb,csc336,6,6,8,2,5,4,8,5,15,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa14-bse-624/isb,csc336,8,5,4,10,6,9,3,2,18,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.42
ciit/fa14-bse-643/isb,csc336,4,4,8,1,7,4,2,3,23,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.81
ciit/fa14-bse-671/isb,csc336,6,2,7,2,7,8,6,3,19,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.48
ciit/fa14-bse-677/isb,csc336,10,8,3,5,10,6,4,10,21,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.71
ciit/fa14-bse-679/isb,csc336,1,1,4,10,8,4,10,6,15,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.73
ciit/fa14-bse-692/isb,csc336,7,7,7,1,10,8,1,9,22,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.6
ciit/fa14-bse-747/isb,csc336,10,3,10,5,8,2,2,7,17,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.92
ciit/fa14-bse-765/isb,csc336,2,7,6,10,4,10,10,7,19,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.37
ciit/fa14-bse-843/isb,csc336,3,8,6,9,6,7,1,3,19,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.37
ciit/fa14-bse-910/isb,csc336,3,9,1,6,7,1,10,6,16,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.62
ciit/fa14-bse-914/isb,csc336,5,4,3,8,8,5,6,8,15,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.29
ciit/fa14-bse-939/isb,csc336,8,4,3,3,3,3,2,3,17,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.81
ciit/fa14-bse-950/isb,csc336,4,4,8,6,10,7,5,9,16,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.81
ciit/fa14-bse-966/isb,csc336,7,8,7,8,2,7,3,10,24,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.56
ciit/fa14-bse-976/isb,csc336,5,4,5,7,3,2,2,4,24,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.2
ciit/fa14-bse-99/isb,csc336,9,1,2,8,9,10,7,6,21,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.62
ciit/fa15-bse-1030/isb,csc336,3,10,2,2,8,9,10,4,21,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.44
ciit/fa15-bse-1039/isb,csc336,5,10,7,2,6,8,8,4,16,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.85
ciit/fa15-bse-1153/isb,csc336,5,2,1,8,4,4,9,10,18,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.94
ciit/fa15-bse-1161/isb,csc336,3,3,6,4,3,1,5,1,19,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.53
ciit/fa15-bse-1172/isb,csc336,5,6,9,1,4,10,4,4,18,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.33
ciit/fa15-bse-1388/isb,csc336,9,5,9,1,1,3,2,10,20,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.33
ciit/fa15-bse-1439/isb,csc336,2,7,2,1,7,2,10,3,20,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.39
ciit/fa15-bse-1476/isb,csc336,6,2,10,9,4,3,10,10,21,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.92
ciit/fa15-bse-1492/isb,csc336,9,2,7,3,6,7,3,6,23,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.43
ciit/fa15-bse-150/isb,csc336,9,10,10,10,8,4,7,3,16,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.31
ciit/fa15-bse-1502/isb,csc336,10,2,10,10,5,10,3,8,22,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.81
ciit/fa15-bse-1507/isb,csc336,2,5,4,1,3,7,2,9,17,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.1
ciit/fa15-bse-1563/isb,csc336,4,4,1,4,2,4,7,4,24,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.85
ciit/fa15-bse-1611/isb,csc336,7,4,9,8,5,1,3,3,25,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.46
ciit/fa15-bse-1617/isb,csc336,9,6,8,8,10,8,10,1,16,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.28
ciit/fa15-bse-1641/isb,csc336,3,2,9,4,7,7,7,7,20,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.68
ciit/fa15-bse-1660/isb,csc336,3,7,3,9,10,6,5,1,25,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.15
ciit/fa15-bse-1775/isb,csc336,1,9,10,6,4,9,6,7,15,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.98
ciit/fa15-bse-1776/isb,csc336,2,6,3,1,10,3,1,7,23,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa15-bse-1843/isb,csc336,6,6,9,7,1,4,7,8,20,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,3
ciit/fa15-bse-185/isb,csc336,7,4,6,10,1,7,3,6,24,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.52
ciit/fa15-bse-1857/isb,csc336,6,1,1,8,4,1,1,7,24,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.69
ciit/fa15-bse-1867/isb,csc336,10,5,4,3,1,3,7,5,15,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.63
ciit/fa15-bse-1889/isb,csc336,3,8,3,3,8,7,7,1,16,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.36
ciit/fa15-bse-1927/isb,csc336,7,10,8,4,8,1,5,10,25,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.88
ciit/fa15-bse-1964/isb,csc336,6,7,7,4,8,2,5,8,21,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.29
ciit/fa15-bse-2006/isb,csc336,1,6,4,10,9,2,5,7,24,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.96
ciit/fa15-bse-2063/isb,csc336,8,8,8,2,2,10,5,10,21,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.9
ciit/fa15-bse-21/isb,csc336,5,3,7,3,6,1,8,2,23,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.65
ciit/fa15-bse-2242/isb,csc336,8,7,9,1,1,7,4,3,15,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.8
ciit/fa15-bse-225/isb,csc336,10,3,9,4,3,2,3,4,20,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.28
ciit/fa15-bse-2256/isb,csc336,5,7,7,1,10,6,5,1,16,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.03
ciit/fa15-bse-2305/isb,csc336,9,10,3,2,4,7,9,5,23,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.15
ciit/fa15-bse-2310/isb,csc336,7,2,3,3,7,4,6,10,15,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.19
ciit/fa15-bse-2388/isb,csc336,10,2,1,9,10,1,10,5,25,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.92
ciit/fa15-bse-2436/isb,csc336,6,6,9,10,3,7,1,7,15,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.19
ciit/fa15-bse-2456/isb,csc336,9,7,4,8,10,6,2,5,16,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,3
ciit/fa15-bse-2509/isb,csc336,9,8,2,7,5,3,10,9,23,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.62
ciit/fa15-bse-2513/isb,csc336,10,6,5,9,5,7,5,3,24,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.3
ciit/fa15-bse-2531/isb,csc336,10,9,9,3,8,10,1,8,20,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.74
ciit/fa15-bse-2579/isb,csc336,4,1,5,6,1,1,8,2,18,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.38
ciit/fa15-bse-2591/isb,csc336,4,9,8,10,8,10,8,1,24,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.4
ciit/fa15-bse-2639/isb,csc336,10,2,7,7,2,6,9,5,15,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.85
ciit/fa15-bse-2716/isb,csc336,5,9,9,2,3,8,8,2,18,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.22
ciit/fa15-bse-2749/isb,csc336,8,5,9,7,9,7,1,3,15,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.87
ciit/fa15-bse-2751/isb,csc336,7,10,6,1,4,6,4,5,22,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.93
ciit/fa15-bse-2787/isb,csc336,3,9,8,1,5,4,10,9,24,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.38
ciit/fa15-bse-281/isb,csc336,6,10,4,8,2,8,8,5,21,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.26
ciit/fa15-bse-2879/isb,csc336,8,8,3,5,9,1,1,2,24,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.16
ciit/fa15-bse-2897/isb,csc336,6,6,8,4,3,2,4,6,19,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.12
ciit/fa15-bse-2920/isb,csc336,8,8,5,8,10,3,2,1,19,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.67
ciit/fa15-bse-3026/isb,csc336,2,7,2,3,2,8,1,9,25,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.32
ciit/fa15-bse-3032/isb,csc336,6,8,2,5,10,3,8,1,17,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.57
ciit/fa15-bse-3037/isb,csc336,1,2,6,10,5,6,7,3,16,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.76
ciit/fa15-bse-3112/isb,csc336,10,8,2,3,10,5,6,8,25,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.83
ciit/fa15-bse-3114/isb,csc336,10,8,10,1,4,9,5,2,20,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.94
ciit/fa15-bse-3150/isb,csc336,10,1,7,1,1,3,4,4,19,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.01
ciit/fa15-bse-3188/isb,csc336,5,3,9,2,5,5,8,8,21,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.13
ciit/fa15-bse-3198/isb,csc336,5,9,9,8,2,6,8,7,22,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa15-bse-3234/isb,csc336,8,4,2,7,6,10,10,4,15,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.28
ciit/fa15-bse-3235/isb,csc336,7,7,10,9,4,7,8,9,15,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.59
ciit/fa15-bse-3244/isb,csc336,3,7,5,4,1,2,6,6,20,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.73
ciit/fa15-bse-3264/isb,csc336,10,3,6,2,10,6,9,3,20,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.83
ciit/fa15-bse-3299/isb,csc336,9,6,8,5,9,8,4,2,24,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.22
ciit/fa15-bse-335/isb,csc336,4,1,1,5,8,9,1,6,17,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.48
ciit/fa15-bse-3351/isb,csc336,8,1,1,10,10,7,4,7,22,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.06
