Registration_number,Course_no,Quiz1,Quiz2,Quiz3,Quiz4,Assignment1,Assignment2,Assignment3,Assignment4,MidTerm,FinalTerm,LabMidTerm,LabFinalTerm,LabAssignment1,LabAssignment2,LabTask1,LabTask2,Course_cat
ciit/fa14-bcs-1241/isb,csc336,6,10,1,1,10,1,7,1,2,36,16,47,0,2,9,10,csc
ciit/fa14-bcs-1241/isb,csc339,1,3,9,7,1,5,8,5,15,32,25,48,2,4,1,0,csc
ciit/fa14-bcs-1241/isb,csc462,0,2,8,1,8,3,10,2,13,19,22,39,8,3,3,2,csc
ciit/fa14-bcs-1241/isb,mth242,10,7,8,4,7,3,1,8,1,29,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1255/isb,csc301,2,6,8,1,5,0,7,1,18,27,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1255/isb,csc336,3,5,8,9,2,5,5,1,14,45,25,45,8,4,2,10,csc
ciit/fa14-bcs-1255/isb,csc339,9,10,1,5,5,9,0,1,13,48,23,45,2,1,6,8,csc
ciit/fa14-bcs-1255/isb,csc462,4,10,1,1,6,0,10,2,24,28,22,42,1,10,0,3,csc
ciit/fa14-bcs-1255/isb,mth242,10,8,1,8,7,4,5,1,11,21,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1272/isb,csc301,5,6,5,2,6,9,9,8,1,34,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1272/isb,csc336,3,7,5,6,5,7,3,6,17,12,25,48,4,8,10,8,csc
ciit/fa14-bcs-1272/isb,csc339,5,7,5,5,4,3,5,8,12,30,21,32,5,3,8,7,csc
ciit/fa14-bcs-1272/isb,csc462,3,8,1,10,5,7,10,0,23,39,17,28,1,6,2,0,csc
ciit/fa14-bcs-1272/isb,mth242,7,3,1,7,2,0,2,3,0,38,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1354/isb,csc301,4,0,0,2,1,3,1,7,20,35,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1354/isb,csc336,6,1,8,5,8,6,0,9,17,14,15,33,4,0,10,10,csc
ciit/fa14-bcs-1354/isb,csc339,8,7,3,3,7,5,4,6,19,17,23,38,2,8,10,7,csc
ciit/fa14-bcs-1354/isb,csc462,3,3,3,10,5,4,5,8,9,17,19,34,7,4,9,6,csc
ciit/fa14-bcs-1354/isb,mth242,4,0,2,5,7,7,1,5,8,31,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1429/isb,csc301,10,4,10,8,2,4,0,1,16,44,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1429/isb,csc336,2,8,2,6,9,0,10,7,23,12,19,40,5,8,4,1,csc
ciit/fa14-bcs-1429/isb,csc339,2,4,7,10,3,4,6,5,19,13,25,45,4,0,1,6,csc
ciit/fa14-bcs-1429/isb,csc462,2,9,3,1,6,5,0,8,4,36,24,48,5,3,6,10,csc
ciit/fa14-bcs-1429/isb,mth242,0,9,10,7,2,0,1,6,22,31,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1443/isb,csc301,1,1,3,1,2,0,10,0,15,14,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1443/isb,csc336,4,1,7,3,3,10,6,10,20,34,15,32,4,1,4,7,csc
ciit/fa14-bcs-1443/isb,csc339,1,1,2,9,8,9,7,5,14,14,24,43,9,0,5,1,csc
ciit/fa14-bcs-1443/isb,csc462,7,5,2,6,8,1,10,5,1,16,25,38,7,7,8,1,csc
ciit/fa14-bcs-1443/isb,mth242,3,3,9,4,9,6,8,5,24,37,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1509/isb,csc301,2,2,2,9,2,2,10,2,13,19,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1509/isb,csc336,7,10,4,1,10,9,5,4,4,25,24,42,10,6,0,10,csc
ciit/fa14-bcs-1509/isb,csc339,6,2,5,5,3,7,2,4,13,17,18,50,7,1,5,4,csc
ciit/fa14-bcs-1509/isb,csc462,6,3,1,9,0,1,5,3,21,16,22,31,2,4,1,5,csc
ciit/fa14-bcs-1509/isb,mth242,1,1,2,3,0,6,10,9,0,30,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1600/isb,csc301,6,9,2,0,9,7,3,0,5,43,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1600/isb,csc336,9,1,10,1,4,6,9,8,7,29,15,27,10,6,2,3,csc
ciit/fa14-bcs-1600/isb,csc339,1,0,2,3,7,6,2,4,21,33,19,28,4,3,10,1,csc
ciit/fa14-bcs-1600/isb,csc462,5,3,9,4,7,1,3,2,18,43,23,36,7,0,0,4,csc
ciit/fa14-bcs-1600/isb,mth242,7,2,5,3,5,7,9,7,15,33,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-163/isb,csc301,4,0,2,1,9,2,2,7,7,48,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-163/isb,csc336,4,3,2,2,10,9,7,3,10,44,19,41,4,8,8,4,csc
ciit/fa14-bcs-163/isb,csc339,7,3,9,9,1,5,6,9,21,12,24,47,4,3,2,3,csc
ciit/fa14-bcs-163/isb,csc462,5,8,5,0,7,6,4,5,13,28,21,34,4,5,5,7,csc
ciit/fa14-bcs-163/isb,mth242,2,4,2,1,7,6,5,9,13,45,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1652/isb,csc301,2,7,3,7,5,1,7,2,5,27,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1652/isb,csc336,1,3,7,0,1,3,2,3,17,35,20,49,9,9,0,7,csc
ciit/fa14-bcs-1652/isb,csc339,1,3,5,9,2,7,1,10,21,11,23,27,7,5,6,3,csc
ciit/fa14-bcs-1652/isb,csc462,4,7,1,10,1,1,6,9,5,11,25,49,4,3,5,3,csc
ciit/fa14-bcs-1652/isb,mth242,7,6,7,7,9,4,8,2,20,50,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1780/isb,csc301,4,6,4,8,8,4,9,3,11,10,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1780/isb,csc336,10,7,2,7,3,0,2,3,19,39,17,25,1,3,6,1,csc
ciit/fa14-bcs-1780/isb,csc339,1,2,9,0,2,1,0,6,15,42,16,32,2,10,9,9,csc
ciit/fa14-bcs-1780/isb,csc462,8,9,8,2,2,3,8,1,25,35,15,38,0,9,7,1,csc
ciit/fa14-bcs-1780/isb,mth242,6,5,7,5,8,10,6,9,23,37,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1796/isb,csc301,7,0,5,7,3,10,10,9,11,30,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1796/isb,csc336,10,4,9,7,2,5,2,10,1,25,23,29,10,2,1,5,csc
ciit/fa14-bcs-1796/isb,csc339,4,6,0,1,2,8,2,5,8,25,19,43,2,6,2,4,csc
ciit/fa14-bcs-1796/isb,csc462,1,6,10,6,10,9,9,6,11,37,22,25,8,1,2,0,csc
ciit/fa14-bcs-1796/isb,mth242,6,3,10,0,3,1,7,1,0,49,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1813/isb,csc301,2,9,8,5,1,2,4,1,4,24,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1813/isb,csc336,10,4,8,2,5,10,4,2,4,42,21,47,0,7,3,4,csc
ciit/fa14-bcs-1813/isb,csc339,3,10,6,4,10,1,10,1,22,11,23,45,0,0,9,6,csc
ciit/fa14-bcs-1813/isb,csc462,3,5,10,7,0,10,7,8,2,22,22,48,10,5,3,8,csc
ciit/fa14-bcs-1813/isb,mth242,0,9,3,6,10,4,2,5,1,25,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1821/isb,csc301,7,0,6,8,4,6,8,7,17,30,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1821/isb,csc336,4,0,4,1,6,9,7,6,1,42,24,40,10,4,9,3,csc
ciit/fa14-bcs-1821/isb,csc339,10,8,3,6,1,7,10,6,4,24,17,29,2,2,1,0,csc
ciit/fa14-bcs-1821/isb,csc462,6,0,5,0,6,3,2,9,4,15,22,25,10,10,2,10,csc
ciit/fa14-bcs-1821/isb,mth242,10,3,2,1,9,4,6,6,25,45,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1860/isb,csc301,2,2,5,9,9,10,1,0,15,43,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1860/isb,csc336,8,8,6,6,0,3,0,7,3,31,21,25,5,3,3,0,csc
ciit/fa14-bcs-1860/isb,csc339,1,3,2,8,3,4,2,4,7,39,25,34,8,1,8,3,csc
ciit/fa14-bcs-1860/isb,csc462,9,4,1,7,6,0,1,9,9,22,25,28,4,2,1,7,csc
ciit/fa14-bcs-1860/isb,mth242,4,3,0,10,5,6,3,9,15,37,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1953/isb,csc301,9,1,1,5,2,9,5,4,17,16,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1953/isb,csc336,9,10,5,5,0,9,10,9,22,46,20,46,3,5,9,0,csc
ciit/fa14-bcs-1953/isb,csc339,10,7,10,2,5,1,0,8,15,25,20,39,4,0,10,10,csc
ciit/fa14-bcs-1953/isb,csc462,7,2,7,6,10,6,10,1,20,27,23,43,3,3,4,6,csc
ciit/fa14-bcs-1953/isb,mth242,2,10,4,4,3,7,5,1,22,17,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1975/isb,csc301,7,9,1,1,8,2,8,6,14,50,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1975/isb,csc336,5,4,1,3,1,0,2,6,14,11,16,40,2,3,7,0,csc
ciit/fa14-bcs-1975/isb,csc339,6,9,0,8,2,10,9,0,8,49,21,44,7,7,7,8,csc
ciit/fa14-bcs-1975/isb,csc462,8,1,6,7,2,8,9,7,24,38,23,50,3,6,4,6,csc
ciit/fa14-bcs-1975/isb,mth242,5,6,3,10,5,6,10,7,6,49,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1983/isb,csc301,9,2,1,0,1,7,9,2,2,35,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1983/isb,csc336,0,10,3,7,7,2,10,5,9,28,24,48,4,0,8,6,csc
ciit/fa14-bcs-1983/isb,csc339,9,4,2,2,8,9,0,5,9,48,17,39,3,6,9,4,csc
ciit/fa14-bcs-1983/isb,csc462,3,1,10,2,7,3,4,3,24,18,17,35,6,1,8,10,csc
ciit/fa14-bcs-1983/isb,mth242,9,3,0,7,9,7,5,5,0,14,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1994/isb,csc301,8,2,2,0,4,8,4,10,2,50,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1994/isb,csc336,9,7,6,10,6,8,1,0,0,32,23,34,8,7,6,9,csc
ciit/fa14-bcs-1994/isb,csc339,3,0,10,5,6,5,6,8,18,10,17,32,7,8,1,6,csc
ciit/fa14-bcs-1994/isb,csc462,2,4,6,9,0,1,6,3,19,39,23,45,7,7,3,4,csc
ciit/fa14-bcs-1994/isb,mth242,3,7,6,10,3,2,10,0,20,24,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-202/isb,csc301,3,8,7,7,8,9,2,2,21,11,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-202/isb,csc336,10,4,6,1,9,8,8,3,16,31,21,26,8,5,3,2,csc
ciit/fa14-bcs-202/isb,csc339,0,4,8,5,6,2,4,4,5,11,25,36,0,3,5,0,csc
ciit/fa14-bcs-202/isb,csc462,4,10,10,7,4,9,7,9,2,14,17,35,3,10,5,9,csc
ciit/fa14-bcs-202/isb,mth242,7,6,1,1,3,5,3,8,23,28,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2089/isb,csc301,6,9,10,6,7,3,2,5,13,13,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2089/isb,csc336,7,7,0,2,5,5,9,6,5,40,16,32,10,7,6,0,csc
ciit/fa14-bcs-2089/isb,csc339,3,6,3,8,1,0,0,9,6,40,25,45,1,4,8,6,csc
ciit/fa14-bcs-2089/isb,csc462,10,8,7,0,6,7,5,6,14,40,22,48,6,6,1,7,csc
ciit/fa14-bcs-2089/isb,mth242,8,6,0,3,2,9,7,1,7,33,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2116/isb,csc301,5,5,0,0,3,7,3,3,25,34,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2116/isb,csc336,2,10,7,7,6,3,2,6,17,32,24,29,10,0,4,2,csc
ciit/fa14-bcs-2116/isb,csc339,7,6,7,8,1,1,8,4,14,30,22,44,0,2,10,2,csc
ciit/fa14-bcs-2116/isb,csc462,2,3,2,9,10,5,1,0,24,10,19,28,1,6,0,1,csc
ciit/fa14-bcs-2116/isb,mth242,10,8,0,9,8,3,8,4,8,50,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2251/isb,csc301,8,8,6,5,3,3,2,10,24,50,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2251/isb,csc336,4,0,5,4,2,4,10,1,23,28,22,49,8,2,7,0,csc
ciit/fa14-bcs-2251/isb,csc339,4,8,1,2,3,6,4,8,7,10,17,42,9,3,1,5,csc
ciit/fa14-bcs-2251/isb,csc462,4,0,6,6,10,4,1,2,9,15,21,36,6,2,8,10,csc
ciit/fa14-bcs-2251/isb,mth242,6,6,9,7,0,3,6,7,15,16,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2270/isb,csc301,5,4,6,1,3,5,1,7,25,18,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2270/isb,csc336,4,8,7,9,7,3,4,9,20,50,25,45,10,2,0,7,csc
ciit/fa14-bcs-2270/isb,csc339,6,6,3,7,4,5,10,1,7,41,25,41,7,7,8,6,csc
ciit/fa14-bcs-2270/isb,csc462,3,0,10,9,3,1,10,8,16,12,15,42,6,7,3,6,csc
ciit/fa14-bcs-2270/isb,mth242,10,3,7,2,5,1,7,3,22,31,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2275/isb,csc301,7,10,7,5,5,2,3,9,13,37,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2275/isb,csc336,7,0,8,0,9,10,5,6,4,36,25,25,6,0,0,2,csc
ciit/fa14-bcs-2275/isb,csc339,0,8,8,1,8,4,10,4,22,49,24,43,0,5,10,8,csc
ciit/fa14-bcs-2275/isb,csc462,9,6,0,1,7,0,2,9,14,22,24,32,1,9,2,7,csc
ciit/fa14-bcs-2275/isb,mth242,1,8,3,1,9,3,1,6,6,47,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2288/isb,csc301,7,9,3,9,8,2,2,6,4,40,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2288/isb,csc336,5,4,2,0,6,5,7,8,25,29,22,39,3,5,10,1,csc
ciit/fa14-bcs-2288/isb,csc339,2,9,9,0,1,5,7,7,11,33,18,31,5,4,5,7,csc
ciit/fa14-bcs-2288/isb,csc462,1,5,4,5,1,3,10,0,19,18,19,27,2,1,6,10,csc
ciit/fa14-bcs-2288/isb,mth242,1,8,10,10,6,3,9,0,25,42,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2297/isb,csc301,10,4,1,2,9,0,2,4,9,36,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2297/isb,csc336,1,6,4,7,8,8,7,2,20,28,22,43,5,1,6,5,csc
ciit/fa14-bcs-2297/isb,csc339,9,1,6,0,9,10,4,1,18,20,19,35,4,7,1,3,csc
ciit/fa14-bcs-2297/isb,csc462,8,4,8,4,8,5,2,10,9,48,20,45,8,10,9,0,csc
ciit/fa14-bcs-2297/isb,mth242,4,10,8,4,8,6,5,5,15,10,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2298/isb,csc301,8,0,3,10,5,8,9,10,3,11,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2298/isb,csc336,0,9,1,9,10,3,7,1,23,39,25,31,0,7,8,7,csc
ciit/fa14-bcs-2298/isb,csc339,7,5,8,8,9,4,5,4,11,10,15,50,4,8,7,10,csc
ciit/fa14-bcs-2298/isb,csc462,3,0,10,7,9,4,10,7,20,39,15,38,5,1,7,2,csc
ciit/fa14-bcs-2298/isb,mth242,10,2,4,3,3,3,8,3,4,32,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2317/isb,csc301,0,5,5,1,6,1,3,4,5,22,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2317/isb,csc336,1,6,8,8,10,9,7,6,2,37,22,35,10,5,8,2,csc
ciit/fa14-bcs-2317/isb,csc339,3,2,6,5,6,0,4,2,20,32,21,40,5,2,4,6,csc
ciit/fa14-bcs-2317/isb,csc462,5,1,5,1,2,0,5,5,24,10,25,35,1,4,4,3,csc
ciit/fa14-bcs-2317/isb,mth242,8,1,9,3,0,5,8,0,4,24,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2327/isb,csc301,6,3,3,5,9,0,6,2,18,26,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2327/isb,csc336,0,3,4,8,0,8,7,3,4,29,16,32,6,3,8,5,csc
ciit/fa14-bcs-2327/isb,csc339,8,1,4,1,7,2,3,0,13,18,19,34,0,5,10,9,csc
ciit/fa14-bcs-2327/isb,csc462,0,9,8,2,2,8,7,6,23,47,19,37,7,2,4,3,csc
ciit/fa14-bcs-2327/isb,mth242,10,6,7,6,6,6,6,9,1,39,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2381/isb,csc301,1,6,8,8,5,3,3,4,5,34,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2381/isb,csc336,5,3,1,2,6,4,10,6,3,24,15,29,3,5,10,3,csc
ciit/fa14-bcs-2381/isb,csc339,1,2,9,10,8,10,3,3,9,28,24,50,9,8,6,4,csc
ciit/fa14-bcs-2381/isb,csc462,1,1,5,0,6,3,2,9,11,46,23,42,1,10,4,8,csc
ciit/fa14-bcs-2381/isb,mth242,10,3,10,6,4,10,10,10,12,16,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2434/isb,csc301,5,3,7,2,6,0,10,8,6,30,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2434/isb,csc336,7,5,1,2,3,8,10,7,14,49,22,26,5,8,5,6,csc
ciit/fa14-bcs-2434/isb,csc339,6,7,2,7,2,1,7,7,23,22,19,42,4,0,2,0,csc
ciit/fa14-bcs-2434/isb,csc462,0,3,8,8,6,0,10,7,24,31,21,30,2,10,10,5,csc
ciit/fa14-bcs-2434/isb,mth242,6,0,0,3,9,2,1,9,25,37,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2469/isb,csc301,9,2,9,9,6,1,5,5,20,23,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2469/isb,csc336,3,0,0,3,6,7,9,10,18,11,16,38,1,7,4,5,csc
ciit/fa14-bcs-2469/isb,csc339,10,2,3,6,4,9,6,3,13,29,17,36,6,0,1,2,csc
ciit/fa14-bcs-2469/isb,csc462,6,2,9,0,4,5,4,10,7,14,20,39,6,1,4,7,csc
ciit/fa14-bcs-2469/isb,mth242,6,0,3,2,0,9,0,3,21,14,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2518/isb,csc301,1,3,10,5,1,4,8,8,5,32,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2518/isb,csc336,3,2,2,2,3,6,10,10,10,17,25,36,1,8,3,7,csc
ciit/fa14-bcs-2518/isb,csc339,5,4,5,7,2,1,9,3,21,21,17,48,4,0,10,8,csc
ciit/fa14-bcs-2518/isb,csc462,7,4,0,7,8,1,7,10,9,18,20,35,3,4,1,10,csc
ciit/fa14-bcs-2518/isb,mth242,8,6,5,9,0,3,8,9,17,41,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2524/isb,csc301,5,8,6,6,0,1,0,6,16,34,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2524/isb,csc336,0,2,6,2,2,1,8,3,16,31,22,25,0,3,9,4,csc
ciit/fa14-bcs-2524/isb,csc339,0,9,0,10,9,10,10,2,21,18,21,46,10,6,8,2,csc
ciit/fa14-bcs-2524/isb,csc462,8,3,0,1,0,4,5,4,11,36,15,28,10,1,4,10,csc
ciit/fa14-bcs-2524/isb,mth242,8,0,7,6,4,0,7,6,7,43,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2605/isb,csc301,5,1,5,2,7,3,0,8,22,36,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2605/isb,csc336,1,5,2,0,5,10,1,0,12,11,19,33,3,8,1,9,csc
ciit/fa14-bcs-2605/isb,csc339,4,8,0,2,0,9,3,2,24,21,25,31,7,1,4,4,csc
ciit/fa14-bcs-2605/isb,csc462,7,6,9,1,5,3,6,5,25,14,15,46,2,9,2,5,csc
ciit/fa14-bcs-2605/isb,mth242,6,8,7,4,0,4,10,3,6,11,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2636/isb,csc301,1,7,5,2,3,5,7,5,3,34,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2636/isb,csc336,9,6,3,4,5,3,7,0,20,18,18,42,2,1,0,2,csc
ciit/fa14-bcs-2636/isb,csc339,2,5,5,4,0,10,6,9,24,44,24,48,1,4,0,5,csc
ciit/fa14-bcs-2636/isb,csc462,8,4,5,9,3,7,8,9,2,47,16,37,3,3,2,1,csc
ciit/fa14-bcs-2636/isb,mth242,6,8,2,10,6,6,3,10,17,20,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2655/isb,csc301,4,9,6,5,2,2,7,1,11,18,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2655/isb,csc336,3,5,8,10,3,2,0,10,11,50,18,33,8,6,6,9,csc
ciit/fa14-bcs-2655/isb,csc339,9,0,5,7,6,3,0,4,24,23,23,28,9,0,9,9,csc
ciit/fa14-bcs-2655/isb,csc462,7,3,4,2,3,4,9,1,0,15,17,39,1,4,8,0,csc
ciit/fa14-bcs-2655/isb,mth242,0,10,1,2,10,7,5,2,15,27,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2656/isb,csc301,5,1,7,5,8,8,8,6,7,26,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2656/isb,csc336,3,5,7,3,2,10,1,7,12,50,15,26,4,7,10,0,csc
ciit/fa14-bcs-2656/isb,csc339,7,0,10,3,6,3,1,4,0,22,25,44,6,10,1,1,csc
ciit/fa14-bcs-2656/isb,csc462,3,10,4,2,7,4,10,10,10,25,20,36,7,7,8,1,csc
ciit/fa14-bcs-2656/isb,mth242,9,5,1,7,10,5,6,6,18,33,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2659/isb,csc301,9,5,1,10,6,0,6,1,5,11,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2659/isb,csc336,2,3,0,9,4,7,6,9,10,39,19,40,10,0,10,3,csc
