Registration_number,Course_no,Quiz1,Quiz2,Quiz3,Quiz4,Assignment1,Assignment2,Assignment3,Assignment4,MidTerm,FinalTerm,LabMidTerm,LabFinalTerm,LabAssignment1,LabAssignment2,LabTask1,LabTask2,Course_cat,Course_GPA
ciit/fa14-bse-2258/isb,bio231,9,4,6,10,1,8,10,5,16,28,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.44
ciit/fa14-bse-2289/isb,bio231,5,6,10,6,9,3,10,10,24,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.4
ciit/fa14-bse-23/isb,bio231,2,3,3,3,6,1,1,10,22,34,NULL,NULL,NULL,NULL,NULL,NULL,bio,3
ciit/fa14-bse-2302/isb,bio231,1,4,2,4,4,1,9,9,23,37,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.23
ciit/fa14-bse-2306/isb,bio231,2,4,7,4,2,9,10,4,24,43,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.1
ciit/fa14-bse-2313/isb,bio231,9,3,3,2,7,8,10,6,18,28,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.35
ciit/fa14-bse-2315/isb,bio231,2,9,10,9,9,7,4,1,17,32,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.16
ciit/fa14-bse-2399/isb,bio231,3,2,3,3,8,7,6,10,16,47,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.17
ciit/fa14-bse-2418/isb,bio231,9,3,8,10,7,8,8,1,22,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.85
ciit/fa14-bse-2425/isb,bio231,6,7,6,10,4,6,10,8,19,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.46
ciit/fa14-bse-2461/isb,bio231,8,1,6,1,2,6,5,3,21,25,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.31
ciit/fa14-bse-2462/isb,bio231,9,8,10,7,2,6,5,4,19,31,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.98
ciit/fa14-bse-2479/isb,bio231,8,6,8,10,7,6,6,9,18,32,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.14
ciit/fa14-bse-2572/isb,bio231,4,10,9,5,9,8,8,7,18,46,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.81
ciit/fa14-bse-2584/isb,bio231,9,4,5,7,9,3,9,7,16,34,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.47
ciit/fa14-bse-2604/isb,bio231,4,2,4,2,6,1,6,3,23,40,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.46
ciit/fa14-bse-2615/isb,bio231,8,2,8,8,9,8,1,9,21,41,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.96
ciit/fa14-bse-2652/isb,bio231,7,7,1,5,6,6,9,2,18,40,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.67
ciit/fa14-bse-2671/isb,bio231,3,1,1,2,4,10,9,3,21,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.82
ciit/fa14-bse-2698/isb,bio231,6,4,6,8,8,3,2,9,15,40,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.53
ciit/fa14-bse-2773/isb,bio231,3,7,4,8,3,8,3,1,22,28,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.71
ciit/fa14-bse-2778/isb,bio231,5,4,6,4,1,10,1,9,24,41,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.53
ciit/fa14-bse-2779/isb,bio231,10,1,9,2,2,6,9,8,24,38,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.56
ciit/fa14-bse-2781/isb,bio231,2,9,6,7,6,5,9,3,21,31,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.71
ciit/fa14-bse-2783/isb,bio231,8,5,3,7,1,3,7,5,19,32,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.02
ciit/fa14-bse-2823/isb,bio231,5,7,9,6,4,7,6,7,15,38,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.44
ciit/fa14-bse-2839/isb,bio231,1,4,9,3,10,8,2,3,22,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.13
ciit/fa14-bse-2855/isb,bio231,7,6,7,6,4,1,5,6,22,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.42
ciit/fa14-bse-2909/isb,bio231,4,4,7,5,7,1,4,5,17,30,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.1
ciit/fa14-bse-2945/isb,bio231,5,7,9,1,9,5,4,6,20,42,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.1
ciit/fa14-bse-2958/isb,bio231,1,10,3,1,10,6,3,9,16,36,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.46
ciit/fa14-bse-2966/isb,bio231,6,7,2,3,8,7,3,3,25,27,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.44
ciit/fa14-bse-2975/isb,bio231,10,2,8,9,3,8,8,3,17,48,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.53
ciit/fa14-bse-2998/isb,bio231,4,1,9,6,5,3,10,8,18,33,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.04
ciit/fa14-bse-3030/isb,bio231,10,2,5,7,6,4,1,7,25,38,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.02
ciit/fa14-bse-3074/isb,bio231,3,5,4,9,4,6,10,6,15,46,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.88
ciit/fa14-bse-3194/isb,bio231,5,4,2,2,7,2,1,3,17,39,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.25
ciit/fa14-bse-32/isb,bio231,7,4,5,8,8,2,5,9,17,42,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.66
ciit/fa14-bse-3214/isb,bio231,9,4,7,10,6,3,7,7,19,39,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.88
ciit/fa14-bse-3222/isb,bio231,5,4,9,1,4,8,8,9,18,28,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.35
ciit/fa14-bse-3239/isb,bio231,7,5,5,9,7,2,10,2,20,48,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.77
ciit/fa14-bse-3263/isb,bio231,10,2,3,2,5,7,6,2,19,40,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.17
ciit/fa14-bse-3281/isb,bio231,7,5,5,5,9,4,7,8,16,27,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.22
ciit/fa14-bse-3323/isb,bio231,9,7,9,3,7,1,3,4,15,38,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.44
ciit/fa14-bse-3337/isb,bio231,1,10,4,9,8,2,7,5,24,27,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.81
ciit/fa14-bse-3377/isb,bio231,4,8,4,8,9,3,6,9,15,38,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.15
ciit/fa14-bse-3465/isb,bio231,8,5,1,6,1,3,4,9,23,41,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.42
ciit/fa14-bse-348/isb,bio231,8,5,4,8,1,2,3,1,20,35,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.73
ciit/fa14-bse-3518/isb,bio231,9,2,10,7,4,4,3,10,24,32,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.17
ciit/fa14-bse-3654/isb,bio231,4,3,1,3,5,10,9,4,24,27,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.04
ciit/fa14-bse-3684/isb,bio231,3,6,7,4,5,7,1,10,20,33,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.19
ciit/fa14-bse-3699/isb,bio231,1,5,4,9,6,6,10,8,21,42,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.06
ciit/fa14-bse-3708/isb,bio231,2,5,10,1,8,9,3,6,16,37,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.35
ciit/fa14-bse-3733/isb,bio231,4,3,6,5,8,2,3,2,16,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.25
ciit/fa14-bse-443/isb,bio231,7,4,7,2,10,4,1,2,18,25,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.31
ciit/fa14-bse-455/isb,bio231,2,9,5,5,7,2,4,9,24,39,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.13
ciit/fa14-bse-501/isb,bio231,1,6,7,3,2,4,8,9,23,28,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.75
ciit/fa14-bse-510/isb,bio231,7,3,4,4,5,9,10,3,19,47,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.92
ciit/fa14-bse-576/isb,bio231,7,10,4,8,9,1,6,2,16,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.6
ciit/fa14-bse-580/isb,bio231,1,7,6,7,4,6,8,8,20,32,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.12
ciit/fa14-bse-624/isb,bio231,3,6,7,6,6,9,8,4,22,34,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.21
ciit/fa14-bse-643/isb,bio231,9,4,8,6,1,4,9,8,15,42,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.7
ciit/fa14-bse-671/isb,bio231,10,5,6,9,7,8,10,5,18,42,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.66
ciit/fa14-bse-677/isb,bio231,6,3,1,3,1,9,2,2,19,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.54
ciit/fa14-bse-679/isb,bio231,3,8,4,2,8,8,3,10,15,36,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.85
ciit/fa14-bse-692/isb,bio231,1,10,2,1,10,1,9,5,19,36,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.17
ciit/fa14-bse-747/isb,bio231,4,9,9,10,8,3,1,8,18,27,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.6
ciit/fa14-bse-765/isb,bio231,2,7,7,9,8,3,6,2,19,40,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.26
ciit/fa14-bse-843/isb,bio231,4,9,6,4,3,5,8,8,15,40,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.54
ciit/fa14-bse-910/isb,bio231,5,6,7,10,2,2,2,4,20,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.51
ciit/fa14-bse-914/isb,bio231,1,4,9,8,4,1,7,1,19,26,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.39
ciit/fa14-bse-939/isb,bio231,2,5,4,8,8,3,10,9,25,34,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.04
ciit/fa14-bse-950/isb,bio231,8,7,3,6,2,5,9,7,18,25,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.94
ciit/fa14-bse-966/isb,bio231,5,3,5,5,8,9,6,6,16,41,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.02
ciit/fa14-bse-976/isb,bio231,4,9,9,9,4,3,8,7,22,42,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.89
ciit/fa14-bse-99/isb,bio231,8,6,5,1,1,9,4,7,22,25,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.24
ciit/fa15-bse-1030/isb,bio231,2,9,10,1,3,8,6,6,19,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.38
ciit/fa15-bse-1039/isb,bio231,1,7,10,6,1,5,6,5,22,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.83
ciit/fa15-bse-1153/isb,bio231,3,9,10,3,6,9,9,1,17,38,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.85
ciit/fa15-bse-1161/isb,bio231,10,5,3,9,4,7,4,10,25,37,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.89
ciit/fa15-bse-1172/isb,bio231,3,4,2,5,7,1,4,4,17,28,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.15
ciit/fa15-bse-1388/isb,bio231,5,10,2,10,7,3,1,7,25,43,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.62
ciit/fa15-bse-1439/isb,bio231,1,2,8,2,6,8,4,1,20,40,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.84
ciit/fa15-bse-1476/isb,bio231,4,2,2,4,10,7,8,10,25,34,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.29
ciit/fa15-bse-1492/isb,bio231,3,4,8,1,2,5,6,8,22,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.46
ciit/fa15-bse-150/isb,bio231,3,10,2,6,1,10,9,7,21,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.08
ciit/fa15-bse-1502/isb,bio231,5,9,7,7,3,4,10,6,20,40,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.29
ciit/fa15-bse-1507/isb,bio231,7,9,1,5,7,9,1,1,25,47,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.7
ciit/fa15-bse-1563/isb,bio231,8,7,2,6,4,4,7,5,25,37,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.23
ciit/fa15-bse-1611/isb,bio231,4,8,10,5,4,8,2,8,19,33,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.35
ciit/fa15-bse-1617/isb,bio231,1,6,4,7,8,6,7,3,17,46,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.07
ciit/fa15-bse-1641/isb,bio231,3,2,3,5,9,9,8,5,17,41,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.31
ciit/fa15-bse-1660/isb,bio231,3,10,6,7,7,7,4,10,19,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.62
ciit/fa15-bse-1775/isb,bio231,2,4,6,10,5,6,3,10,18,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.17
ciit/fa15-bse-1776/isb,bio231,2,5,5,1,9,3,3,4,18,41,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.71
ciit/fa15-bse-1843/isb,bio231,9,8,4,6,6,10,1,4,22,42,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.44
ciit/fa15-bse-185/isb,bio231,7,8,9,10,5,3,8,6,20,37,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.92
ciit/fa15-bse-1857/isb,bio231,1,6,1,9,8,7,3,4,18,31,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.67
ciit/fa15-bse-1867/isb,bio231,9,3,3,3,2,9,7,8,25,39,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.27
ciit/fa15-bse-1889/isb,bio231,7,9,4,4,8,4,6,5,17,33,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.89
ciit/fa15-bse-1927/isb,bio231,9,1,8,3,9,7,8,9,16,36,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.83
ciit/fa15-bse-1964/isb,bio231,10,6,2,8,3,5,9,9,20,30,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.48
ciit/fa15-bse-2006/isb,bio231,5,10,4,10,8,7,9,7,19,46,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.25
ciit/fa15-bse-2063/isb,bio231,7,5,4,4,2,10,6,3,25,48,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.33
ciit/fa15-bse-21/isb,bio231,1,4,6,4,1,9,6,7,20,26,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.9
ciit/fa15-bse-2242/isb,bio231,9,2,2,5,1,6,4,1,16,28,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.33
ciit/fa15-bse-225/isb,bio231,8,9,8,2,1,2,1,2,17,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.55
ciit/fa15-bse-2256/isb,bio231,10,10,2,5,10,8,4,8,23,37,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.86
ciit/fa15-bse-2305/isb,bio231,8,6,6,8,3,9,4,4,24,27,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.32
ciit/fa15-bse-2310/isb,bio231,3,1,1,5,1,6,2,4,23,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.52
ciit/fa15-bse-2388/isb,bio231,7,4,8,9,4,8,9,7,17,33,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.99
ciit/fa15-bse-2436/isb,bio231,5,5,8,10,6,2,2,3,25,27,NULL,NULL,NULL,NULL,NULL,NULL,bio,3
ciit/fa15-bse-2456/isb,bio231,3,4,8,9,1,10,7,9,19,47,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.09
ciit/fa15-bse-2509/isb,bio231,3,2,5,5,3,10,6,7,15,46,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.81
ciit/fa15-bse-2513/isb,bio231,8,10,2,6,3,9,2,1,20,35,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.08
ciit/fa15-bse-2531/isb,bio231,3,6,10,2,10,9,10,9,17,46,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.87
ciit/fa15-bse-2579/isb,bio231,3,8,4,8,4,2,4,7,19,25,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.83
ciit/fa15-bse-2591/isb,bio231,4,5,5,7,5,8,2,7,17,40,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.23
ciit/fa15-bse-2639/isb,bio231,7,3,10,8,7,8,4,2,25,25,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.78
ciit/fa15-bse-2716/isb,bio231,10,5,9,7,6,10,7,2,21,26,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.33
ciit/fa15-bse-2749/isb,bio231,5,1,1,9,10,5,4,6,23,46,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.75
ciit/fa15-bse-2751/isb,bio231,2,6,4,7,7,7,8,9,16,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.16
ciit/fa15-bse-2787/isb,bio231,7,4,10,5,2,9,9,4,19,48,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.71
ciit/fa15-bse-281/isb,bio231,1,8,1,9,1,4,10,5,21,40,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.02
ciit/fa15-bse-2879/isb,bio231,1,2,5,9,1,3,5,6,22,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.98
ciit/fa15-bse-2897/isb,bio231,9,5,5,7,7,10,6,3,19,40,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.45
ciit/fa15-bse-2920/isb,bio231,9,4,5,4,6,3,5,7,20,44,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.85
ciit/fa15-bse-3026/isb,bio231,5,8,8,2,10,4,1,8,15,41,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.59
ciit/fa15-bse-3032/isb,bio231,4,6,9,5,10,1,6,7,19,31,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.37
ciit/fa15-bse-3037/isb,bio231,6,2,3,9,10,3,8,5,19,35,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.12
ciit/fa15-bse-3112/isb,bio231,8,5,10,1,10,4,1,6,21,31,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.96
ciit/fa15-bse-3114/isb,bio231,8,8,7,9,8,10,8,10,19,36,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.07
ciit/fa15-bse-3150/isb,bio231,8,10,1,5,4,6,3,9,25,31,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.55
ciit/fa15-bse-3188/isb,bio231,2,1,10,3,2,10,10,5,25,43,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.9
ciit/fa15-bse-3198/isb,bio231,5,5,7,8,10,3,6,8,20,43,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.12
ciit/fa15-bse-3234/isb,bio231,7,6,8,3,7,7,9,6,23,25,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.37
ciit/fa15-bse-3235/isb,bio231,10,9,7,10,6,5,6,4,16,47,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.23
ciit/fa15-bse-3244/isb,bio231,4,8,3,2,9,7,7,8,21,41,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.27
ciit/fa15-bse-3264/isb,bio231,7,3,1,5,9,3,8,4,22,29,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.31
ciit/fa15-bse-3299/isb,bio231,10,10,9,2,2,5,9,3,24,45,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.23
ciit/fa15-bse-335/isb,bio231,10,9,6,7,9,2,4,1,25,41,NULL,NULL,NULL,NULL,NULL,NULL,bio,2.54
ciit/fa15-bse-3351/isb,bio231,7,9,10,3,9,1,8,10,25,31,NULL,NULL,NULL,NULL,NULL,NULL,bio,3.48
