Registration_number,Course_no,Quiz1,Quiz2,Quiz3,Quiz4,Assignment1,Assignment2,Assignment3,Assignment4,MidTerm,FinalTerm,LabMidTerm,LabFinalTerm,LabAssignment1,LabAssignment2,LabTask1,LabTask2,Course_cat
ciit/fa14-bcs-202/isb,csc303,5,0,7,7,7,5,4,4,9,37,22,38,8,7,0,7,csc
ciit/fa14-bcs-202/isb,csc312,6,10,6,9,10,7,0,7,5,11,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-202/isb,csc321,0,2,6,8,5,6,0,0,2,48,23,49,4,9,0,3,csc
ciit/fa14-bcs-202/isb,csc350,2,3,9,3,7,1,10,6,7,44,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-202/isb,csc354,5,1,10,5,9,10,5,9,7,36,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-202/isb,csc475,0,3,10,4,1,5,10,6,4,13,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2089/isb,csc303,1,0,3,5,10,2,6,3,15,33,24,37,10,1,4,9,csc
ciit/fa14-bcs-2089/isb,csc312,3,0,9,8,7,10,0,7,5,34,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2089/isb,csc321,2,8,9,4,7,10,2,6,3,25,19,49,2,2,3,7,csc
ciit/fa14-bcs-2089/isb,csc350,0,8,4,6,2,2,5,10,16,14,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2089/isb,csc354,2,5,3,5,2,7,10,10,19,44,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2089/isb,csc475,7,3,8,0,9,6,1,3,16,35,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2116/isb,csc303,5,10,3,7,7,2,1,10,0,45,19,43,8,4,2,8,csc
ciit/fa14-bcs-2116/isb,csc312,6,7,5,4,4,6,6,4,12,46,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2116/isb,csc321,7,10,10,5,0,8,3,0,0,16,25,34,9,8,5,0,csc
ciit/fa14-bcs-2116/isb,csc350,10,7,4,5,10,2,10,9,18,32,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2116/isb,csc354,6,10,3,7,10,10,7,5,21,42,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2116/isb,csc475,2,4,2,3,6,3,8,2,3,24,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2251/isb,csc303,10,2,0,0,6,7,4,6,22,36,16,46,2,0,0,8,csc
ciit/fa14-bcs-2251/isb,csc312,2,1,1,2,6,7,9,10,5,36,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2251/isb,csc321,2,0,1,0,6,3,5,0,25,24,17,44,4,5,9,9,csc
ciit/fa14-bcs-2251/isb,csc350,10,8,7,0,9,10,7,5,23,17,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2251/isb,csc354,0,3,10,1,10,9,1,6,5,32,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2251/isb,csc475,8,2,0,3,0,0,6,2,1,11,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2270/isb,csc303,5,6,7,5,4,0,1,1,2,10,19,45,0,9,10,0,csc
ciit/fa14-bcs-2270/isb,csc312,6,8,10,0,3,4,4,0,1,44,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2270/isb,csc321,0,2,3,5,4,4,8,8,9,48,17,30,10,7,10,5,csc
ciit/fa14-bcs-2270/isb,csc350,5,1,2,5,0,9,6,2,1,47,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2270/isb,csc354,0,8,9,1,10,5,10,10,21,11,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2270/isb,csc475,2,10,5,6,5,5,9,7,18,44,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2275/isb,csc303,2,9,1,8,1,6,0,4,15,46,18,47,6,8,6,8,csc
ciit/fa14-bcs-2275/isb,csc312,0,2,3,2,1,3,2,10,20,45,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2275/isb,csc321,1,3,2,7,2,9,6,3,23,43,16,49,2,7,8,8,csc
ciit/fa14-bcs-2275/isb,csc350,2,9,3,7,6,5,4,5,14,40,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2275/isb,csc354,10,8,1,1,5,4,4,9,15,44,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2275/isb,csc475,1,9,8,2,5,3,5,4,9,28,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2288/isb,csc303,2,0,1,8,9,6,4,9,20,30,16,38,10,8,4,6,csc
ciit/fa14-bcs-2288/isb,csc312,4,4,2,6,2,10,5,2,0,19,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2288/isb,csc321,4,7,8,5,1,10,4,5,10,33,19,25,5,6,1,9,csc
ciit/fa14-bcs-2288/isb,csc350,3,3,3,2,2,6,4,5,12,35,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2288/isb,csc354,4,0,5,3,2,3,3,1,25,36,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2288/isb,csc475,4,5,3,8,6,6,4,9,0,45,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2297/isb,csc303,3,4,9,0,4,1,6,9,21,49,16,49,5,0,9,2,csc
ciit/fa14-bcs-2297/isb,csc312,0,8,1,2,2,10,5,2,3,43,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2297/isb,csc321,10,0,4,10,6,8,8,5,2,27,22,30,6,9,4,7,csc
ciit/fa14-bcs-2297/isb,csc350,10,6,5,8,1,7,3,0,18,44,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2297/isb,csc354,10,8,2,3,0,0,2,0,13,35,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2297/isb,csc475,0,5,5,8,9,10,10,1,0,19,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2298/isb,csc303,7,7,10,5,9,5,8,2,24,44,25,38,0,4,1,7,csc
ciit/fa14-bcs-2298/isb,csc312,7,0,2,0,2,6,10,3,20,31,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2298/isb,csc321,0,8,4,9,5,1,2,10,1,11,18,41,2,6,9,0,csc
ciit/fa14-bcs-2298/isb,csc350,10,6,9,2,10,1,8,3,8,28,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2298/isb,csc354,2,7,9,1,10,1,7,6,7,29,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2298/isb,csc475,8,3,9,0,5,5,9,6,3,16,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2317/isb,csc303,8,3,6,3,9,7,2,1,8,17,20,43,1,2,8,0,csc
ciit/fa14-bcs-2317/isb,csc312,6,2,2,5,1,5,5,5,15,24,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2317/isb,csc321,4,4,4,9,0,3,5,10,12,12,15,29,0,1,2,2,csc
ciit/fa14-bcs-2317/isb,csc350,1,7,1,2,1,9,9,8,5,50,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2317/isb,csc354,3,3,2,9,5,8,6,8,17,37,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2317/isb,csc475,6,8,3,10,9,2,7,2,16,40,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2327/isb,csc303,6,8,7,0,2,9,1,5,18,50,19,35,8,4,9,10,csc
ciit/fa14-bcs-2327/isb,csc312,0,7,2,5,0,1,2,6,8,50,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2327/isb,csc321,4,8,8,2,1,4,4,8,4,46,17,46,6,1,1,8,csc
ciit/fa14-bcs-2327/isb,csc350,8,4,0,10,10,2,9,10,8,20,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2327/isb,csc354,6,6,10,10,2,3,3,10,1,43,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2327/isb,csc475,9,6,9,8,9,1,0,10,9,11,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2381/isb,csc303,7,7,9,4,4,4,6,2,18,32,19,35,10,0,0,4,csc
