Registration_number,Course_no,Quiz1,Quiz2,Quiz3,Quiz4,Assignment1,Assignment2,Assignment3,Assignment4,MidTerm,FinalTerm,LabMidTerm,LabFinalTerm,LabAssignment1,LabAssignment2,LabTask1,LabTask2,Course_cat,Course_GPA
ciit/fa14-bse-1630/isb,csc303,9,3,9,4,9,6,9,2,18,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.84
ciit/fa14-bse-1650/isb,csc303,2,3,2,3,8,3,5,5,23,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.12
ciit/fa14-bse-1657/isb,csc303,10,4,2,10,1,7,7,10,20,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.81
ciit/fa14-bse-1659/isb,csc303,8,2,1,1,2,4,8,6,25,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.66
ciit/fa14-bse-1674/isb,csc303,3,7,6,5,6,8,8,4,25,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.8
ciit/fa14-bse-1720/isb,csc303,8,6,10,10,5,4,8,6,17,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.82
ciit/fa14-bse-1781/isb,csc303,10,1,4,4,6,8,6,10,25,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.2
ciit/fa14-bse-1822/isb,csc303,6,9,3,10,9,2,4,3,23,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.88
ciit/fa14-bse-1825/isb,csc303,2,10,6,4,8,4,10,1,15,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.89
ciit/fa14-bse-1847/isb,csc303,5,3,3,10,7,3,8,6,17,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.72
ciit/fa14-bse-1878/isb,csc303,2,8,10,8,8,4,7,8,15,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.5
ciit/fa14-bse-1886/isb,csc303,9,2,2,8,3,1,10,7,16,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.03
ciit/fa14-bse-1945/isb,csc303,1,8,4,2,5,6,9,4,21,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.81
ciit/fa14-bse-1952/isb,csc303,3,8,1,3,9,4,2,9,17,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.96
ciit/fa14-bse-2008/isb,csc303,1,5,1,7,1,3,10,9,21,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.65
ciit/fa14-bse-201/isb,csc303,10,6,6,4,7,1,4,6,24,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.31
ciit/fa14-bse-2041/isb,csc303,3,3,8,7,6,2,6,2,22,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.08
ciit/fa14-bse-2052/isb,csc303,3,10,1,10,10,5,6,10,17,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.63
ciit/fa14-bse-2082/isb,csc303,10,9,6,1,7,8,2,8,21,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.26
ciit/fa14-bse-2104/isb,csc303,7,9,5,8,3,10,4,4,24,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.23
ciit/fa14-bse-2117/isb,csc303,3,1,2,7,2,3,1,6,21,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.67
ciit/fa14-bse-2125/isb,csc303,8,8,10,3,6,1,6,6,25,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.7
ciit/fa14-bse-2133/isb,csc303,10,8,1,6,10,1,7,10,16,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.85
ciit/fa14-bse-2137/isb,csc303,4,5,10,10,7,7,1,6,20,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.49
ciit/fa14-bse-2180/isb,csc303,3,1,7,10,3,2,10,6,17,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.33
ciit/fa14-bse-219/isb,csc303,9,9,10,7,2,4,2,5,16,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.1
ciit/fa14-bse-2191/isb,csc303,3,1,10,5,5,10,2,3,23,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.65
ciit/fa14-bse-2206/isb,csc303,6,4,1,1,6,4,1,8,19,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa14-bse-2226/isb,csc303,8,10,10,5,8,3,7,1,18,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.52
ciit/fa14-bse-2231/isb,csc303,10,10,5,6,8,4,4,2,22,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.23
ciit/fa14-bse-2258/isb,csc303,4,7,5,10,6,4,7,2,17,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.42
ciit/fa14-bse-2289/isb,csc303,5,1,8,1,3,7,9,3,19,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.79
ciit/fa14-bse-23/isb,csc303,1,3,3,8,2,2,8,1,22,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.47
ciit/fa14-bse-2302/isb,csc303,3,9,8,6,10,2,5,1,16,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.31
ciit/fa14-bse-2306/isb,csc303,5,10,3,6,1,8,9,10,21,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.28
ciit/fa14-bse-2313/isb,csc303,6,4,10,5,5,10,9,6,16,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.9
ciit/fa14-bse-2315/isb,csc303,2,5,5,2,10,10,7,6,16,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.92
ciit/fa14-bse-2399/isb,csc303,1,10,2,3,1,10,7,4,18,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.73
ciit/fa14-bse-2418/isb,csc303,4,10,10,1,8,6,7,3,22,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.38
ciit/fa14-bse-2425/isb,csc303,6,5,4,9,3,1,1,7,20,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.37
ciit/fa14-bse-2461/isb,csc303,6,9,6,8,5,1,8,8,18,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa14-bse-2462/isb,csc303,7,9,1,3,7,10,9,9,19,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.35
ciit/fa14-bse-2479/isb,csc303,4,7,7,7,4,9,7,2,21,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.23
ciit/fa14-bse-2572/isb,csc303,8,1,6,5,9,7,8,4,22,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.32
ciit/fa14-bse-2584/isb,csc303,5,2,5,2,3,2,10,8,19,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.72
ciit/fa14-bse-2604/isb,csc303,7,8,4,10,6,10,4,2,20,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.09
ciit/fa14-bse-2615/isb,csc303,8,8,3,2,2,1,6,2,20,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.21
ciit/fa14-bse-2652/isb,csc303,2,2,5,8,10,7,7,5,21,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.54
ciit/fa14-bse-2671/isb,csc303,6,3,7,1,6,9,4,3,20,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.76
ciit/fa14-bse-2698/isb,csc303,2,5,6,4,10,9,5,6,24,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.33
ciit/fa14-bse-2773/isb,csc303,6,6,2,4,9,4,4,2,17,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.9
ciit/fa14-bse-2778/isb,csc303,6,4,8,4,2,1,5,5,19,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.13
ciit/fa14-bse-2779/isb,csc303,9,3,3,9,9,3,9,4,22,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.76
ciit/fa14-bse-2781/isb,csc303,1,5,8,9,9,10,3,10,19,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.55
ciit/fa14-bse-2783/isb,csc303,2,5,10,10,9,5,2,7,25,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa14-bse-2823/isb,csc303,4,4,10,3,5,9,2,10,16,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.57
ciit/fa14-bse-2839/isb,csc303,6,1,3,4,1,6,8,10,20,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.08
ciit/fa14-bse-2855/isb,csc303,1,1,9,1,1,8,5,1,22,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.13
ciit/fa14-bse-2909/isb,csc303,8,8,5,10,5,9,3,6,22,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.46
ciit/fa14-bse-2945/isb,csc303,2,1,4,8,6,2,9,6,22,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.25
ciit/fa14-bse-2958/isb,csc303,4,5,10,7,3,5,8,8,17,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.23
ciit/fa14-bse-2966/isb,csc303,3,9,6,5,3,2,1,6,22,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa14-bse-2975/isb,csc303,6,6,10,1,10,3,1,2,20,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.77
ciit/fa14-bse-2998/isb,csc303,8,7,7,1,2,6,1,7,20,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.21
ciit/fa14-bse-3030/isb,csc303,3,1,6,8,6,10,2,8,21,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.34
ciit/fa14-bse-3074/isb,csc303,4,10,1,9,9,8,6,9,21,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.38
ciit/fa14-bse-3194/isb,csc303,5,6,7,6,9,5,5,4,19,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.69
ciit/fa14-bse-32/isb,csc303,4,3,5,2,5,8,5,8,15,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.16
ciit/fa14-bse-3214/isb,csc303,9,5,5,8,6,8,7,3,18,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.65
ciit/fa14-bse-3222/isb,csc303,3,3,8,6,7,9,2,5,17,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.43
ciit/fa14-bse-3239/isb,csc303,3,10,1,4,2,7,10,8,25,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.12
ciit/fa14-bse-3263/isb,csc303,5,1,9,6,10,2,6,3,25,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.74
ciit/fa14-bse-3281/isb,csc303,9,4,2,3,8,10,10,9,21,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.62
ciit/fa14-bse-3323/isb,csc303,8,4,5,8,7,4,5,5,24,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.17
ciit/fa14-bse-3337/isb,csc303,7,1,10,5,9,3,5,7,16,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.79
ciit/fa14-bse-3377/isb,csc303,9,5,9,2,2,8,4,6,18,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.06
ciit/fa14-bse-3465/isb,csc303,10,9,6,3,8,7,5,3,23,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.67
ciit/fa14-bse-348/isb,csc303,1,3,7,10,9,5,1,2,22,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.34
ciit/fa14-bse-3518/isb,csc303,8,5,2,10,10,2,6,4,25,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.29
ciit/fa14-bse-3654/isb,csc303,2,8,3,2,7,6,1,10,20,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.05
ciit/fa14-bse-3684/isb,csc303,6,4,9,10,6,6,2,1,25,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.96
ciit/fa14-bse-3699/isb,csc303,10,5,1,4,8,2,4,8,21,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.38
ciit/fa14-bse-3708/isb,csc303,10,1,2,8,1,5,1,6,21,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.38
ciit/fa14-bse-3733/isb,csc303,10,10,6,3,10,3,4,8,23,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.9
ciit/fa14-bse-443/isb,csc303,1,8,3,10,8,2,10,3,16,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa14-bse-455/isb,csc303,9,7,2,4,3,10,6,4,15,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.66
ciit/fa14-bse-501/isb,csc303,7,6,3,4,10,7,8,8,18,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.57
ciit/fa14-bse-510/isb,csc303,1,8,4,3,6,8,10,9,18,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.3
ciit/fa14-bse-576/isb,csc303,9,9,4,10,9,10,8,2,16,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,3
ciit/fa14-bse-580/isb,csc303,5,7,9,7,3,1,1,9,25,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.69
ciit/fa14-bse-624/isb,csc303,5,1,6,1,7,3,10,10,24,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.53
ciit/fa14-bse-643/isb,csc303,6,7,1,5,9,9,8,1,18,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.29
ciit/fa14-bse-671/isb,csc303,1,9,9,8,3,8,5,10,22,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.63
ciit/fa14-bse-677/isb,csc303,9,2,7,7,1,10,6,8,21,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.67
ciit/fa14-bse-679/isb,csc303,5,8,1,10,4,6,6,8,25,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.84
ciit/fa14-bse-692/isb,csc303,5,7,6,1,6,2,8,5,18,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.37
ciit/fa14-bse-747/isb,csc303,3,6,10,9,5,9,8,4,18,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.51
ciit/fa14-bse-765/isb,csc303,4,5,5,1,7,5,9,7,17,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.83
ciit/fa14-bse-843/isb,csc303,2,10,1,7,9,8,9,3,22,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,3
ciit/fa14-bse-910/isb,csc303,10,1,8,9,8,1,8,4,17,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.66
ciit/fa14-bse-914/isb,csc303,8,5,1,9,1,6,2,9,18,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.17
ciit/fa14-bse-939/isb,csc303,5,2,1,2,9,8,5,2,20,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.79
ciit/fa14-bse-950/isb,csc303,9,8,2,5,7,2,2,1,16,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.88
ciit/fa14-bse-966/isb,csc303,3,2,2,9,10,8,5,1,21,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.63
ciit/fa14-bse-976/isb,csc303,5,3,10,1,6,9,7,3,15,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.37
ciit/fa14-bse-99/isb,csc303,6,6,10,10,9,4,2,2,19,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa15-bse-1030/isb,csc303,8,6,6,10,5,6,5,1,24,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.65
ciit/fa15-bse-1039/isb,csc303,5,1,3,10,10,4,2,10,23,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.07
ciit/fa15-bse-1153/isb,csc303,7,6,9,2,10,5,4,3,22,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.4
ciit/fa15-bse-1161/isb,csc303,2,8,1,1,6,9,1,5,21,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.64
ciit/fa15-bse-1172/isb,csc303,7,5,7,3,10,3,4,6,16,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.83
ciit/fa15-bse-1388/isb,csc303,3,2,7,3,2,1,7,6,23,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.34
ciit/fa15-bse-1439/isb,csc303,4,3,9,8,9,5,10,6,20,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.21
ciit/fa15-bse-1476/isb,csc303,1,2,4,7,3,6,10,4,17,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.2
ciit/fa15-bse-1492/isb,csc303,8,6,3,8,6,10,1,4,17,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.43
ciit/fa15-bse-150/isb,csc303,10,7,3,10,7,3,6,3,17,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.38
ciit/fa15-bse-1502/isb,csc303,10,2,6,10,5,4,6,9,16,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.83
ciit/fa15-bse-1507/isb,csc303,4,3,9,10,6,6,9,3,18,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.6
ciit/fa15-bse-1563/isb,csc303,3,5,8,2,3,1,4,4,20,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.92
ciit/fa15-bse-1611/isb,csc303,4,6,3,7,6,1,5,9,15,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.75
ciit/fa15-bse-1617/isb,csc303,1,6,2,6,6,7,6,1,22,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.73
ciit/fa15-bse-1641/isb,csc303,3,9,4,1,8,10,8,7,24,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.42
ciit/fa15-bse-1660/isb,csc303,5,3,9,1,5,9,1,8,21,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.07
ciit/fa15-bse-1775/isb,csc303,2,2,3,6,10,10,10,4,15,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.57
ciit/fa15-bse-1776/isb,csc303,3,6,4,7,7,1,3,7,17,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.31
ciit/fa15-bse-1843/isb,csc303,9,1,5,9,2,3,10,8,24,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.92
ciit/fa15-bse-185/isb,csc303,3,7,1,7,10,8,6,7,20,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.64
ciit/fa15-bse-1857/isb,csc303,1,2,1,9,1,3,6,6,17,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.17
ciit/fa15-bse-1867/isb,csc303,1,8,8,1,3,7,8,10,18,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.73
ciit/fa15-bse-1889/isb,csc303,4,3,4,7,1,8,8,4,22,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.63
ciit/fa15-bse-1927/isb,csc303,6,9,5,7,10,3,8,8,22,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.53
ciit/fa15-bse-1964/isb,csc303,8,4,4,7,8,8,4,4,18,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.46
ciit/fa15-bse-2006/isb,csc303,5,10,5,2,7,10,1,7,18,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.74
ciit/fa15-bse-2063/isb,csc303,8,2,9,1,8,10,2,3,20,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.87
ciit/fa15-bse-21/isb,csc303,6,5,9,3,1,5,6,2,22,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.31
ciit/fa15-bse-2242/isb,csc303,5,3,2,8,7,5,8,10,17,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.28
ciit/fa15-bse-225/isb,csc303,9,10,5,8,8,8,1,5,15,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.29
ciit/fa15-bse-2256/isb,csc303,5,3,2,3,10,7,9,9,17,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.25
ciit/fa15-bse-2305/isb,csc303,10,4,6,7,6,3,8,6,22,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.08
ciit/fa15-bse-2310/isb,csc303,4,3,2,6,9,3,3,5,18,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.16
ciit/fa15-bse-2388/isb,csc303,7,5,8,1,2,7,8,4,19,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.83
ciit/fa15-bse-2436/isb,csc303,9,2,5,9,7,9,2,6,24,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.61
ciit/fa15-bse-2456/isb,csc303,9,6,10,2,5,6,3,7,22,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.88
ciit/fa15-bse-2509/isb,csc303,8,5,10,3,1,7,5,1,21,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.3
ciit/fa15-bse-2513/isb,csc303,10,4,6,10,10,3,8,7,24,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.6
ciit/fa15-bse-2531/isb,csc303,8,2,8,4,1,10,2,10,16,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.05
ciit/fa15-bse-2579/isb,csc303,8,9,9,2,9,8,6,2,16,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.22
ciit/fa15-bse-2591/isb,csc303,10,9,7,8,4,9,10,9,20,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.63
ciit/fa15-bse-2639/isb,csc303,1,4,2,10,9,8,10,6,19,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.83
ciit/fa15-bse-2716/isb,csc303,4,2,5,4,7,1,1,1,24,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.74
ciit/fa15-bse-2749/isb,csc303,3,2,1,3,1,10,8,5,17,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.25
ciit/fa15-bse-2751/isb,csc303,1,3,10,7,2,3,1,10,21,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.21
ciit/fa15-bse-2787/isb,csc303,6,4,5,3,1,2,4,6,20,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.56
ciit/fa15-bse-281/isb,csc303,4,2,5,1,5,5,4,9,18,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.53
ciit/fa15-bse-2879/isb,csc303,9,4,5,5,4,8,3,5,21,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.61
ciit/fa15-bse-2897/isb,csc303,9,10,5,9,10,8,8,9,16,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.16
ciit/fa15-bse-2920/isb,csc303,5,6,6,4,2,4,5,8,24,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.12
ciit/fa15-bse-3026/isb,csc303,6,5,1,8,1,4,6,7,18,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.67
ciit/fa15-bse-3032/isb,csc303,10,1,7,2,10,3,9,9,16,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.67
ciit/fa15-bse-3037/isb,csc303,6,8,5,4,2,10,7,2,16,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.85
ciit/fa15-bse-3112/isb,csc303,3,10,6,7,2,4,2,9,25,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.58
ciit/fa15-bse-3114/isb,csc303,9,6,2,10,3,6,1,2,22,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.54
ciit/fa15-bse-3150/isb,csc303,5,1,4,3,4,9,2,6,19,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.31
ciit/fa15-bse-3188/isb,csc303,9,8,8,2,6,8,10,5,22,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.29
ciit/fa15-bse-3198/isb,csc303,5,3,7,8,6,2,7,9,20,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.27
ciit/fa15-bse-3234/isb,csc303,7,8,8,6,2,2,3,10,16,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.2
ciit/fa15-bse-3235/isb,csc303,5,6,1,1,8,7,1,9,17,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.78
ciit/fa15-bse-3244/isb,csc303,2,4,6,1,6,6,10,9,21,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.94
ciit/fa15-bse-3264/isb,csc303,1,4,7,9,1,9,8,7,21,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.36
ciit/fa15-bse-3299/isb,csc303,3,7,6,6,5,1,3,8,22,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.13
ciit/fa15-bse-335/isb,csc303,6,10,10,6,2,4,9,9,19,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.73
ciit/fa15-bse-3351/isb,csc303,8,6,7,10,8,8,2,5,18,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.72
