Registration_number,Course_no,Quiz1,Quiz2,Quiz3,Quiz4,Assignment1,Assignment2,Assignment3,Assignment4,MidTerm,FinalTerm,LabMidTerm,LabFinalTerm,LabAssignment1,LabAssignment2,LabTask1,LabTask2,Course_cat
ciit/fa14-bcs-2275/isb,BIO231,5,0,10,9,3,6,5,9,6,44,20,43,1,6,3,4,BIO
ciit/fa14-bcs-2275/isb,csc211,0,1,7,4,2,2,0,10,6,40,16,32,6,8,8,0,csc
ciit/fa14-bcs-2275/isb,csc241,9,0,2,0,2,4,8,7,8,47,17,27,7,9,5,5,csc
ciit/fa14-bcs-2275/isb,hum103,1,8,5,7,0,9,0,9,10,46,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2275/isb,mth105,10,7,6,8,8,10,1,6,13,42,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2288/isb,BIO231,10,8,3,10,1,4,5,9,12,39,24,45,5,6,9,6,BIO
ciit/fa14-bcs-2288/isb,csc211,8,5,1,3,4,0,4,2,8,48,20,38,3,3,0,9,csc
ciit/fa14-bcs-2288/isb,csc241,9,6,9,2,2,1,8,8,13,25,24,30,4,5,2,10,csc
ciit/fa14-bcs-2288/isb,hum103,1,8,4,8,8,4,1,7,19,43,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2288/isb,mth105,8,1,9,5,7,2,1,2,14,18,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2297/isb,BIO231,1,5,9,9,9,8,4,3,8,20,18,25,8,4,3,10,BIO
ciit/fa14-bcs-2297/isb,csc211,6,8,9,4,9,10,8,10,2,41,17,27,1,2,1,6,csc
ciit/fa14-bcs-2297/isb,csc241,4,2,10,2,10,5,6,6,24,44,20,26,1,6,5,3,csc
ciit/fa14-bcs-2297/isb,hum103,4,9,9,1,7,5,6,3,10,45,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2297/isb,mth105,6,0,7,5,10,2,2,0,3,21,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2298/isb,BIO231,0,6,9,4,1,3,8,0,20,32,20,42,7,7,9,5,BIO
ciit/fa14-bcs-2298/isb,csc211,0,9,3,6,4,9,1,5,8,23,20,47,0,7,7,7,csc
ciit/fa14-bcs-2298/isb,csc241,9,2,2,2,0,1,0,9,12,50,18,30,0,4,2,1,csc
ciit/fa14-bcs-2298/isb,hum103,2,4,4,3,5,10,4,4,7,47,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2298/isb,mth105,7,10,2,4,7,7,5,10,6,24,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2317/isb,BIO231,8,8,8,10,4,2,4,4,10,10,16,29,1,6,9,5,BIO
ciit/fa14-bcs-2317/isb,csc211,8,1,10,7,4,5,4,4,8,50,15,33,6,5,5,1,csc
ciit/fa14-bcs-2317/isb,csc241,9,8,4,2,1,6,9,1,21,40,20,43,0,10,4,3,csc
ciit/fa14-bcs-2317/isb,hum103,6,2,8,10,10,5,10,1,11,36,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2317/isb,mth105,0,10,2,9,4,6,0,8,20,24,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2327/isb,BIO231,7,9,0,7,10,5,6,10,24,11,15,28,3,6,10,3,BIO
ciit/fa14-bcs-2327/isb,csc211,2,2,2,4,7,10,1,5,4,36,15,32,6,5,0,0,csc
ciit/fa14-bcs-2327/isb,csc241,2,1,5,4,8,9,2,5,16,15,21,44,4,2,1,10,csc
ciit/fa14-bcs-2327/isb,hum103,10,9,4,2,2,5,10,2,5,50,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2327/isb,mth105,0,5,4,5,4,9,6,1,13,43,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2381/isb,BIO231,7,4,10,7,1,9,9,8,8,41,15,27,9,7,4,4,BIO
ciit/fa14-bcs-2381/isb,csc211,2,8,10,5,9,5,3,7,2,22,20,36,6,6,7,1,csc
ciit/fa14-bcs-2381/isb,csc241,6,5,3,4,7,1,7,0,15,24,25,35,10,6,3,5,csc
ciit/fa14-bcs-2381/isb,hum103,2,1,7,10,5,0,10,2,18,27,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2381/isb,mth105,1,6,10,2,4,10,4,4,6,37,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2434/isb,BIO231,0,6,6,3,7,9,4,2,25,37,18,37,5,0,0,1,BIO
ciit/fa14-bcs-2434/isb,csc211,7,6,7,1,5,5,9,3,20,32,19,37,5,7,1,8,csc
ciit/fa14-bcs-2434/isb,csc241,2,9,8,7,3,3,6,9,18,28,22,49,2,2,1,7,csc
ciit/fa14-bcs-2434/isb,hum103,10,2,7,6,9,10,7,8,25,12,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2434/isb,mth105,5,10,9,5,0,8,3,8,17,22,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2469/isb,BIO231,0,1,5,0,1,10,1,9,22,14,21,43,5,5,4,5,BIO
ciit/fa14-bcs-2469/isb,csc211,8,6,8,0,6,4,4,7,23,23,23,43,6,3,1,3,csc
ciit/fa14-bcs-2469/isb,csc241,7,2,10,6,2,0,7,5,15,34,21,30,5,6,4,6,csc
ciit/fa14-bcs-2469/isb,hum103,4,6,7,2,7,5,5,9,9,22,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2469/isb,mth105,2,3,0,2,4,0,9,3,25,24,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2518/isb,BIO231,10,3,4,9,6,8,7,7,18,42,15,32,6,5,9,5,BIO
ciit/fa14-bcs-2518/isb,csc211,3,5,6,8,4,1,3,9,10,15,16,48,0,6,8,0,csc
ciit/fa14-bcs-2518/isb,csc241,0,3,10,4,2,5,3,4,17,32,21,45,2,10,1,6,csc
ciit/fa14-bcs-2518/isb,hum103,9,8,1,2,10,6,4,1,1,26,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2518/isb,mth105,8,7,4,7,3,0,0,5,5,13,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2524/isb,BIO231,8,6,9,10,2,8,8,1,24,18,22,43,5,4,7,9,BIO
ciit/fa14-bcs-2524/isb,csc211,10,2,1,3,6,0,4,4,16,34,19,37,5,0,9,5,csc
ciit/fa14-bcs-2524/isb,csc241,2,8,9,0,3,3,3,5,6,27,19,40,2,3,10,6,csc
ciit/fa14-bcs-2524/isb,hum103,1,0,1,7,0,6,7,6,10,44,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2524/isb,mth105,9,7,5,1,9,1,0,0,6,11,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2605/isb,BIO231,10,2,4,4,0,4,10,5,1,26,25,32,4,5,9,3,BIO
ciit/fa14-bcs-2605/isb,csc211,2,5,10,2,6,6,7,0,25,25,20,34,1,3,6,1,csc
ciit/fa14-bcs-2605/isb,csc241,7,4,10,5,8,7,5,5,1,37,21,38,0,4,7,5,csc
ciit/fa14-bcs-2605/isb,hum103,10,10,10,8,9,4,10,6,19,43,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2605/isb,mth105,3,6,2,10,4,6,9,9,3,13,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2636/isb,BIO231,7,0,8,4,7,1,10,4,25,29,16,43,4,3,0,5,BIO
ciit/fa14-bcs-2636/isb,csc211,3,0,6,10,0,1,6,9,5,31,23,40,5,8,7,5,csc
ciit/fa14-bcs-2636/isb,csc241,2,4,9,7,10,5,2,4,18,28,24,43,5,7,1,1,csc
ciit/fa14-bcs-2636/isb,hum103,5,6,9,0,3,3,4,9,11,31,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2636/isb,mth105,2,7,4,8,6,8,3,10,24,32,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2655/isb,BIO231,4,4,9,5,8,2,9,0,9,23,16,33,0,2,6,1,BIO
ciit/fa14-bcs-2655/isb,csc211,5,10,3,10,3,6,6,1,22,17,18,40,5,0,0,0,csc
ciit/fa14-bcs-2655/isb,csc241,3,8,6,9,1,1,3,2,22,25,16,25,6,2,0,7,csc
ciit/fa14-bcs-2655/isb,hum103,10,1,0,2,10,6,4,10,11,28,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2655/isb,mth105,5,6,10,9,6,2,8,1,23,43,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2656/isb,BIO231,10,9,5,4,3,10,9,3,3,46,21,47,9,3,2,0,BIO
ciit/fa14-bcs-2656/isb,csc211,8,8,5,8,2,6,2,8,12,46,24,50,9,1,8,10,csc
ciit/fa14-bcs-2656/isb,csc241,3,9,10,1,10,9,5,9,19,41,15,41,3,8,3,0,csc
ciit/fa14-bcs-2656/isb,hum103,10,3,5,0,1,6,2,9,6,35,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2656/isb,mth105,8,10,5,2,2,9,6,1,6,41,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2659/isb,BIO231,6,10,7,8,4,8,1,9,14,44,15,48,7,4,7,9,BIO
