Registration_number,Course_no,Quiz1,Quiz2,Quiz3,Quiz4,Assignment1,Assignment2,Assignment3,Assignment4,MidTerm,FinalTerm,LabMidTerm,LabFinalTerm,LabAssignment1,LabAssignment2,LabTask1,LabTask2,Course_cat
ciit/fa14-bcs-1241/isb,hum100,7,4,8,0,7,9,6,8,16,20,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1241/isb,hum110,0,10,2,2,8,2,7,4,4,21,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1241/isb,phy121,2,3,5,4,9,7,2,6,20,43,18,28,3,5,5,1,phy
ciit/fa14-bcs-1255/isb,csc101,6,3,5,3,3,10,9,3,1,25,23,34,1,4,5,8,csc
ciit/fa14-bcs-1255/isb,hum100,9,7,6,6,6,2,3,6,11,49,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1255/isb,hum110,10,1,9,8,5,1,7,4,16,13,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1255/isb,phy121,8,1,3,6,9,3,9,3,13,30,15,41,3,8,1,4,phy
ciit/fa14-bcs-1272/isb,csc101,6,5,10,5,0,2,1,5,5,17,17,35,5,7,9,7,csc
ciit/fa14-bcs-1272/isb,hum100,9,2,4,4,7,5,6,8,10,44,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1272/isb,hum110,6,7,10,5,10,1,4,10,20,23,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1272/isb,phy121,9,0,8,1,5,8,8,9,1,23,23,28,1,3,5,0,phy
ciit/fa14-bcs-1354/isb,csc101,6,10,8,4,10,10,0,9,9,50,23,37,5,1,10,1,csc
ciit/fa14-bcs-1354/isb,hum100,7,0,5,0,0,3,7,10,3,15,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1354/isb,hum110,4,6,1,8,8,4,9,7,0,25,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1354/isb,phy121,5,4,4,9,5,9,6,5,16,49,16,26,10,7,7,7,phy
ciit/fa14-bcs-1429/isb,csc101,1,8,6,9,2,4,6,4,22,33,25,40,0,1,9,3,csc
ciit/fa14-bcs-1429/isb,hum100,10,2,6,4,10,9,8,9,23,46,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1429/isb,hum110,7,1,10,9,6,0,3,8,5,31,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1429/isb,phy121,1,0,8,10,0,8,9,5,4,24,25,36,7,8,9,5,phy
ciit/fa14-bcs-1443/isb,csc101,1,4,10,2,7,4,8,3,2,43,18,28,2,4,10,7,csc
ciit/fa14-bcs-1443/isb,hum100,3,3,6,4,10,0,6,4,22,19,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1443/isb,hum110,2,9,8,8,7,1,2,0,20,25,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1443/isb,phy121,9,1,9,10,4,0,5,9,1,26,25,32,9,7,0,7,phy
ciit/fa14-bcs-1509/isb,csc101,6,9,3,3,9,9,8,3,7,27,20,30,0,10,5,6,csc
ciit/fa14-bcs-1509/isb,hum100,5,6,6,10,9,1,3,7,25,12,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1509/isb,hum110,10,2,1,10,10,0,7,5,0,33,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1509/isb,phy121,4,0,7,10,1,2,6,4,9,23,18,35,5,9,1,10,phy
ciit/fa14-bcs-1600/isb,csc101,0,5,0,0,6,7,3,7,0,10,21,44,1,10,7,1,csc
ciit/fa14-bcs-1600/isb,hum100,0,8,2,10,4,7,10,4,21,25,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1600/isb,hum110,1,4,0,7,0,8,6,5,16,44,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1600/isb,phy121,1,5,6,8,2,4,4,8,17,40,17,39,3,5,3,10,phy
ciit/fa14-bcs-163/isb,csc101,3,3,2,2,1,6,0,1,23,17,24,45,9,7,7,10,csc
ciit/fa14-bcs-163/isb,hum100,7,10,4,1,6,2,8,4,6,13,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-163/isb,hum110,10,2,2,4,4,1,4,6,14,18,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-163/isb,phy121,0,2,7,3,6,0,9,0,11,22,16,25,2,9,0,2,phy
ciit/fa14-bcs-1652/isb,csc101,1,10,0,3,10,9,7,6,5,45,16,33,0,3,8,7,csc
ciit/fa14-bcs-1652/isb,hum100,2,7,9,0,10,3,4,9,18,25,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1652/isb,hum110,8,7,7,10,6,10,3,10,4,22,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1652/isb,phy121,3,6,5,9,6,2,1,0,22,43,24,33,1,9,0,8,phy
ciit/fa14-bcs-1780/isb,csc101,10,10,5,3,3,2,0,0,4,23,24,50,7,10,5,8,csc
ciit/fa14-bcs-1780/isb,hum100,8,4,0,8,5,2,6,4,8,33,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1780/isb,hum110,9,9,0,4,8,8,0,3,16,48,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1780/isb,phy121,8,4,6,8,1,3,3,4,12,26,18,32,9,3,3,9,phy
ciit/fa14-bcs-1796/isb,csc101,1,5,9,9,1,6,9,0,24,33,19,34,5,9,2,3,csc
ciit/fa14-bcs-1796/isb,hum100,3,9,0,6,2,4,10,7,23,21,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1796/isb,hum110,0,6,2,4,5,9,5,5,5,35,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1796/isb,phy121,5,7,1,4,2,0,0,6,17,38,21,32,8,5,5,9,phy
ciit/fa14-bcs-1813/isb,csc101,9,1,10,0,10,5,0,4,4,10,17,46,3,2,9,1,csc
ciit/fa14-bcs-1813/isb,hum100,8,1,2,1,2,5,6,4,25,45,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1813/isb,hum110,8,6,7,3,0,6,2,3,2,11,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1813/isb,phy121,7,8,3,7,3,2,3,7,16,21,22,48,10,10,3,10,phy
ciit/fa14-bcs-1821/isb,csc101,4,7,10,5,2,9,0,10,24,34,16,42,1,9,4,9,csc
ciit/fa14-bcs-1821/isb,hum100,4,2,8,2,10,2,0,0,16,34,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1821/isb,hum110,10,1,3,0,9,9,2,3,8,16,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1821/isb,phy121,4,4,4,4,5,9,4,1,19,36,17,26,0,1,6,5,phy
ciit/fa14-bcs-1860/isb,csc101,0,2,4,4,0,9,0,1,0,34,17,50,0,3,7,4,csc
ciit/fa14-bcs-1860/isb,hum100,4,6,8,2,4,3,9,1,18,11,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1860/isb,hum110,5,0,3,1,0,7,0,0,24,49,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1860/isb,phy121,8,1,9,5,4,8,5,7,15,41,19,25,9,7,8,7,phy
ciit/fa14-bcs-1953/isb,csc101,4,4,0,6,5,1,4,6,23,17,21,40,0,7,9,5,csc
ciit/fa14-bcs-1953/isb,hum100,8,4,4,5,10,1,10,2,3,13,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1953/isb,hum110,4,8,4,10,4,7,9,6,14,39,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1953/isb,phy121,3,3,6,10,5,8,9,5,15,42,23,29,4,1,7,6,phy
ciit/fa14-bcs-1975/isb,csc101,10,5,6,5,7,8,2,8,18,42,21,49,6,4,6,3,csc
ciit/fa14-bcs-1975/isb,hum100,8,4,0,2,10,5,9,3,18,38,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1975/isb,hum110,8,9,10,8,6,0,7,0,21,21,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1975/isb,phy121,10,7,3,2,1,8,6,1,25,47,17,49,3,0,10,3,phy
ciit/fa14-bcs-1983/isb,csc101,10,8,1,2,9,1,7,8,13,26,17,43,5,10,8,2,csc
ciit/fa14-bcs-1983/isb,hum100,5,4,5,4,2,9,2,2,3,21,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1983/isb,hum110,6,5,1,3,10,6,7,5,22,26,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1983/isb,phy121,8,7,1,9,4,10,10,8,10,49,15,47,3,2,8,6,phy
ciit/fa14-bcs-1994/isb,csc101,7,8,1,5,8,9,3,2,14,29,18,38,5,2,5,4,csc
ciit/fa14-bcs-1994/isb,hum100,4,3,0,5,8,1,9,2,2,10,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1994/isb,hum110,9,10,10,6,8,4,1,9,22,40,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1994/isb,phy121,6,7,4,3,2,9,3,5,22,25,24,47,7,6,9,8,phy
ciit/fa14-bcs-202/isb,csc101,0,1,7,2,2,0,7,3,23,15,23,30,3,10,5,7,csc
ciit/fa14-bcs-202/isb,hum100,3,9,8,4,7,7,7,3,14,20,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-202/isb,hum110,7,5,3,0,8,3,6,6,12,20,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-202/isb,phy121,4,4,2,2,5,10,5,7,23,15,18,48,0,0,3,0,phy
ciit/fa14-bcs-2089/isb,csc101,4,6,5,9,0,6,9,3,24,31,23,25,4,2,3,1,csc
ciit/fa14-bcs-2089/isb,hum100,0,10,2,1,4,8,10,10,12,37,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2089/isb,hum110,2,9,2,8,7,1,6,1,4,49,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2089/isb,phy121,8,5,1,3,10,1,5,3,7,33,23,31,9,4,4,8,phy
ciit/fa14-bcs-2116/isb,csc101,10,10,4,9,8,8,10,7,0,46,22,45,0,0,1,2,csc
ciit/fa14-bcs-2116/isb,hum100,4,3,6,6,7,3,10,8,14,40,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2116/isb,hum110,9,9,3,5,5,5,6,2,13,14,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2116/isb,phy121,1,7,6,3,5,1,10,2,9,11,15,49,5,2,0,7,phy
ciit/fa14-bcs-2251/isb,csc101,6,9,3,8,10,2,5,2,16,16,17,28,7,6,9,1,csc
ciit/fa14-bcs-2251/isb,hum100,2,2,3,0,5,5,8,4,24,47,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2251/isb,hum110,0,8,9,4,8,3,10,1,16,17,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2251/isb,phy121,9,5,8,1,9,6,5,5,9,50,21,49,0,6,10,0,phy
ciit/fa14-bcs-2270/isb,csc101,1,1,1,0,8,9,5,4,20,41,23,37,1,0,1,10,csc
ciit/fa14-bcs-2270/isb,hum100,1,9,8,3,10,9,7,7,21,47,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2270/isb,hum110,7,9,6,1,7,5,8,0,13,46,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2270/isb,phy121,10,9,9,4,4,5,8,6,11,22,22,36,1,7,8,4,phy
ciit/fa14-bcs-2275/isb,csc101,7,8,7,6,8,0,2,8,16,50,25,42,10,9,0,8,csc
ciit/fa14-bcs-2275/isb,hum100,6,6,8,10,2,4,8,10,25,36,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2275/isb,hum110,1,10,1,1,5,6,4,6,2,37,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2275/isb,phy121,4,5,5,5,9,6,4,1,13,30,25,31,7,0,9,4,phy
ciit/fa14-bcs-2288/isb,csc101,3,3,1,5,2,9,4,3,4,42,23,26,0,0,8,2,csc
ciit/fa14-bcs-2288/isb,hum100,0,0,0,4,1,3,1,9,20,22,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2288/isb,hum110,4,2,2,6,1,10,9,2,17,17,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2288/isb,phy121,1,0,7,10,5,5,5,5,10,24,17,33,4,10,9,3,phy
ciit/fa14-bcs-2297/isb,csc101,10,0,3,0,3,6,8,6,21,24,21,27,3,3,6,1,csc
ciit/fa14-bcs-2297/isb,hum100,0,9,10,5,6,3,9,2,18,44,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2297/isb,hum110,7,0,6,3,3,8,3,6,11,26,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2297/isb,phy121,2,3,4,3,5,5,10,1,8,24,25,43,2,8,0,3,phy
ciit/fa14-bcs-2298/isb,csc101,3,10,6,6,10,9,5,2,8,23,23,45,4,6,3,0,csc
ciit/fa14-bcs-2298/isb,hum100,7,3,7,7,5,7,5,8,0,44,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2298/isb,hum110,3,2,1,7,5,9,2,5,14,10,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2298/isb,phy121,2,6,6,7,7,8,5,1,15,12,21,35,5,2,10,9,phy
ciit/fa14-bcs-2317/isb,csc101,2,0,10,4,8,2,3,6,11,40,20,34,9,7,7,3,csc
ciit/fa14-bcs-2317/isb,hum100,9,10,1,9,4,3,8,7,19,21,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2317/isb,hum110,7,0,10,6,4,0,0,10,24,19,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2317/isb,phy121,3,3,10,10,2,7,9,8,6,27,24,43,0,6,10,2,phy
ciit/fa14-bcs-2327/isb,csc101,7,1,9,0,2,2,7,7,12,47,22,48,10,10,1,5,csc
ciit/fa14-bcs-2327/isb,hum100,5,3,10,3,6,4,3,7,10,11,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2327/isb,hum110,10,9,5,3,0,7,2,4,3,22,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2327/isb,phy121,8,7,9,4,2,6,6,1,19,40,20,37,2,2,7,10,phy
ciit/fa14-bcs-2381/isb,csc101,4,10,5,5,8,4,1,8,5,29,18,28,9,9,5,4,csc
ciit/fa14-bcs-2381/isb,hum100,4,8,10,8,0,1,9,5,1,31,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2381/isb,hum110,7,2,0,1,5,6,7,1,23,44,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2381/isb,phy121,1,7,9,5,4,4,6,8,2,37,24,35,9,1,5,0,phy
ciit/fa14-bcs-2434/isb,csc101,4,3,1,5,7,3,9,1,18,10,25,34,2,2,0,8,csc
ciit/fa14-bcs-2434/isb,hum100,2,4,1,8,6,2,4,5,6,23,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2434/isb,hum110,7,3,7,3,3,0,1,4,22,30,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2434/isb,phy121,9,5,0,2,7,1,4,8,0,30,22,30,9,8,0,2,phy
ciit/fa14-bcs-2469/isb,csc101,4,6,10,1,7,8,1,8,25,27,17,30,5,5,6,9,csc
ciit/fa14-bcs-2469/isb,hum100,7,6,0,3,4,7,3,1,14,20,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2469/isb,hum110,7,10,9,4,0,9,5,5,5,40,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2469/isb,phy121,5,8,0,3,7,5,10,7,20,44,21,29,4,4,7,1,phy
ciit/fa14-bcs-2518/isb,csc101,3,7,2,7,10,4,4,10,17,15,21,32,7,6,1,7,csc
ciit/fa14-bcs-2518/isb,hum100,6,5,1,2,7,0,7,5,5,49,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2518/isb,hum110,7,4,0,3,0,2,6,4,1,37,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2518/isb,phy121,3,4,7,2,1,1,2,0,25,36,23,45,7,0,0,7,phy
ciit/fa14-bcs-2524/isb,csc101,0,1,7,2,9,6,8,8,7,16,24,36,1,2,7,2,csc
ciit/fa14-bcs-2524/isb,hum100,2,3,6,7,5,0,8,10,23,23,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2524/isb,hum110,1,1,6,0,10,4,4,0,14,23,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2524/isb,phy121,9,3,7,1,6,8,9,10,11,37,23,41,10,8,8,3,phy
ciit/fa14-bcs-2605/isb,csc101,9,10,8,2,10,1,8,10,25,15,17,50,2,8,5,6,csc
ciit/fa14-bcs-2605/isb,hum100,1,5,1,2,7,7,2,7,9,24,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2605/isb,hum110,4,2,8,3,7,2,9,0,20,26,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2605/isb,phy121,2,6,8,2,0,5,6,7,11,37,18,29,2,7,3,7,phy
ciit/fa14-bcs-2636/isb,csc101,3,2,7,10,1,0,0,6,24,31,15,48,8,6,4,3,csc
ciit/fa14-bcs-2636/isb,hum100,0,5,4,3,6,2,4,3,22,33,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2636/isb,hum110,8,7,0,3,2,10,0,3,15,50,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2636/isb,phy121,10,10,5,3,3,5,6,1,25,16,19,26,10,0,7,3,phy
ciit/fa14-bcs-2655/isb,csc101,3,0,5,0,0,7,2,7,1,20,17,43,2,4,2,8,csc
ciit/fa14-bcs-2655/isb,hum100,2,7,10,10,2,0,4,3,3,16,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2655/isb,hum110,8,6,8,10,3,7,3,5,9,45,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2655/isb,phy121,2,1,4,7,7,3,10,5,4,42,22,31,7,3,0,9,phy
ciit/fa14-bcs-2656/isb,csc101,6,5,10,1,10,5,0,9,25,28,17,29,2,1,9,10,csc
ciit/fa14-bcs-2656/isb,hum100,8,2,2,5,10,4,2,9,1,34,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2656/isb,hum110,5,4,0,8,6,0,3,3,8,26,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2656/isb,phy121,5,7,8,7,2,10,7,3,5,34,17,48,6,3,7,0,phy
ciit/fa14-bcs-2659/isb,csc101,5,0,3,2,7,4,2,10,14,24,17,42,6,2,4,5,csc
ciit/fa14-bcs-2659/isb,hum100,7,10,3,9,5,0,8,4,20,20,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2659/isb,hum110,6,6,1,7,8,3,5,4,24,21,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2659/isb,phy121,5,9,6,10,5,8,0,4,0,44,23,31,5,8,2,10,phy
ciit/fa14-bcs-2701/isb,csc101,6,5,4,2,6,1,5,5,6,40,18,27,1,1,4,8,csc
ciit/fa14-bcs-2701/isb,hum100,9,8,1,1,9,8,5,8,4,11,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2701/isb,hum110,2,6,10,9,8,10,5,10,15,15,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2701/isb,phy121,0,8,2,5,5,4,8,8,5,15,19,35,4,3,0,4,phy
ciit/fa14-bcs-2709/isb,csc101,8,7,8,4,3,3,8,8,10,49,20,42,6,9,5,6,csc
ciit/fa14-bcs-2709/isb,hum100,2,4,4,4,4,9,2,9,16,30,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2709/isb,hum110,9,2,9,0,1,10,10,2,14,36,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2709/isb,phy121,10,1,2,10,0,8,9,4,13,15,22,38,6,5,7,3,phy
ciit/fa14-bcs-2765/isb,csc101,10,10,3,5,4,0,2,10,10,20,22,49,6,9,5,4,csc
ciit/fa14-bcs-2765/isb,hum100,0,8,4,1,8,1,0,1,21,30,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2765/isb,hum110,2,4,9,5,5,4,6,6,6,43,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2765/isb,phy121,7,7,6,1,0,1,7,8,15,33,17,49,4,4,1,0,phy
ciit/fa14-bcs-2788/isb,csc101,7,9,0,2,4,3,1,1,2,23,17,43,8,3,10,4,csc
ciit/fa14-bcs-2788/isb,hum100,3,9,7,4,5,8,6,10,23,28,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2788/isb,hum110,5,1,3,2,8,2,8,1,13,24,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2788/isb,phy121,0,5,6,6,3,0,2,3,7,23,24,37,0,3,9,3,phy
ciit/fa14-bcs-279/isb,csc101,5,0,5,6,1,7,5,1,14,23,16,40,7,5,7,0,csc
ciit/fa14-bcs-279/isb,hum100,3,7,4,10,4,0,9,4,7,48,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-279/isb,hum110,9,1,6,1,9,3,3,0,8,19,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-279/isb,phy121,5,9,9,6,0,3,4,5,24,42,20,44,7,1,10,2,phy
ciit/fa14-bcs-2791/isb,csc101,5,7,8,1,6,6,5,7,9,15,16,50,3,2,9,10,csc
ciit/fa14-bcs-2791/isb,hum100,7,2,8,3,3,9,5,1,0,20,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2791/isb,hum110,0,10,1,6,8,10,9,7,22,31,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2791/isb,phy121,7,5,6,4,3,7,7,2,20,38,21,26,7,10,4,1,phy
ciit/fa14-bcs-280/isb,csc101,4,7,3,4,6,4,6,8,11,41,15,31,3,2,6,2,csc
ciit/fa14-bcs-280/isb,hum100,7,8,6,10,9,9,4,5,15,13,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-280/isb,hum110,10,9,2,8,3,3,5,4,17,43,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-280/isb,phy121,10,0,5,10,6,7,2,8,20,13,22,41,4,7,6,3,phy
ciit/fa14-bcs-2803/isb,csc101,3,5,1,10,10,1,0,6,14,47,24,41,2,3,2,8,csc
ciit/fa14-bcs-2803/isb,hum100,5,10,0,9,7,3,5,7,4,28,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2803/isb,hum110,10,10,4,3,7,0,3,8,6,35,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2803/isb,phy121,4,6,2,6,7,4,0,5,7,50,24,38,1,0,2,7,phy
ciit/fa14-bcs-2824/isb,csc101,0,3,8,10,7,5,6,7,2,37,20,33,10,3,9,6,csc
ciit/fa14-bcs-2824/isb,hum100,2,7,9,8,7,9,9,9,21,15,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2824/isb,hum110,10,3,10,5,4,4,7,8,16,48,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2824/isb,phy121,6,9,4,5,9,0,10,5,19,24,23,44,10,2,8,2,phy
ciit/fa14-bcs-2848/isb,csc101,4,4,10,2,8,4,1,4,16,17,22,30,3,10,3,6,csc
ciit/fa14-bcs-2848/isb,hum100,8,1,5,8,1,10,0,4,20,47,NULL,NULL,NULL,NULL,NULL,NULL,hum
