Registration_number,Course_no,Quiz1,Quiz2,Quiz3,Quiz4,Assignment1,Assignment2,Assignment3,Assignment4,MidTerm,FinalTerm,LabMidTerm,LabFinalTerm,LabAssignment1,LabAssignment2,LabTask1,LabTask2,Course_cat,Course_GPA
ciit/fa15-bse-1030/isb,csc211,10,1,2,7,2,6,9,9,18,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.43
ciit/fa15-bse-1039/isb,csc211,7,3,3,2,3,4,4,3,19,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.48
ciit/fa15-bse-1153/isb,csc211,8,3,5,4,9,5,6,9,15,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.67
ciit/fa15-bse-1161/isb,csc211,1,4,5,10,6,6,7,3,24,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.87
ciit/fa15-bse-1172/isb,csc211,7,7,4,2,3,6,2,8,20,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa15-bse-1388/isb,csc211,2,5,1,2,4,9,4,5,25,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.12
ciit/fa15-bse-1439/isb,csc211,6,2,7,1,8,8,4,8,19,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.87
ciit/fa15-bse-1476/isb,csc211,9,4,2,3,4,7,10,5,23,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.22
ciit/fa15-bse-1492/isb,csc211,8,4,6,2,8,7,10,3,15,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.83
ciit/fa15-bse-150/isb,csc211,8,5,5,7,4,1,5,8,21,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.98
ciit/fa15-bse-1502/isb,csc211,1,3,9,1,10,8,10,9,19,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,3
ciit/fa15-bse-1507/isb,csc211,6,1,2,2,3,10,6,9,19,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.03
ciit/fa15-bse-1563/isb,csc211,10,4,10,8,7,9,7,6,21,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.81
ciit/fa15-bse-1611/isb,csc211,8,8,10,6,10,3,7,6,24,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.25
ciit/fa15-bse-1617/isb,csc211,9,6,8,8,1,8,5,3,21,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.46
ciit/fa15-bse-1641/isb,csc211,6,2,10,10,5,7,3,4,22,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa15-bse-1660/isb,csc211,7,7,10,3,7,2,4,4,19,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.92
ciit/fa15-bse-1775/isb,csc211,1,4,3,7,7,1,8,2,24,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.98
ciit/fa15-bse-1776/isb,csc211,8,5,7,7,4,8,1,7,20,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.98
ciit/fa15-bse-1843/isb,csc211,6,4,3,1,7,10,2,1,25,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.13
ciit/fa15-bse-185/isb,csc211,4,10,5,1,5,9,5,2,24,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.71
ciit/fa15-bse-1857/isb,csc211,6,1,5,2,2,2,5,10,23,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.44
ciit/fa15-bse-1867/isb,csc211,5,2,10,1,6,1,7,1,17,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.2
ciit/fa15-bse-3235/isb,csc211,3,4,1,6,10,7,5,6,23,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.85
ciit/fa15-bse-3244/isb,csc211,4,5,7,7,3,4,7,5,17,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.32
ciit/fa15-bse-3264/isb,csc211,6,4,1,3,7,10,2,4,24,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.99
ciit/fa15-bse-3299/isb,csc211,5,8,3,2,10,1,3,8,23,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa15-bse-335/isb,csc211,8,10,8,4,1,1,2,4,18,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.35
ciit/fa15-bse-3351/isb,csc211,3,5,9,6,1,2,1,4,25,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.98
ciit/fa15-bse-3353/isb,csc211,8,6,8,5,4,5,4,4,16,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.55
ciit/fa15-bse-3389/isb,csc211,8,8,7,8,6,4,6,10,17,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.25
ciit/fa15-bse-3414/isb,csc211,1,9,6,1,2,2,7,8,15,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.14
ciit/fa15-bse-3432/isb,csc211,5,6,6,5,7,4,3,9,24,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.42
ciit/fa15-bse-3449/isb,csc211,3,8,6,6,1,3,6,8,16,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.91
ciit/fa15-bse-3483/isb,csc211,1,10,6,1,9,5,3,9,16,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.48
ciit/fa15-bse-3487/isb,csc211,4,1,9,9,9,8,2,4,22,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.36
ciit/fa15-bse-3506/isb,csc211,3,5,1,2,4,9,8,4,21,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.62
ciit/fa15-bse-3551/isb,csc211,5,6,1,1,8,6,2,7,16,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.09
ciit/fa15-bse-3612/isb,csc211,8,9,6,7,3,6,8,4,22,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.06
ciit/fa15-bse-362/isb,csc211,9,6,10,3,5,7,2,5,15,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.44
ciit/fa15-bse-3626/isb,csc211,1,8,3,9,3,4,9,3,21,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.69
ciit/fa15-bse-3659/isb,csc211,4,6,3,2,1,8,9,7,19,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.44
ciit/fa15-bse-3698/isb,csc211,2,10,9,3,2,2,3,8,19,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.82
ciit/fa15-bse-37/isb,csc211,2,9,2,6,9,10,6,1,19,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.12
ciit/fa15-bse-3719/isb,csc211,7,1,2,5,6,5,1,3,17,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.87
ciit/fa15-bse-372/isb,csc211,5,1,5,5,6,1,6,5,18,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa15-bse-3727/isb,csc211,7,7,5,5,10,3,9,9,20,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.1
ciit/fa15-bse-378/isb,csc211,10,5,5,3,5,3,4,1,25,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.55
ciit/fa15-bse-389/isb,csc211,8,9,5,10,1,4,2,5,21,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.34
ciit/fa15-bse-396/isb,csc211,6,1,5,5,7,5,4,3,23,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.1
ciit/fa15-bse-4/isb,csc211,8,9,7,6,2,6,4,4,22,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.03
ciit/fa15-bse-474/isb,csc211,1,9,4,10,8,1,2,4,17,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.44
ciit/fa15-bse-547/isb,csc211,1,1,8,2,10,4,10,6,16,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.86
ciit/fa15-bse-583/isb,csc211,7,4,2,8,5,5,10,7,23,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.49
ciit/fa15-bse-585/isb,csc211,5,1,10,10,1,7,9,10,24,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.58
ciit/fa15-bse-60/isb,csc211,8,5,3,5,1,7,9,9,25,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,3
ciit/fa15-bse-67/isb,csc211,2,9,7,7,9,9,1,10,21,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.06
ciit/fa15-bse-670/isb,csc211,8,7,5,5,3,5,6,4,24,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.15
ciit/fa15-bse-72/isb,csc211,9,7,7,7,1,5,9,10,19,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.51
ciit/fa15-bse-75/isb,csc211,6,10,10,1,10,8,1,1,19,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.36
ciit/fa15-bse-785/isb,csc211,10,6,4,4,6,4,3,6,20,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.48
ciit/fa16-bse-1730/isb,csc211,1,8,10,4,8,10,3,2,24,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.89
ciit/fa16-bse-1735/isb,csc211,7,9,7,9,5,10,5,6,18,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.67
ciit/fa16-bse-177/isb,csc211,10,2,6,7,6,10,2,5,16,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa16-bse-1791/isb,csc211,1,6,5,2,5,3,9,7,22,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,3
ciit/fa16-bse-18/isb,csc211,4,1,1,6,10,1,8,4,18,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.34
ciit/fa16-bse-1833/isb,csc211,5,10,8,4,8,10,6,6,16,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.25
ciit/fa16-bse-1902/isb,csc211,1,9,3,2,5,8,4,4,20,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.96
ciit/fa16-bse-1911/isb,csc211,2,5,10,10,2,9,6,3,16,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.06
ciit/fa16-bse-1961/isb,csc211,2,6,5,6,10,6,3,1,23,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.88
ciit/fa16-bse-1963/isb,csc211,1,10,9,6,8,2,5,4,23,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.73
ciit/fa16-bse-1980/isb,csc211,3,2,4,1,9,4,6,5,16,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.88
ciit/fa16-bse-2004/isb,csc211,3,8,8,2,10,2,2,8,24,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.83
ciit/fa16-bse-2023/isb,csc211,10,1,2,7,9,7,1,6,19,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.43
ciit/fa16-bse-2070/isb,csc211,5,9,9,5,5,2,6,9,22,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.15
ciit/fa16-bse-2092/isb,csc211,2,3,9,1,1,5,5,6,18,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.13
ciit/fa16-bse-2094/isb,csc211,7,3,8,6,2,9,1,9,21,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.48
ciit/fa16-bse-2114/isb,csc211,4,4,9,9,6,4,4,1,17,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.65
ciit/fa16-bse-2139/isb,csc211,9,10,3,6,8,1,4,2,18,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.92
ciit/fa16-bse-2190/isb,csc211,8,3,4,7,7,5,4,5,23,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.12
ciit/fa16-bse-2202/isb,csc211,6,8,7,10,3,4,4,2,17,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.66
ciit/fa16-bse-2215/isb,csc211,9,7,9,7,3,10,2,8,20,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.71
ciit/fa16-bse-2279/isb,csc211,2,4,5,3,2,10,6,10,16,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.87
ciit/fa16-bse-2287/isb,csc211,5,5,2,1,5,4,2,1,25,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.36
ciit/fa16-bse-2296/isb,csc211,7,10,1,5,2,8,7,7,24,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.67
ciit/fa16-bse-231/isb,csc211,3,8,3,8,9,8,1,5,19,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.89
ciit/fa16-bse-2314/isb,csc211,8,4,5,9,3,9,1,5,15,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.65
ciit/fa16-bse-2341/isb,csc211,7,8,6,3,9,8,2,4,19,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.15
ciit/fa16-bse-2364/isb,csc211,7,1,3,8,1,4,6,6,25,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.06
ciit/fa16-bse-2374/isb,csc211,9,7,8,10,5,5,1,2,17,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.88
ciit/fa16-bse-2396/isb,csc211,7,3,3,4,9,4,9,6,17,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.64
ciit/fa16-bse-244/isb,csc211,4,8,3,8,8,6,8,6,21,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.19
ciit/fa16-bse-2489/isb,csc211,5,2,3,7,1,5,10,6,17,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa16-bse-2502/isb,csc211,8,10,4,4,8,2,5,8,24,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.49
ciit/fa16-bse-2566/isb,csc211,6,9,7,10,6,3,1,2,16,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.21
ciit/fa16-bse-2567/isb,csc211,2,10,2,1,9,5,5,10,18,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.78
ciit/fa16-bse-2595/isb,csc211,1,8,7,5,9,10,2,9,22,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.9
ciit/fa16-bse-2599/isb,csc211,4,2,6,3,1,10,7,7,20,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.52
ciit/fa16-bse-353/isb,csc211,10,4,2,10,8,7,5,1,24,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.8
ciit/fa16-bse-3552/isb,csc211,5,7,3,6,10,7,3,1,17,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.73
ciit/fa16-bse-3553/isb,csc211,10,6,1,7,5,10,9,6,22,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.71
ciit/fa16-bse-356/isb,csc211,7,10,10,10,3,9,5,5,16,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.01
ciit/fa16-bse-3568/isb,csc211,4,8,3,1,6,6,2,6,22,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.94
ciit/fa16-bse-3613/isb,csc211,2,3,2,3,9,9,7,6,22,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.54
ciit/fa16-bse-3615/isb,csc211,8,9,2,10,7,4,5,9,24,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.75
ciit/fa16-bse-3623/isb,csc211,5,2,9,2,9,8,10,9,21,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.9
ciit/fa16-bse-3702/isb,csc211,6,6,4,10,2,10,8,1,25,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.66
ciit/fa16-bse-3716/isb,csc211,8,1,7,9,6,8,1,8,25,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.67
ciit/fa16-bse-416/isb,csc211,6,5,3,2,1,10,10,5,20,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.37
ciit/fa16-bse-45/isb,csc211,9,1,2,10,3,10,10,3,21,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.54
ciit/fa16-bse-491/isb,csc211,10,4,3,1,4,4,7,10,21,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.89
ciit/fa16-bse-494/isb,csc211,3,9,3,1,10,6,3,6,21,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.9
ciit/fa16-bse-517/isb,csc211,5,10,1,8,9,5,3,9,18,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.48
ciit/fa16-bse-535/isb,csc211,1,7,10,2,1,1,4,4,15,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.05
ciit/fa16-bse-561/isb,csc211,3,2,1,4,3,4,4,7,19,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.25
ciit/fa16-bse-594/isb,csc211,8,8,9,2,2,6,2,9,20,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.71
ciit/fa16-bse-608/isb,csc211,9,5,4,3,4,3,6,3,23,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.88
ciit/fa16-bse-610/isb,csc211,4,6,5,4,3,10,10,5,20,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.83
ciit/fa16-bse-628/isb,csc211,10,3,9,6,10,1,1,3,20,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.06
ciit/fa16-bse-642/isb,csc211,10,2,1,8,6,7,6,3,22,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa16-bse-68/isb,csc211,6,5,9,7,3,3,2,10,25,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.74
ciit/fa16-bse-687/isb,csc211,10,1,7,6,4,9,1,1,17,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.67
ciit/fa16-bse-704/isb,csc211,3,6,3,6,10,5,2,4,19,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.46
ciit/fa16-bse-717/isb,csc211,1,9,4,10,1,2,3,8,20,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.58
ciit/fa16-bse-721/isb,csc211,5,5,7,4,5,8,3,10,19,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.16
ciit/fa16-bse-722/isb,csc211,7,6,1,2,2,8,2,1,23,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.35
ciit/fa16-bse-723/isb,csc211,9,2,7,7,4,9,8,9,21,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.1
ciit/fa16-bse-734/isb,csc211,8,6,1,4,7,7,1,5,24,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.71
ciit/fa16-bse-740/isb,csc211,6,10,6,1,9,8,9,4,22,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.73
ciit/fa16-bse-758/isb,csc211,8,6,2,10,4,9,7,5,21,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.88
ciit/fa16-bse-789/isb,csc211,10,7,6,5,5,1,10,7,17,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa16-bse-814/isb,csc211,1,3,3,10,3,4,8,10,22,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa16-bse-824/isb,csc211,10,2,7,1,6,10,8,9,17,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.85
ciit/fa16-bse-838/isb,csc211,7,10,3,2,5,2,3,7,16,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.54
ciit/fa16-bse-864/isb,csc211,3,10,4,6,2,2,6,5,23,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.2
ciit/fa16-bse-866/isb,csc211,3,7,6,7,7,10,3,2,22,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.07
ciit/fa17-bse-1678/isb,csc211,1,8,8,4,2,1,3,2,23,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,3
ciit/fa17-bse-17/isb,csc211,1,9,3,6,1,6,5,8,15,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.54
ciit/fa17-bse-1711/isb,csc211,4,2,3,9,4,2,8,10,25,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.94
ciit/fa17-bse-1713/isb,csc211,10,8,10,7,1,1,2,4,22,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.58
