Registration_number,Course_no,Quiz1,Quiz2,Quiz3,Quiz4,Assignment1,Assignment2,Assignment3,Assignment4,MidTerm,FinalTerm,LabMidTerm,LabFinalTerm,LabAssignment1,LabAssignment2,LabTask1,LabTask2,Course_cat
ciit/fa14-bcs-1139/isb,csc103,9,2,6,7,8,4,3,7,1,23,16,46,0,7,2,10,csc
ciit/fa14-bcs-1139/isb,csc110,3,5,8,1,7,10,7,2,4,13,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1139/isb,eee241,5,7,2,10,4,6,1,10,3,28,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1139/isb,hum102,10,7,9,5,1,9,0,3,11,28,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1139/isb,mth104,7,2,1,5,0,2,8,3,21,41,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1189/isb,csc102,9,3,1,7,2,6,3,5,14,16,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1189/isb,csc103,10,0,4,3,10,8,6,9,8,46,24,42,7,7,10,3,csc
ciit/fa14-bcs-1189/isb,csc110,8,5,6,6,3,1,10,10,3,30,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1189/isb,eee241,0,6,8,1,4,8,6,5,15,27,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1189/isb,hum102,10,1,4,7,4,10,8,2,25,23,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1189/isb,mth104,9,2,10,1,5,1,5,3,20,17,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1190/isb,csc102,4,8,10,3,5,4,1,3,12,35,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1190/isb,csc103,6,8,10,10,3,5,9,5,1,16,16,40,6,3,6,6,csc
ciit/fa14-bcs-1190/isb,csc110,6,6,8,9,0,1,6,9,17,49,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1190/isb,eee241,1,9,5,5,4,10,2,2,0,29,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1190/isb,hum102,1,7,8,10,9,6,2,6,23,28,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1190/isb,mth104,8,10,0,5,7,1,7,6,5,48,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1241/isb,csc102,8,5,5,7,7,9,2,10,25,27,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1241/isb,csc103,1,6,0,0,4,7,8,10,16,46,19,32,8,3,7,9,csc
ciit/fa14-bcs-1241/isb,csc110,6,7,0,7,7,2,4,4,2,39,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1241/isb,eee241,4,10,10,10,5,8,0,4,21,50,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1241/isb,hum102,1,4,5,5,6,10,1,10,13,23,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1241/isb,mth104,4,4,3,2,1,6,9,10,1,44,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1255/isb,csc102,5,2,2,9,3,8,10,4,25,41,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1255/isb,csc103,5,8,10,4,9,3,6,6,8,20,15,45,2,3,1,3,csc
ciit/fa14-bcs-1255/isb,csc110,0,4,1,10,0,1,2,7,22,26,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1255/isb,eee241,6,2,7,7,10,0,4,3,11,50,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1255/isb,hum102,4,7,3,2,10,10,2,5,19,18,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1255/isb,mth104,2,1,10,7,2,6,3,8,22,48,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1272/isb,csc102,8,4,5,4,2,3,10,2,12,34,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1272/isb,csc103,10,4,9,2,4,6,10,0,9,35,15,35,3,1,5,4,csc
ciit/fa14-bcs-1272/isb,csc110,8,1,0,3,9,3,10,5,14,50,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1272/isb,eee241,4,3,1,0,3,6,5,1,17,11,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1272/isb,hum102,2,3,9,8,4,7,8,2,10,33,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1272/isb,mth104,5,5,7,10,10,6,5,5,18,45,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1354/isb,csc102,4,4,5,5,8,0,8,3,23,38,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1354/isb,csc103,2,10,7,3,1,1,5,1,14,18,22,39,1,2,8,3,csc
ciit/fa14-bcs-1354/isb,csc110,4,3,9,9,1,10,0,9,11,48,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1354/isb,eee241,1,0,1,6,4,1,4,2,19,16,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1354/isb,hum102,4,10,5,4,9,6,8,4,4,34,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1354/isb,mth104,4,2,6,9,0,10,8,2,9,12,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1429/isb,csc102,8,9,0,2,7,0,4,6,23,34,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1429/isb,csc103,0,4,1,10,2,5,1,2,6,29,18,47,5,8,5,8,csc
ciit/fa14-bcs-1429/isb,csc110,1,2,3,4,7,2,5,10,10,14,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1429/isb,eee241,1,5,9,0,9,5,8,8,16,18,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1429/isb,hum102,2,3,6,10,1,0,9,9,1,40,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1429/isb,mth104,2,2,6,3,0,4,2,5,14,41,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1443/isb,csc102,5,4,1,1,7,4,1,0,24,11,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1443/isb,csc103,2,1,8,7,2,0,0,4,2,41,24,25,6,0,3,1,csc
ciit/fa14-bcs-1443/isb,csc110,7,1,6,0,6,3,0,1,18,26,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1443/isb,eee241,9,2,4,10,6,4,3,8,14,16,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1443/isb,hum102,2,6,9,2,4,5,4,2,17,12,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1443/isb,mth104,5,2,0,0,1,1,2,6,15,48,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1509/isb,csc102,9,8,2,10,3,4,5,4,16,48,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1509/isb,csc103,7,10,8,9,7,2,7,8,18,18,22,48,9,7,8,6,csc
ciit/fa14-bcs-1509/isb,csc110,9,9,10,4,8,1,7,3,17,20,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1509/isb,eee241,8,7,1,2,8,2,4,3,5,30,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1509/isb,hum102,9,5,8,3,2,8,10,8,15,28,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1509/isb,mth104,5,7,8,2,1,7,9,6,4,48,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1600/isb,csc102,2,3,4,7,5,8,9,10,3,21,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1600/isb,csc103,4,9,0,2,4,8,8,9,12,21,20,38,2,2,4,3,csc
ciit/fa14-bcs-1600/isb,csc110,10,3,10,2,1,1,6,7,15,36,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1600/isb,eee241,5,8,3,2,4,0,2,10,0,26,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1600/isb,hum102,9,3,3,2,1,3,3,1,17,28,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1600/isb,mth104,8,6,7,5,5,1,2,3,25,35,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-163/isb,csc102,0,9,7,7,2,4,0,0,14,13,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-163/isb,csc103,10,6,6,1,4,7,9,5,5,45,25,39,9,1,10,10,csc
ciit/fa14-bcs-163/isb,csc110,0,5,0,6,4,7,4,0,12,47,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-163/isb,eee241,3,0,8,1,3,8,7,5,9,27,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-163/isb,hum102,7,6,0,9,3,0,8,10,0,10,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-163/isb,mth104,0,10,6,7,9,7,1,4,23,50,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1652/isb,csc102,1,5,5,8,3,3,5,0,7,24,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1652/isb,csc103,8,0,10,0,7,4,2,5,19,17,19,35,6,4,0,5,csc
ciit/fa14-bcs-1652/isb,csc110,5,4,10,5,8,1,2,4,17,26,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1652/isb,eee241,8,2,8,2,1,8,10,9,25,23,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1652/isb,hum102,2,4,1,10,6,3,0,1,7,48,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1652/isb,mth104,3,9,1,6,5,0,4,5,9,30,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1780/isb,csc102,4,6,10,3,4,9,0,7,20,22,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1780/isb,csc103,0,10,10,3,10,4,5,8,4,19,19,34,9,0,4,6,csc
ciit/fa14-bcs-1780/isb,csc110,0,10,1,5,4,10,0,0,16,44,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1780/isb,eee241,6,2,3,9,2,10,2,6,25,30,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1780/isb,hum102,7,4,9,0,0,1,2,1,16,43,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1780/isb,mth104,1,4,8,6,4,8,1,9,6,19,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1796/isb,csc102,6,8,0,3,9,7,1,0,25,23,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1796/isb,csc103,10,2,2,6,1,3,3,4,8,43,19,47,10,10,9,3,csc
ciit/fa14-bcs-1796/isb,csc110,3,3,4,8,10,9,2,3,15,47,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1796/isb,eee241,3,0,8,3,3,0,9,10,10,29,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1796/isb,hum102,9,3,9,3,7,2,7,1,20,39,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1796/isb,mth104,4,0,6,0,0,5,9,5,19,38,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1813/isb,csc102,6,5,9,6,8,4,9,5,7,25,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1813/isb,csc103,2,3,6,7,7,2,1,8,15,34,20,45,10,5,2,9,csc
ciit/fa14-bcs-1813/isb,csc110,1,1,5,6,10,9,2,8,20,41,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1813/isb,eee241,5,10,4,0,10,1,4,6,11,43,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1813/isb,hum102,2,4,9,6,5,8,6,6,14,34,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1813/isb,mth104,3,10,8,5,7,5,10,5,15,25,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1821/isb,csc102,5,8,3,8,7,10,8,5,24,21,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1821/isb,csc103,8,0,4,1,1,8,4,6,21,48,18,40,8,1,1,0,csc
ciit/fa14-bcs-1821/isb,csc110,9,10,9,7,4,5,9,9,24,17,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1821/isb,eee241,9,3,2,5,2,1,4,6,0,13,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1821/isb,hum102,8,10,8,5,5,4,2,3,9,15,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1821/isb,mth104,9,8,2,6,3,3,2,8,2,12,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1860/isb,csc102,3,7,7,5,0,4,1,3,16,23,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1860/isb,csc103,6,5,3,0,4,8,6,7,13,33,18,26,3,10,5,3,csc
ciit/fa14-bcs-1860/isb,csc110,6,7,0,4,5,0,10,8,12,14,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1860/isb,eee241,6,4,7,0,5,6,9,3,21,37,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1860/isb,hum102,3,9,9,4,1,3,8,2,0,49,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1860/isb,mth104,0,0,5,7,10,0,9,5,18,38,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1953/isb,csc102,9,0,1,9,9,1,7,4,10,19,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1953/isb,csc103,0,3,3,9,1,1,4,9,14,24,15,34,3,6,1,9,csc
ciit/fa14-bcs-1953/isb,csc110,5,6,8,5,9,9,8,0,0,33,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1953/isb,eee241,9,0,7,0,10,3,5,4,14,31,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1953/isb,hum102,8,9,4,2,3,6,1,8,14,17,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1953/isb,mth104,7,3,7,4,6,9,10,0,9,25,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1975/isb,csc102,10,6,10,10,8,1,0,1,10,24,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1975/isb,csc103,0,0,7,9,10,0,2,9,23,22,15,43,6,0,3,0,csc
ciit/fa14-bcs-1975/isb,csc110,6,10,4,0,1,2,9,7,19,19,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1975/isb,eee241,1,7,7,9,5,10,10,5,1,20,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1975/isb,hum102,3,0,3,2,10,4,3,1,13,40,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1975/isb,mth104,5,3,4,8,6,3,8,3,7,24,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1983/isb,csc102,2,9,0,4,9,7,3,2,19,49,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1983/isb,csc103,4,7,3,10,1,7,3,5,7,12,23,32,2,4,3,3,csc
ciit/fa14-bcs-1983/isb,csc110,9,6,4,5,3,10,10,5,0,39,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1983/isb,eee241,2,9,8,10,3,9,4,5,23,36,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1983/isb,hum102,0,7,7,2,4,8,9,1,13,32,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1983/isb,mth104,9,9,8,9,7,1,2,6,1,47,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-1994/isb,csc102,8,3,2,5,7,9,1,10,22,41,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1994/isb,csc103,9,0,4,8,7,3,1,8,10,25,16,43,3,4,7,1,csc
ciit/fa14-bcs-1994/isb,csc110,1,8,1,7,8,3,4,5,1,10,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-1994/isb,eee241,1,8,6,1,7,8,1,3,6,25,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-1994/isb,hum102,9,10,6,3,1,8,1,10,3,33,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-1994/isb,mth104,0,0,10,5,5,6,9,5,19,33,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-202/isb,csc102,2,10,3,9,1,6,4,3,19,17,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-202/isb,csc103,3,5,2,9,1,6,2,3,12,15,23,26,7,3,4,10,csc
ciit/fa14-bcs-202/isb,csc110,1,8,5,2,4,1,5,10,16,29,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-202/isb,eee241,7,7,3,2,3,5,9,3,3,10,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-202/isb,hum102,9,4,9,10,9,9,9,7,6,18,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-202/isb,mth104,9,10,1,5,4,2,1,6,15,29,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2089/isb,csc102,4,9,8,5,7,8,3,7,13,27,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2089/isb,csc103,8,1,4,4,5,0,3,5,22,44,25,28,4,8,10,3,csc
ciit/fa14-bcs-2089/isb,csc110,7,3,7,6,6,0,3,8,11,37,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2089/isb,eee241,8,6,2,5,1,6,10,4,9,37,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2089/isb,hum102,2,4,8,9,2,5,9,1,16,25,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2089/isb,mth104,3,6,0,5,1,10,3,0,14,45,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2116/isb,csc102,2,10,9,0,1,2,7,8,22,39,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2116/isb,csc103,8,9,2,4,3,4,10,8,21,29,21,45,6,7,5,9,csc
ciit/fa14-bcs-2116/isb,csc110,4,8,4,5,1,5,3,2,9,38,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2116/isb,eee241,1,1,5,8,1,8,6,5,4,33,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2116/isb,hum102,7,3,7,5,10,3,5,10,19,41,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2116/isb,mth104,10,5,3,3,2,4,0,6,6,39,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2251/isb,csc102,1,6,4,8,0,10,3,2,10,19,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2251/isb,csc103,4,0,8,8,8,1,2,3,16,23,23,36,7,7,0,5,csc
ciit/fa14-bcs-2251/isb,csc110,7,1,1,1,5,0,6,8,22,35,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2251/isb,eee241,0,0,6,6,4,0,6,10,16,21,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2251/isb,hum102,2,0,3,6,5,5,9,4,8,12,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2251/isb,mth104,8,5,2,2,3,9,10,8,7,38,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2270/isb,csc102,2,10,7,4,9,4,9,3,9,41,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2270/isb,csc103,8,7,3,3,10,8,2,4,1,27,17,40,8,8,4,10,csc
ciit/fa14-bcs-2270/isb,csc110,6,8,0,9,3,2,2,5,11,33,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2270/isb,eee241,1,0,0,0,7,10,9,10,25,29,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2270/isb,hum102,5,1,8,3,0,10,5,8,25,30,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2270/isb,mth104,6,7,7,2,6,9,3,6,11,26,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2275/isb,csc102,4,3,9,10,9,4,0,0,18,41,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2275/isb,csc103,2,0,2,7,8,10,5,9,0,29,23,41,5,4,1,1,csc
ciit/fa14-bcs-2275/isb,csc110,6,9,10,7,2,2,3,9,22,19,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2275/isb,eee241,1,5,3,7,8,8,6,1,16,49,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2275/isb,hum102,5,0,4,4,5,5,5,2,3,16,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2275/isb,mth104,10,4,8,3,1,10,2,7,6,14,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2288/isb,csc102,0,0,10,10,7,0,8,6,17,31,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2288/isb,csc103,0,3,7,8,10,3,9,9,10,35,19,42,6,1,2,1,csc
ciit/fa14-bcs-2288/isb,csc110,7,0,1,0,3,9,7,5,10,38,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2288/isb,eee241,3,6,0,1,9,0,3,4,8,37,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2288/isb,hum102,3,2,3,5,9,4,4,7,18,39,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2288/isb,mth104,9,0,0,0,10,6,10,6,18,16,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2297/isb,csc102,4,5,1,3,10,9,5,10,25,36,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2297/isb,csc103,9,7,7,5,3,4,9,6,20,27,25,32,6,4,8,0,csc
ciit/fa14-bcs-2297/isb,csc110,10,5,4,3,2,3,2,9,24,20,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2297/isb,eee241,6,9,6,7,9,4,1,2,23,47,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2297/isb,hum102,4,5,8,2,3,1,1,4,1,14,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2297/isb,mth104,10,0,0,9,3,5,5,7,22,48,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2298/isb,csc102,1,10,4,0,0,5,5,7,15,15,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2298/isb,csc103,5,7,5,5,2,8,5,5,20,31,15,41,4,2,3,8,csc
ciit/fa14-bcs-2298/isb,csc110,3,5,10,1,4,0,6,3,19,32,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2298/isb,eee241,3,0,2,6,1,3,10,8,12,34,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2298/isb,hum102,9,9,6,2,0,8,9,7,11,29,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2298/isb,mth104,4,1,4,1,6,7,5,4,13,50,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2317/isb,csc102,9,5,10,0,2,2,0,5,0,15,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2317/isb,csc103,9,9,6,5,1,8,6,0,1,28,24,36,9,5,8,10,csc
ciit/fa14-bcs-2317/isb,csc110,8,8,1,0,9,1,1,6,4,28,NULL,NULL,NULL,NULL,NULL,NULL,csc
ciit/fa14-bcs-2317/isb,eee241,0,8,10,9,8,8,1,1,9,44,NULL,NULL,NULL,NULL,NULL,NULL,eee
ciit/fa14-bcs-2317/isb,hum102,7,2,3,5,8,0,7,3,3,35,NULL,NULL,NULL,NULL,NULL,NULL,hum
ciit/fa14-bcs-2317/isb,mth104,3,5,3,10,10,7,9,2,6,46,NULL,NULL,NULL,NULL,NULL,NULL,mth
ciit/fa14-bcs-2327/isb,csc102,8,1,0,1,3,9,5,5,21,42,NULL,NULL,NULL,NULL,NULL,NULL,csc
