Registration_number,Course_no,Quiz1,Quiz2,Quiz3,Quiz4,Assignment1,Assignment2,Assignment3,Assignment4,MidTerm,FinalTerm,LabMidTerm,LabFinalTerm,LabAssignment1,LabAssignment2,LabTask1,LabTask2,Course_cat,Course_GPA
ciit/fa14-bse-1345/isb,csc322,7,8,6,8,6,9,4,6,23,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.23
ciit/fa14-bse-1403/isb,csc322,7,4,3,4,7,2,1,7,16,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.73
ciit/fa14-bse-1456/isb,csc322,4,5,8,2,5,9,5,7,24,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa14-bse-1472/isb,csc322,10,4,2,6,2,1,6,5,19,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.69
ciit/fa14-bse-1513/isb,csc322,2,5,7,7,9,4,10,5,25,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.27
ciit/fa14-bse-1545/isb,csc322,10,9,7,5,1,3,2,6,23,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa14-bse-1564/isb,csc322,5,6,5,2,9,10,3,8,23,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.31
ciit/fa14-bse-1630/isb,csc322,8,8,3,6,2,10,1,6,25,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.79
ciit/fa14-bse-1650/isb,csc322,4,4,2,9,10,9,6,6,18,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.21
ciit/fa14-bse-1657/isb,csc322,1,2,9,10,4,3,7,10,18,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.52
ciit/fa14-bse-1659/isb,csc322,5,5,8,9,3,3,5,5,20,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.62
ciit/fa14-bse-1674/isb,csc322,4,5,4,5,5,6,6,6,21,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa14-bse-1720/isb,csc322,7,9,7,10,1,9,8,6,16,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.77
ciit/fa14-bse-1781/isb,csc322,9,8,2,7,8,5,5,6,25,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.22
ciit/fa14-bse-1822/isb,csc322,10,2,2,2,4,9,5,7,25,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.38
ciit/fa14-bse-1825/isb,csc322,3,9,10,9,2,7,5,8,16,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.31
ciit/fa14-bse-1847/isb,csc322,10,3,10,1,5,10,5,8,18,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.07
ciit/fa14-bse-1878/isb,csc322,4,8,2,1,2,10,9,10,17,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.85
ciit/fa14-bse-1886/isb,csc322,6,9,6,4,9,10,6,5,15,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.46
ciit/fa14-bse-1945/isb,csc322,4,4,5,10,10,2,4,3,24,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.2
ciit/fa14-bse-1952/isb,csc322,3,10,6,4,10,2,8,9,24,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.98
ciit/fa14-bse-2008/isb,csc322,7,6,5,6,8,4,2,8,18,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.54
ciit/fa14-bse-201/isb,csc322,2,5,7,9,6,7,3,3,15,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.71
ciit/fa14-bse-2041/isb,csc322,8,5,5,2,9,8,5,1,24,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.27
ciit/fa14-bse-2052/isb,csc322,9,5,6,8,8,10,5,10,25,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa14-bse-2082/isb,csc322,8,2,3,5,10,5,1,6,19,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.87
ciit/fa14-bse-2104/isb,csc322,2,4,8,8,7,6,3,8,25,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.71
ciit/fa14-bse-2117/isb,csc322,3,10,4,4,6,10,8,1,24,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.75
ciit/fa14-bse-2125/isb,csc322,5,2,5,7,6,8,10,1,21,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.63
ciit/fa14-bse-2133/isb,csc322,7,10,8,7,5,1,1,5,17,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.68
ciit/fa14-bse-2137/isb,csc322,8,1,2,9,10,4,10,8,16,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.6
ciit/fa14-bse-2180/isb,csc322,2,10,9,9,3,10,4,9,23,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.54
ciit/fa14-bse-219/isb,csc322,1,5,9,4,6,1,8,9,25,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.81
ciit/fa14-bse-2191/isb,csc322,2,4,7,1,6,1,6,4,25,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.52
ciit/fa14-bse-2206/isb,csc322,6,9,2,8,9,2,8,8,18,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.26
ciit/fa14-bse-2226/isb,csc322,10,7,5,10,7,7,8,5,17,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.46
ciit/fa14-bse-2231/isb,csc322,4,8,10,3,2,4,5,3,21,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.66
ciit/fa14-bse-2258/isb,csc322,8,4,7,6,5,9,1,10,25,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa14-bse-2289/isb,csc322,6,1,10,6,1,7,6,10,16,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.77
ciit/fa14-bse-23/isb,csc322,6,8,7,3,3,6,6,2,22,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.17
ciit/fa14-bse-2302/isb,csc322,3,7,8,7,5,9,3,1,16,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.4
ciit/fa14-bse-2306/isb,csc322,6,7,6,7,8,5,1,7,18,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.77
ciit/fa14-bse-2313/isb,csc322,10,3,6,9,1,1,2,6,18,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.98
ciit/fa14-bse-2315/isb,csc322,6,5,2,6,8,10,8,9,24,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.63
ciit/fa14-bse-2399/isb,csc322,10,8,4,1,9,1,2,2,17,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.69
ciit/fa14-bse-2418/isb,csc322,2,1,8,9,10,8,8,2,22,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa14-bse-2425/isb,csc322,3,9,2,8,9,3,7,9,17,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.79
ciit/fa14-bse-2461/isb,csc322,5,8,10,10,7,2,4,8,25,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.15
ciit/fa14-bse-2462/isb,csc322,9,3,3,2,8,10,7,7,21,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.44
ciit/fa14-bse-2479/isb,csc322,1,2,6,6,8,2,2,7,17,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.33
ciit/fa14-bse-2572/isb,csc322,1,5,8,10,4,2,3,10,25,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.83
ciit/fa14-bse-2584/isb,csc322,9,7,4,4,8,4,8,6,22,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.73
ciit/fa14-bse-2604/isb,csc322,6,9,3,2,5,7,7,4,23,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.95
ciit/fa14-bse-2615/isb,csc322,1,3,10,6,4,4,1,4,19,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.4
ciit/fa14-bse-2652/isb,csc322,8,7,6,2,3,8,4,2,15,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.1
ciit/fa14-bse-2671/isb,csc322,6,4,6,8,4,7,5,3,17,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.54
ciit/fa14-bse-2698/isb,csc322,10,3,6,8,3,10,10,7,21,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.96
ciit/fa14-bse-2773/isb,csc322,9,10,1,10,5,5,8,6,15,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.6
ciit/fa14-bse-2778/isb,csc322,6,2,7,5,3,6,2,9,19,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.81
ciit/fa14-bse-2779/isb,csc322,7,9,2,3,4,3,10,5,21,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.77
ciit/fa14-bse-2781/isb,csc322,2,4,7,10,7,4,3,2,18,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.64
ciit/fa14-bse-2783/isb,csc322,8,4,3,5,1,2,1,8,20,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.19
ciit/fa14-bse-2823/isb,csc322,3,3,8,3,7,1,6,4,23,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.37
ciit/fa14-bse-2839/isb,csc322,2,10,1,2,5,9,1,5,15,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.83
ciit/fa14-bse-2855/isb,csc322,3,6,10,3,5,5,9,4,16,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.2
ciit/fa14-bse-2909/isb,csc322,2,2,7,2,5,7,5,6,18,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.78
ciit/fa14-bse-2945/isb,csc322,2,10,7,9,9,1,8,4,18,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.98
ciit/fa14-bse-2958/isb,csc322,8,8,3,5,10,7,2,4,16,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.15
ciit/fa14-bse-2966/isb,csc322,7,5,8,1,4,2,1,2,21,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.53
ciit/fa14-bse-2975/isb,csc322,4,9,1,4,7,6,1,4,20,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.37
ciit/fa14-bse-2998/isb,csc322,6,6,6,3,1,1,7,8,20,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.64
ciit/fa14-bse-3030/isb,csc322,10,6,8,8,9,9,3,10,22,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.25
ciit/fa14-bse-3074/isb,csc322,1,2,2,10,9,10,4,7,23,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.1
ciit/fa14-bse-3194/isb,csc322,8,10,4,5,5,5,5,4,22,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.69
ciit/fa14-bse-32/isb,csc322,2,3,6,5,8,9,5,7,17,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.27
ciit/fa14-bse-3214/isb,csc322,9,2,2,7,9,7,2,10,23,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.9
ciit/fa14-bse-3222/isb,csc322,1,1,8,1,4,9,7,6,20,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.6
ciit/fa14-bse-3239/isb,csc322,10,10,10,7,5,1,4,3,22,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.42
ciit/fa14-bse-3263/isb,csc322,1,3,9,5,1,7,9,4,25,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.35
ciit/fa14-bse-3281/isb,csc322,2,8,6,8,9,7,3,9,23,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.81
ciit/fa14-bse-3323/isb,csc322,9,4,8,2,1,3,6,4,15,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.45
ciit/fa14-bse-3337/isb,csc322,1,7,8,6,7,7,4,4,18,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.5
ciit/fa14-bse-3377/isb,csc322,4,4,5,1,1,2,1,1,23,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.8
ciit/fa14-bse-3465/isb,csc322,5,9,4,6,9,3,4,6,23,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.76
ciit/fa14-bse-348/isb,csc322,3,9,1,6,10,9,1,1,17,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.69
ciit/fa14-bse-3518/isb,csc322,6,1,7,2,2,3,9,5,19,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.09
ciit/fa14-bse-3654/isb,csc322,2,9,3,10,3,3,10,4,20,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.52
ciit/fa14-bse-3684/isb,csc322,2,3,1,4,1,9,10,6,16,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.85
ciit/fa14-bse-3699/isb,csc322,5,7,9,1,1,7,9,9,23,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.48
ciit/fa14-bse-3708/isb,csc322,5,10,7,1,8,1,6,5,19,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.71
ciit/fa14-bse-3733/isb,csc322,6,8,2,3,6,8,5,1,19,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.19
ciit/fa14-bse-443/isb,csc322,2,9,4,10,8,1,7,3,18,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.67
ciit/fa14-bse-455/isb,csc322,10,7,5,9,8,9,2,3,21,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa14-bse-501/isb,csc322,5,10,3,7,10,9,5,6,23,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.14
ciit/fa14-bse-510/isb,csc322,10,9,8,6,1,7,6,10,22,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.11
ciit/fa14-bse-576/isb,csc322,5,8,1,8,6,4,5,3,16,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.73
ciit/fa14-bse-580/isb,csc322,6,2,9,6,3,6,1,9,24,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.73
ciit/fa14-bse-624/isb,csc322,3,3,2,9,2,2,8,6,17,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.75
ciit/fa14-bse-643/isb,csc322,1,1,5,1,1,3,9,7,22,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.29
ciit/fa14-bse-671/isb,csc322,10,1,10,3,7,1,7,5,25,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.21
ciit/fa14-bse-677/isb,csc322,4,1,7,9,8,2,4,2,20,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.84
ciit/fa14-bse-679/isb,csc322,2,8,3,1,4,7,6,8,25,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.97
ciit/fa14-bse-692/isb,csc322,8,5,3,2,8,7,4,9,15,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.27
ciit/fa14-bse-747/isb,csc322,1,2,2,1,6,5,3,3,17,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa14-bse-765/isb,csc322,5,8,7,3,2,8,4,2,19,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.3
ciit/fa14-bse-843/isb,csc322,9,5,6,4,2,6,8,1,21,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.75
ciit/fa14-bse-910/isb,csc322,7,1,1,10,1,3,1,1,22,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.15
ciit/fa14-bse-914/isb,csc322,8,4,3,7,4,4,7,6,15,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.94
ciit/fa14-bse-939/isb,csc322,9,3,4,4,6,9,1,5,15,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.26
ciit/fa14-bse-950/isb,csc322,2,8,2,1,9,5,10,8,22,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.54
ciit/fa14-bse-966/isb,csc322,3,1,1,1,10,8,10,4,18,38,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.35
ciit/fa14-bse-976/isb,csc322,7,8,9,6,4,8,5,9,25,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.21
ciit/fa14-bse-99/isb,csc322,1,8,10,5,8,5,3,10,25,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.04
ciit/fa15-bse-1030/isb,csc322,10,7,4,10,1,1,7,2,20,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.97
ciit/fa15-bse-1039/isb,csc322,2,1,8,2,9,6,5,3,18,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.38
ciit/fa15-bse-1153/isb,csc322,5,2,10,7,3,1,3,3,17,32,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.54
ciit/fa15-bse-1161/isb,csc322,3,4,4,9,9,2,6,5,18,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.01
ciit/fa15-bse-1172/isb,csc322,7,9,6,7,9,3,9,3,23,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.96
ciit/fa15-bse-1388/isb,csc322,10,10,7,2,5,4,9,6,20,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.77
ciit/fa15-bse-1439/isb,csc322,3,2,8,1,4,3,4,4,19,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.17
ciit/fa15-bse-1476/isb,csc322,9,3,7,3,1,5,2,7,19,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.53
ciit/fa15-bse-1492/isb,csc322,5,3,8,3,5,4,5,7,21,25,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.12
ciit/fa15-bse-150/isb,csc322,4,6,4,10,10,7,7,5,19,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.54
ciit/fa15-bse-1502/isb,csc322,7,10,8,2,2,6,2,4,19,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.95
ciit/fa15-bse-1507/isb,csc322,2,6,8,9,2,3,6,8,19,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.79
ciit/fa15-bse-1563/isb,csc322,9,10,2,4,10,8,10,2,15,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.67
ciit/fa15-bse-1611/isb,csc322,7,5,3,1,8,8,7,7,23,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.02
ciit/fa15-bse-1617/isb,csc322,8,2,5,10,5,10,6,9,23,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.57
ciit/fa15-bse-1641/isb,csc322,10,10,10,7,1,10,1,10,25,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.15
ciit/fa15-bse-1660/isb,csc322,1,3,8,8,2,9,6,4,25,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.75
ciit/fa15-bse-1775/isb,csc322,7,7,6,6,4,2,7,8,21,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.06
ciit/fa15-bse-1776/isb,csc322,3,1,8,4,6,3,4,3,23,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.2
ciit/fa15-bse-1843/isb,csc322,7,1,10,2,6,3,1,1,19,48,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.1
ciit/fa15-bse-185/isb,csc322,4,1,2,2,9,6,10,6,24,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.67
ciit/fa15-bse-1857/isb,csc322,7,7,3,6,6,9,9,7,23,41,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.19
ciit/fa15-bse-1867/isb,csc322,9,9,9,9,4,10,8,6,17,28,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.59
ciit/fa15-bse-1889/isb,csc322,10,2,1,3,5,5,9,9,15,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.81
ciit/fa15-bse-1927/isb,csc322,9,3,5,9,6,3,8,1,23,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.09
ciit/fa15-bse-1964/isb,csc322,7,5,6,2,4,7,6,10,23,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.08
ciit/fa15-bse-2006/isb,csc322,10,2,9,3,9,9,2,5,15,45,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.98
ciit/fa15-bse-2063/isb,csc322,4,7,6,3,8,3,2,9,17,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.5
ciit/fa15-bse-21/isb,csc322,7,10,8,7,10,6,2,3,16,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.46
ciit/fa15-bse-2242/isb,csc322,5,9,10,8,10,9,5,6,23,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,3
ciit/fa15-bse-225/isb,csc322,3,6,6,5,4,7,2,5,17,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.29
ciit/fa15-bse-2256/isb,csc322,2,5,4,5,9,10,4,5,19,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.48
ciit/fa15-bse-2305/isb,csc322,1,7,4,3,5,8,9,3,20,44,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.86
ciit/fa15-bse-2310/isb,csc322,2,1,8,9,3,6,9,9,15,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.97
ciit/fa15-bse-2388/isb,csc322,3,1,9,9,10,9,3,6,24,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.51
ciit/fa15-bse-2436/isb,csc322,7,7,9,2,6,7,8,3,25,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.13
ciit/fa15-bse-2456/isb,csc322,2,3,6,8,6,5,2,5,21,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.27
ciit/fa15-bse-2509/isb,csc322,5,7,2,7,6,9,8,9,25,39,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.93
ciit/fa15-bse-2513/isb,csc322,2,9,4,7,7,8,2,9,19,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.58
ciit/fa15-bse-2531/isb,csc322,10,1,10,8,2,9,7,2,17,47,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.79
ciit/fa15-bse-2579/isb,csc322,4,7,8,1,1,9,9,9,16,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.38
ciit/fa15-bse-2591/isb,csc322,5,5,9,7,1,8,8,9,22,31,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.35
ciit/fa15-bse-2639/isb,csc322,5,7,1,1,8,7,1,2,21,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.1
ciit/fa15-bse-2716/isb,csc322,6,8,4,6,9,8,3,7,16,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.46
ciit/fa15-bse-2749/isb,csc322,6,10,2,5,10,9,9,7,23,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.93
ciit/fa15-bse-2751/isb,csc322,3,9,6,4,10,6,6,2,19,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.75
ciit/fa15-bse-2787/isb,csc322,4,8,6,7,9,5,2,9,19,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.42
ciit/fa15-bse-281/isb,csc322,7,5,2,7,3,10,3,6,17,29,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.21
ciit/fa15-bse-2879/isb,csc322,6,7,9,5,10,7,1,1,23,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.35
ciit/fa15-bse-2897/isb,csc322,5,7,2,1,8,6,7,4,19,42,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.51
ciit/fa15-bse-2920/isb,csc322,4,5,7,5,6,10,8,7,21,35,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.25
ciit/fa15-bse-3026/isb,csc322,1,1,6,6,3,3,1,8,15,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.27
ciit/fa15-bse-3032/isb,csc322,2,3,9,1,8,7,2,4,18,27,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.75
ciit/fa15-bse-3037/isb,csc322,5,6,10,7,9,10,6,10,21,37,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.42
ciit/fa15-bse-3112/isb,csc322,4,6,10,8,5,4,5,1,17,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.52
ciit/fa15-bse-3114/isb,csc322,8,2,1,5,2,8,4,3,20,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.62
ciit/fa15-bse-3150/isb,csc322,4,8,8,9,3,9,1,7,21,30,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.42
ciit/fa15-bse-3188/isb,csc322,7,8,1,6,10,1,10,7,15,40,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.88
ciit/fa15-bse-3198/isb,csc322,3,8,7,5,4,7,5,4,24,46,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.17
ciit/fa15-bse-3234/isb,csc322,1,6,7,6,5,2,4,2,23,36,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.99
ciit/fa15-bse-3235/isb,csc322,7,1,6,6,4,4,8,6,25,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.44
ciit/fa15-bse-3244/isb,csc322,8,5,2,3,6,2,7,9,21,43,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.12
ciit/fa15-bse-3264/isb,csc322,4,3,1,8,5,10,8,1,18,33,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.94
ciit/fa15-bse-3299/isb,csc322,1,4,7,7,5,4,2,8,19,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.48
ciit/fa15-bse-335/isb,csc322,9,4,2,9,5,1,8,7,24,34,NULL,NULL,NULL,NULL,NULL,NULL,csc,3.19
ciit/fa15-bse-3351/isb,csc322,10,9,2,10,3,4,9,5,24,26,NULL,NULL,NULL,NULL,NULL,NULL,csc,2.94
